experimentPhase	trialnum	subject	nStreams	ring	resp0	button0	cuePos0	answer0	correct0	pairAngle0	whichStreamCuedAngle0	whichRespCue0	whichInPair0	cuedStream0	responsePosRelative0	streamLtrSequence0	streamLtrSequence1	streamLtrSequence2	streamLtrSequence3	streamLtrSequence4	streamLtrSequence5	streamLtrSequence6	streamLtrSequence7	streamLtrSequence8	streamLtrSequence9	streamLtrSequence10	streamLtrSequence11	streamLtrSequence12	streamLtrSequence13	streamLtrSequence14	streamLtrSequence15	streamLtrSequence16	streamLtrSequence17	timingBlips
main	0	Charlie	2	0	S	0	10	S	True	0	180.0	0	1	1	0	HASVZJBIODLKUMTFQENRPXGY	YNQHPKDMXESFZLTVUIRAOGBJ	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	2
main	1	Charlie	2	1	R	0	9	R	True	120	330.0	0	1	1	0	XSZNYMKBLHTARDUPEIGVJQFO	ILGPBZQASRDHVXTEJUMYNOFK	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	1
main	2	Charlie	2	2	P	0	6	G	False	0	0.0	0	0	0	15	EQONRYGFBALHTVIZJKXMDPSU	LIHEAODNJXZSGFYVURBTQKMP	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	2
main	3	Charlie	2	2	P	0	6	T	False	60	60.0	0	0	0	2	LVMGKZTBPOIJYXUSHDNAQRFE	FMUGVZDEOIJKPQSLHXTANBRY	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	3
main	4	Charlie	2	1	S	0	6	L	False	120	330.0	0	1	1	1	PQELHYBGSOFMJVZUAXRITDNK	PZRYQOLSMXKJVNUAGTIDEBFH	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	2
main	5	Charlie	2	2	K	0	6	B	False	120	120.0	0	0	0	-4	MLKOANBFGDIZVQRJXUESPTYH	YQUKPHSVADGOILFEJXBZRTMN	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	3
main	6	Charlie	2	1	P	0	7	Y	False	0	30.0	0	0	0	-3	AVLZPUKYRESBJXIGTODQNHMF	GOLRQYKPATMFHNSJDZVEUXIB	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	2
main	7	Charlie	2	1	S	0	7	B	False	120	330.0	0	1	1	1	EVBLMUAIOZJHDKNQFSYPGRXT	VFRHTKZBSIPEQOJYMLAUDXNG	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	3
main	8	Charlie	2	0	G	0	10	O	False	60	240.0	0	1	1	1	EDPMSZFKBRGAULXHVIOQYTJN	NUIBHMEDPVOGZRLTQYXKFASJ	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	1
main	9	Charlie	2	1	U	0	6	Y	False	0	30.0	0	0	0	17	XBJDOPYGATZVIKERLMNFQHSU	UTXGMNYSZFHAVKDBPIQRLOEJ	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	1
main	10	Charlie	2	2	P	0	9	S	False	60	240.0	0	1	1	1	VJSYOHMXDGPUIRAFEKTNBZQL	HKAVROYFXSPMQTILBUGDJZNE	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	2
main	11	Charlie	2	1	S	0	9	I	False	60	90.0	0	0	0	1	KNTQEXFUDISPMBVYHRLGJAOZ	ZVODLNIATEUQKSRGXFBPHYMJ	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	1
main	12	Charlie	2	0	J	0	9	E	False	0	180.0	0	1	1	-8	VMKOPSAIRZHFQEGJDLUXTBNY	GJOBQPNLDEZAUSTRXYMHKVIF	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	2
main	13	Charlie	2	2	X	0	7	U	False	120	300.0	0	1	1	2	RLSZJIYMUKODPNFAETXBGQVH	ERANJGMUZXDBSTOLPHYKQVFI	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	1
main	14	Charlie	2	2	J	0	8	V	False	0	180.0	0	1	1	3	PXBNEJGKIUZAHTMSLRFVYQOD	UENKXPGRVDHJFQOTMASIYLZB	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	1
main	15	Charlie	2	1	P	0	7	G	False	120	150.0	0	0	0	1	EHUOBXDGPAZSTYQRMVJIFKLN	ASDHIQPMUXKBZEFJGRVLOYTN	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	1
main	16	Charlie	2	0	Y	0	8	X	False	60	240.0	0	1	1	9	JQNODBUMAHGSRFETYIZVXKLP	ZGPTNUIRXVKSAJMOBYQHEFLD	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	1
main	17	Charlie	2	1	O	0	10	Y	False	60	270.0	0	1	1	1	JTIVKAGRUYXEMNZQFDSPHBLO	SIBNZQFMJUYODLPRVTAGHXEK	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	1
main	18	Charlie	2	2	M	0	9	U	False	60	60.0	0	0	0	1	RZGPNIBSFUMDYHXTOEAJKVLQ	DSLXJPETNIOUVYGZQAHMRBKF	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	1
main	19	Charlie	2	0	U	0	7	U	True	120	300.0	0	1	1	0	ULIMPBVYODEQFGJZATXSNRHK	MHNSBKGUAQTXRJIFEPDLZVYO	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	1
main	20	Charlie	2	2	L	0	8	F	False	60	60.0	0	0	0	1	KDZHGVAIFLSMJPYBXORNTEUQ	HAVOKEXIMLDBFPJSUYRNGZTQ	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	2
main	21	Charlie	2	0	T	0	7	H	False	120	120.0	0	0	0	1	UXRFOJDHTGABSEIKQVLPYNMZ	FJZRSQOVINXTLDUEYAGKPMBH	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	2
main	22	Charlie	2	1	F	0	6	F	True	120	150.0	0	0	0	0	DSUJMLFPTEIVRNOAZYGKQXHB	OKQTHVMAIRXFUZLPGJDSYEBN	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	1
main	23	Charlie	2	2	M	0	7	K	False	60	240.0	0	1	1	-1	MOFAZPGJTRYQNXEKDLHVSIUB	BZGULJMKSNPVQXDFHOIEYATR	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	2
main	24	Charlie	2	1	J	0	7	Z	False	60	90.0	0	0	0	-4	TYMJGXFZQHIREPDVKAONSBLU	KVFRTZGPDQSNAXLBEUMOHJYI	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	1
main	25	Charlie	2	1	O	0	7	Q	False	60	270.0	0	1	1	1	YASZQXKBPUONTVHGEFDMJIRL	JPLRYUTQODFSXIMNGKABVEHZ	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	26	Charlie	2	2	P	0	7	H	False	0	180.0	0	1	1	7	IFNKBAZYEVOGQMTXPJDRUSHL	EDBUKGVHSMXFJOPILQYTANRZ	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	2
main	27	Charlie	2	1	M	0	10	A	False	120	150.0	0	0	0	-1	IJODGLZYEMATHBKUSQPRFNVX	AQFPIBGXSNEMKRVLTJUHDOYZ	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	1
main	28	Charlie	2	1	Y	0	10	Y	True	0	210.0	0	1	1	0	IMQLZGYKTSHJPRNXUFDEBAOV	ENPXKQBUMTYIHJSVRDAOFLZG	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	2
main	29	Charlie	2	1	M	0	9	H	False	60	270.0	0	1	1	1	JRHZAYQLTUVNXGDIEOBSFKMP	ELDFABTGSHMNXYKQUVOIPRZJ	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	1
main	30	Charlie	2	1	X	0	10	X	True	120	330.0	0	1	1	0	FVBSMOPEQUAGNIYJXHTZKLRD	SMTBEIUGDAXVZFLQJHPKRONY	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	2
main	31	Charlie	2	0	P	0	10	D	False	0	0.0	0	0	0	4	ZSGARFNLIODXMHPTVYJKEBUQ	LXEMZPDQKGISONYJURVHTFBA	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	2
main	32	Charlie	2	0	U	0	10	U	True	120	120.0	0	0	0	0	ZPKQHISEDTUFJMGRXBVLONYA	DLMOZGSAUQJPFEKIHXBNRYTV	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	1
main	33	Charlie	2	0	M	0	9	E	False	60	240.0	0	1	1	6	UGVTKDOFLMHIYZPBXNQERSAJ	BALHDRKFGEPNTXOMVZISYJUQ	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	2
main	34	Charlie	2	0	J	0	9	J	True	60	60.0	0	0	0	0	LUGKSXVATJQRBMNIPOHDZYEF	ESGBMVPUDTXNHKRJOALZFYIQ	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	1
main	35	Charlie	2	1	G	0	6	G	True	60	270.0	0	1	1	0	LNKRTGQVHDXAFYMBPUJSOZIE	DSZQXLGKITJVHEPBYAFUNORM	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	2
main	36	Charlie	2	0	M	0	9	V	False	120	120.0	0	0	0	4	IGHZXERDYVKLQMUJSONPTFBA	KRADUBXLSMZHIGNFVEOPQJTY	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	2
main	37	Charlie	2	2	A	0	6	B	False	120	300.0	0	1	1	1	BQSAPDZTFEONHXUKIGMJYVRL	THFVGOBAMRUQNSLPDZIXJYKE	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	1
main	38	Charlie	2	0	F	0	6	F	True	120	300.0	0	1	1	0	YRABSZJMDITQEUOXLNPHKFVG	XHULTRFKEMIZOYJBDQNPVSAG	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	3
main	39	Charlie	2	1	J	0	8	H	False	120	330.0	0	1	1	-7	IZHBQDMUYANOKPGFJTEVSRXL	YJXUBGRZHVKISEMAQTDOFLPN	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	40	Charlie	2	0	I	0	8	K	False	0	180.0	0	1	1	8	AIYLHVNZDPQUOFBEJKGXSMTR	MQXDSJFEKALTOYZUIGRPNBVH	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	41	Charlie	2	2	B	0	8	B	True	60	240.0	0	1	1	0	IBUNZVKTMGOJYSRFADPQEXHL	HRXTUMQABGKFZPJENSIODYLV	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	2
main	42	Charlie	2	0	J	0	7	J	True	0	180.0	0	1	1	0	BSLFNOXTMYUDGHIPZQEKRAVJ	TGSYVUHJBMZENKFODLIQARPX	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	1
main	43	Charlie	2	2	E	0	10	L	False	120	300.0	0	1	1	1	MUNAGDYVJTIXOQPLFRHZKSBE	HNVRQTYXSJLEOPKMDUBFIZAG	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	1
main	44	Charlie	2	0	F	0	6	K	False	60	240.0	0	1	1	1	GKSJMERTLPUYZHDIXNVFAQBO	MAJHPGKFVYEUZDNSTLBRXQIO	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	3
main	45	Charlie	2	2	A	0	7	A	True	0	0.0	0	0	0	0	IEQVSZLAJPFXYGUBKTMRHNOD	UGZTNOBIHLXDJKMRQEFVSYPA	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	2
main	46	Charlie	2	2	P	0	10	O	False	120	120.0	0	0	0	13	LGEUYJXMQROKTAZBSFVNHDIP	OKAMLUPDIHYTBSJFGQRXVNEZ	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	2
