experimentPhase	trialnum	subject	nStreams	ring	resp0	button0	cuePos0	answer0	correct0	pairAngle0	whichStreamCuedAngle0	whichRespCue0	whichInPair0	cuedStream0	responsePosRelative0	streamLtrSequence0	streamLtrSequence1	streamLtrSequence2	streamLtrSequence3	streamLtrSequence4	streamLtrSequence5	streamLtrSequence6	streamLtrSequence7	streamLtrSequence8	streamLtrSequence9	streamLtrSequence10	streamLtrSequence11	streamLtrSequence12	streamLtrSequence13	streamLtrSequence14	streamLtrSequence15	streamLtrSequence16	streamLtrSequence17	timingBlips
main	0	18JG	2	1	R	0	9	G	False	120	150.0	0	0	0	1	MYIEQBDXZGRLKPAHNOVTJSUF	EQAHORPFSLTDUVZXKMNIGJYB	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	1	18JG	18	1	R	0	9	X	False	60	270.0	0	1	10	1	BLXEUKNADJFGRHVOSZTIQMYP	PUTFJKYSXMRAQHOVEZGLNDBI	GFBAMVORXTUHEYPQISDZKLNJ	UOMRIAPZGXNEJDBYHTVKFLQS	SNDPEMBFIJLAYQKTOXZVGRHU	ZOSKPYFHRGEXBMQIUJANLTVD	VRKZFGNUHQODPAIEBSMYXJTL	TJQKMZNLXFGSHUROVDYABPEI	RVPLMBJXQYSGEODHZIUNFTAK	HPJYOAMZXGKQNUSDERIFVTLB	KIDSJPBMZXRLONVFQHATGYUE	ERKJVDBNPHQXIOSMAFLGZTYU	OHFSUYVJEBZIRLGTDXPNMQKA	NBOLRVHAUIKYSMPJETZGXFQD	FVNMRKHEPSZLOAQBDUGJIXYT	AXFHBMTIYZLUSONPGEDKJRVQ	EZRANVHSJTOQIGYBPFUKXDLM	ZIEKPFYJLUVDHQBAMSRONGTX	0
main	2	18JG	2	1	O	0	9	R	False	60	270.0	0	1	1	4	SDTKVYANLJPUQHZXBRFEMGIO	BAUGTXMNDRQJSOLIYHFKZEPV	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	3	18JG	6	2	T	0	9	G	False	120	300.0	0	1	5	2	OXTRVLHGSFEPAMNIDUBJZYKQ	DPHLERUJMFSZBIQATKYGNVXO	FZJHDESVNUYRLGPBOKAQTMXI	TDKQYBGPZLRSHFMJAVINUXOE	LYJTKUHIDBSFXERVAOMGQZNP	QMKAYZDFIGJTXRSENLHBOUPV	999	999	999	999	999	999	999	999	999	999	999	999	0
main	4	18JG	6	2	Q	0	6	E	False	120	120.0	0	0	2	1	OSYQIAGMLZPFDUTERKJXNHVB	BQAEXDYVZRFMLPHGSJOTKUNI	FKGUMJEQLYVNZXIASPOBRTHD	PKRGEDFLMOJVBAQSNXHIZUTY	YUFPEBMGIAZKVXTQSOJNRHLD	MOEXZKQFHDVTPSRBNULIJYGA	999	999	999	999	999	999	999	999	999	999	999	999	0
main	5	18JG	18	2	A	0	8	L	False	60	240.0	0	1	16	2	TOBUSZADMFNHEYKPRJXLQGIV	SVNHMJPKOXYUFILRATQBZDEG	TOHAVEILNDJRUFGXKZQMBSYP	ZMOTVYJGQRFLXPKHEUDSAINB	AHFPMEXGNYJBVUIDZQRTLOSK	MXLOSPYDZETUVKHRJGFBANQI	KPFHUOABJNZGSYDRIQLVMXET	SLYMRJEANUPVBHTFKXIDQGOZ	XPOIHVGEDYUFZNTMSAQRLKBJ	FEDQLNMUSYBGJHRPIZTVXAOK	EJAUFMGPQSNBOVXLTZHKDIRY	FBYUVKJLMXSOTAQGHIENZPRD	GROFISAMUBPKQEZLXVJNDHYT	QHPELMZBOJNVSYTDIXRUFKGA	ZQTKMEJILNPHDAVGRBOFYUSX	KDTMEUINBQLXORAFSGYPZHVJ	URNVYHQTLFAZBGPSKDOIXEJM	YSJAKFVZQRHPDUGTBILENXMO	0
main	6	18JG	2	2	E	0	10	F	False	60	240.0	0	1	1	2	BNLUKIAYTEGFRMQOPHDXVJSZ	YTZHNGMBXOFLEUJRAVPDIKSQ	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	7	18JG	18	2	I	0	7	X	False	0	0.0	0	0	12	1	PHNQYXOMIKDSBJTGZELFUARV	ZSFIYGLNEBATXUVPJRDMHQKO	EOUNAYMFRSJLVQIPKBXTZHDG	ETISVKDRULPHYZAXNBGMQFJO	YTERFIDLVHKBPQZXGUNJOMAS	YRGPQNTDZHEOXISBAJFUKLMV	UPBTOJFAKGZEQYVSNMXLIDHR	OVGYZHBJUMQDFKARITPNLESX	ELDJKVIASBONRGPXTHUYFZQM	JTLAOVXRFGEBIQDKPHZNUYMS	FRUPHJYMAQLDXVEGNSBTOIKZ	YDNPIGUMBSTAZEJLKFXOQVHR	NSDBMVOXIYZQEFRLHUJTKGAP	BUXTLQYHVGOPAFZJRSEDKNIM	RLTBFMPGDZYHVOIAUXEQNKJS	TOZPHXEBSFIQVMNUALGJDKYR	NOXHUFZDGBVIJMQATSKEPYRL	LXPIEZJVOGMUKQSFDANTRBYH	0
main	8	18JG	6	1	S	0	7	S	True	0	210.0	0	1	3	0	TIZOLFBGPJXASHEUDRQNYVKM	ZMPERNFJDKHYVBSGXOQUALTI	HNOSAJKUTGDVBRZPYEXFIMLQ	EOITGNYSBRLJUDXMZHPVFAQK	IQPDZGYOEVTHJMKRAUNLFXBS	VSNAQYHGPRMZJEXTFLIDKBOU	999	999	999	999	999	999	999	999	999	999	999	999	0
main	9	18JG	2	1	B	0	7	B	True	60	270.0	0	1	1	0	ITDMLSRJXPGYUQKFAVNOZHEB	GJLHAXMBTKQEZSYPFRUNIOVD	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	10	18JG	6	1	P	0	9	P	True	0	210.0	0	1	3	0	MUBRGTXYPHQSEADVJNILFZOK	XFTZIJDEYUNAPHSKLQORGMVB	OIJPDULHGVSTMBEFZYKQXARN	YDXKMVJRQPOFGHANSETBZLUI	AKTGOYHQMXUISDBFZVPELNRJ	JBQDXGNMEVLPSRHTYFZOKIAU	999	999	999	999	999	999	999	999	999	999	999	999	0
main	11	18JG	2	2	X	0	7	H	False	60	60.0	0	0	0	-1	VQMNTOXHYRGJDLBUEAFZKPSI	ZJDSBQRTPGYIVNUKHAMEXOFL	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	12	18JG	2	0	P	0	10	F	False	60	60.0	0	0	0	2	JSNHZOBYDQFUPIXAVKLERGTM	ZPRJOKDMSIYHEABVQTGNFXUL	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	13	18JG	18	2	S	0	8	Y	False	0	180.0	0	1	15	-6	KMXDOYPUISQFRTBZLANHGEVJ	IDTZOMBVEKQSRUFLGAXHYPJN	BKLJXOTUQVFSMAHGYPINRDEZ	XHEADJLFQYPORZUKTVMNSGIB	KFNJVHSMOLAIBDQYEXPRTUGZ	OSTDYERVMKZUBXNHILQAJPFG	BZSDMVPJTAKFOGRXYUEILQNH	EDBPFZIOYXSVARUKHQTGLJMN	EGIQLXBAKHZVRFPMOTDNSJUY	ZUVLFHMOJTXNAYQPRKEDBGIS	DQJLETZXKBFAPSRGMVUOHYIN	ITZNGQRYDAUSXVEHMOLKFJBP	RFAOLHMBDIYSKVNZJTPGQEUX	AUSPJOGRVHFEXIZKTYDBNLQM	GKQJRHYOMLFXPNESVTZIUBDA	KUSINBPOYZAVQRDFGTJEXHML	SNMADORVLYFXKJGTZHPEUBIQ	JVDUSQRFPGTOYNBLIZMKHEAX	0
main	14	18JG	18	0	E	0	9	A	False	120	300.0	0	1	5	2	YKPJONQVZHDLBTSXFUGEIMAR	GVAYOUHTFDXPESBIQJLMKNZR	JRIODXSNKQTBHMLVAUYGPFZE	IOGAFPBNZDSMUVERJQKLHTYX	KGAMESFVQPUBTLZRXONJYIDH	JKZBIDNTLAHERGVSXMYUOQFP	USHBNDJZKGQIXLEPORFTAVYM	AHPKJURXZVYMBSQTODINFGLE	ULORYISDTHGEKVFMJZBPXNQA	FBKGNIOLEJDTPRSVZUXQYAMH	YHIXAGFJVMDNRSLPOZBEUQTK	LPFZJMRDAETSYNHBVQGKOXUI	EPVJHIULYBGOANZFTXRQSMDK	AUTNLFJXHMDZYKSIEQGPVBOR	RMQIJDVGUYXETHSNOBALPFZK	RBVKYGJZEXMUQASNHPILDTFO	HFOPBXDRVSITEJNLAYKGZQUM	NBEHSXYMIKJGFAUZLOVQDPTR	0
main	15	18JG	2	0	L	0	8	Q	False	60	240.0	0	1	1	1	OTPGHQVXBDKIUYEMZNLRSJFA	IOTFUGPDQLYJEHNVRBMXKASZ	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	16	18JG	18	0	E	0	8	S	False	0	180.0	0	1	3	1	FNEHYJBZLUOIQGDRMTAXPSVK	RKVDJLNOBTAEZSPIHUXQMGYF	HNRALTFXDJGPQYZSMOEBVUKI	UMJQYGTVSEODFBRHKLZPXAIN	AZRNGTBEPYSKIFHXQMUJVLOD	KOUMGFNSAPJYZTREVXBLHDQI	SNQMDYOEKILTRHAJPZBUVXFG	KQZOPNIHLDUBSFAXMTRVJYGE	LAJBXGPDOIHKEMYQVSNUTZFR	IODMSGVTZAXKBRLYUJENHQFP	PDAFVTSLERNXUYQKHMBJZIGO	SYNVGAXZPMJUKBOQHFRTIDLE	VQMKNRBXIJDEZLSPGFAUTHYO	QURDKLEJTIXVOSPZYFAMHBNG	BUVHQMJFDANESIZGKYROTPLX	NZRLPOKSJGHXMIAUYQFBDVET	PKFNRQJLEVMGOABHYDXTZUIS	ZYOVNHIAGELUXRMPKTBSQFJD	0
main	17	18JG	18	0	S	0	7	B	False	60	240.0	0	1	4	4	RXQKVMJOPLHYUENGFDZABSIT	KPMHXIZQNFSEDJUOBTVALRYG	NKSMEOHLGDQVUZRYFIPABXJT	XPVEZOALNGTMUQSBFIKRHJYD	IQMALRDBJEPSTNXFGUOZHKYV	PXVGFLTMIROYJAUDNHEKBQSZ	NAPOTMJFVGHEZDUYXIQLBSKR	DMHRUPXNZSTBFAEJYVOGIQLK	YRZJTXFESAMNPOUQLVHIBGKD	NSBRIDMOQGKVXPYLJAZTUFHE	ALHIVMNJBUFEDRXTZOQYPGKS	GOMDJESAXULFKIZTQVPNYRHB	VYFSKATOZXEHMPUGDRBIQLJN	ZAPNGVERYBUKDOJMSILTFHXQ	OEJYSGRQIFVHPZLTNUMKAXBD	VJTFGESUQKOZAXMPLBDNIHRY	UZQJVELYMHAODSPIRFGXNTBK	QYKBNRHGPSEOIMLAVXJZUFTD	0
main	18	18JG	18	2	N	0	8	E	False	0	0.0	0	0	12	1	GMXJPNVDBTOEIYQSHFURAKZL	RFGBVQDYPEJITLOUNZHAMXSK	ZSLXAIVQBMGRPFTEJNYOUDHK	RPIMKQNEXAJUDHBOLYVSTGZF	SXFTEDJKVPBLZAIGHRQNMOUY	LFYQGMODPAXJKEINHSRVBZTU	ADUOKSGYFIBLQXRMNHPEJZVT	HSYRXKPETOBJZNDILVAMUGFQ	QXBTAUIRZKEHFJVGYMNDLOPS	RLJOAPBUMTDSXVEGZKYFHNIQ	XGZDNVASOLFJURTBQIKHYMEP	ZXPSRYAJBUNTHOMGKEVDILFQ	TFZGYOAHENUQLIMVKSXJPBDR	TSGUOXJKRMDLIYZQVPNAHEBF	SNXUZEVORTQLPAYMDHJGIBFK	LXRHQSGONBVDJFMKITZPEYAU	YADMOHIRPQKGLTJVBSXZFUNE	BQRLTYKNAJEUGMPDZVXSHFOI	0
main	19	18JG	18	1	X	0	7	V	False	0	210.0	0	1	9	1	KYIVHMQNPLZRFOGXAEUDSJTB	BOKFSUIZYXQMENVGPDRTHLAJ	SATMRZXUIBEFOPNYDVLJHGKQ	OMNZKUPRSQFDHIVXTBELYAJG	GFTIKOJZHUNXLBQVAYSDREPM	UIOKSZTHVBRXEQFPLGANYDJM	LFPNIQGMDSTEYHXVKBRUJZAO	ITKUANJLHOSEZYBDMPFRGXVQ	BQLSNGTKROIYJFXPEAHUMVZD	YJIGMOTVXLDKEHRUBFPQZANS	IQKYFZTOLJRPDAMVHXNSEBUG	MLSAGHNEVIDUTPRQOZXJFBKY	RUFSPEJXNQHBIVMOAYLDTKGZ	MKHJUIBALSFOQYEVDGXNZPRT	OYEDHZAXVITPUJLRKBSFQNMG	TRENQIMHLKJSXDFOGVYBZAUP	IQTBAYDSKHUFOLVRMXGZEJNP	SNGZVPDFURXMYILTEQHKAOBJ	0
main	20	18JG	6	1	X	0	7	O	False	0	30.0	0	0	0	1	AJZFTHKOXLVMPNEBDIQSRGUY	LHSETVQUNFAKMOPGXZJDBYRI	OVGUSPYZRIDEFNHQBAMLKXTJ	TJQXLRZHSDNIYBOAFGVEPUMK	HVKRNYQFGMDABOILTXSEUJPZ	FNZLIVGJHOSYUKPEMXADBRTQ	999	999	999	999	999	999	999	999	999	999	999	999	0
main	21	18JG	2	1	T	0	7	G	False	60	90.0	0	0	0	1	RZBVUJNGTDFMKPOYXHSQILEA	DHPAGLMEBUQVNXRZFIKTYJOS	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	22	18JG	2	1	K	0	7	Y	False	0	30.0	0	0	0	1	JLBQRETYKXUDAMONSPFVHIZG	APRYFLTGIEDHMQNXOZUJBVKS	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	23	18JG	18	1	X	0	9	S	False	120	150.0	0	0	8	1	OULSVTFIZEJQRNYBGMKXADPH	KAEULMRIQZYOJVXPFGDBNTHS	UMHEIVAPQZBFKYDOJNGTRXSL	PZYFKBEQUOSDLMXIJAHRVGNT	KGEMVBPSNXUJTYAHIOQRDLZF	XDQPAJYKBLGRNFIUSEHZVMTO	QJXVDPZEBYTAKMOISLNUFGRH	FARIZGVMJXUSYOENPBLQKTDH	JIAMBZPHRSXKGVDOQNUEFLYT	QTVEZRGANBXKHPFYDIMOSULJ	XHRIDNKSFGOZYABMUEVLPQJT	FTYOLUPNRBIVSDKAGXMEHZQJ	DUIRKXLJQTGHMSYOBVPNFZEA	DQFSBRNVUIKAOPTJYZELGMHX	UENIJXTGLAZFDOPYBMSRVQHK	MGERXLJSKTPUNAVBHYZQIOFD	KFSXGUNQAERYIHZBPMLTOVJD	RUOGAFEQBVLKITPZMNSDYJHX	0
main	24	18JG	2	2	O	0	7	J	False	120	300.0	0	1	1	5	TVOFSXYAHNLQEMPZBRGKJIUD	IRPDXYHJFSVBOTUGZLMENAQK	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	25	18JG	6	0	N	0	8	Z	False	60	240.0	0	1	4	8	KANSMQZOUDRBLEIXTJYVFGHP	XKVUADTSFIJBONHLQYRMZPEG	EKXUHRGMVOSIPFDYZJBANQLT	NXRJHIAKLPDTVOBMYZSGUQEF	FPVOQKBAZEDJYRTXNGISMLUH	EZUGVJBONKDSPFIQYMLHRAXT	999	999	999	999	999	999	999	999	999	999	999	999	0
main	26	18JG	6	0	T	0	7	E	False	60	240.0	0	1	4	2	HNEQOGBTPJDAKXMSFYRLVUIZ	IGFVDNSUPQXZLBJYHKTAOMRE	UFDTRLKQNMYXAHPZGEOSJIBV	XAUFOLTRSYZGNJEBVMDQIPKH	PAXKQGNELTHRVMOFDIZBUSJY	QVBFNOLREDHSJGUZPTMIAYKX	999	999	999	999	999	999	999	999	999	999	999	999	0
main	27	18JG	2	0	F	0	6	J	False	120	300.0	0	1	1	-3	UZFQJKPMLYSIXRDGHBANTVEO	TLZFXYJREVQINGODPMBAUSKH	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	28	18JG	18	0	D	0	9	H	False	0	0.0	0	0	0	2	YRZAUXJFTHPDVSLMQINGEKBO	SIROVZAXKTPJHQNDELMFGYBU	OVXRGHNUQAYIMJTKDSLPFZBE	JIDVOABYQMXNEPFZTUKGRSLH	DQGMVOKEJYXUBAPZNISTFLRH	ITFNAQLYBGZEUJODKMVRPXSH	PQAXNOLDEUSMHZBJGKRTFIYV	OZBNTQKAGHVSJEUIDMLPRYFX	QYREZINHOMABDUGLVSTXKPJF	HRQJPZFBLASKMXYOVEUDGTNI	BGIOMNXQZJYKELRSUVFTAPHD	SVIAMOPTQHDEBGLZNKUJXYRF	ONEDGHLYFMRPIQTVBSZUXKJA	EMHJDLQTRNOVUBZAKXGSYIPF	RDFHVMPXYGZNTLJQEIASUOBK	IBVJSMLXZEKOGTPNQHFDYRAU	RUGYPAENDZMQBIFSLJTXKHOV	SKLRUQHFVDPZJAONGYXIMBET	0
