experimentPhase	trialnum	subject	nStreams	ring	resp0	button0	cuePos0	answer0	correct0	pairAngle0	whichStreamCuedAngle0	whichRespCue0	whichInPair0	cuedStream0	responsePosRelative0	streamLtrSequence0	streamLtrSequence1	streamLtrSequence2	streamLtrSequence3	streamLtrSequence4	streamLtrSequence5	streamLtrSequence6	streamLtrSequence7	streamLtrSequence8	streamLtrSequence9	streamLtrSequence10	streamLtrSequence11	streamLtrSequence12	streamLtrSequence13	streamLtrSequence14	streamLtrSequence15	streamLtrSequence16	streamLtrSequence17	timingBlips
main	0	18RN	2	0	H	0	8	S	False	120	120.0	0	0	0	-5	JVGHLQEISARNZUDYFTKPBOXM	TYPKEZMSLFVBUNHOXAGQDJRI	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	1	18RN	6	2	M	0	7	K	False	60	240.0	0	1	4	4	GQYZVHMNJDOIRPXTEKASLUFB	KIJBNLDHGVZSPXYMEQFTRAUO	UQJEFVTYKZXDRBAMGNLPOIHS	RDILVKFENJAPUQYXHTZGMBOS	JPUNOILKDGAMXTSQRVYFZHBE	JLHIYDXOQBSPERGVNAUKMFZT	999	999	999	999	999	999	999	999	999	999	999	999	0
main	2	18RN	18	1	K	0	9	Q	False	60	90.0	0	0	7	7	PAXKILBENGVQRJTHFYZSOUDM	RFPXHSYDKGNQLUJZMEAVTIOB	KHOPQRZUDXFJGALESTMBNVIY	ALJSZVGBEKQIHYPNRMOUDXFT	HNVOBUIZSJTMRYQFAXDKLPGE	GFDNRUOQVBXZSTLYHJMKPIEA	VJNSUBOZQHGKTALIFXERPYDM	MOPSTNLGXQHJFZUYKDAVERBI	HLXGODVPRMQTIYFSUKEAJBZN	ZTQAYRJHUMNGEDIVXOBSLFPK	GKOMFYNUQZLBAIHXTDRVJESP	NUGLXMRPSDVIZYQBTJHKFOEA	MGSDYVAIPZFJEHXTBRNQUKLO	IBVZJMDUANHOESFPGLYQXKTR	ABVZUHPNSDQGKTJEYXIMORLF	KGSXBAOZVQYHPNDTRLIMUFJE	PSMTUKZEXFQBODYIANLRVHGJ	PAGULQMNXETODKFZHJRBYSIV	0
main	3	18RN	2	1	F	0	8	E	False	60	90.0	0	0	0	8	VTGAUOJKEHBDZSXYFLMNQRPI	HZVKRJMSOEBQDNTIYLXAUGFP	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	4	18RN	18	1	H	0	9	D	False	120	330.0	0	1	11	2	KZIDRBJPFMUVXLEHTGAONYSQ	FXGJSBYDEITVUHMRQKLZAOPN	OZLBNMRVXPQHTDASGJFEIKUY	TYMRZAUVNLPGXSDKIBFJQHEO	ZKVJRTOIYMFULEXQHASPBDGN	DMVPNZKXQOGBITRFYSEUHJAL	OIHSQFZBLUDGTAYPKMRXJVEN	RGZYXMJNIDPQLOFAUHTBSKEV	YUIPGHBFVKOSTQMDXAJRZNEL	EXUSIOYKGMZQABNRTFPJHLVD	NBHGMLJKEQRSAYVUPZIDOFTX	JSIQEOZBRDNHUFGMYLAVXKTP	SLRZEXINUFDJTGHPYAQOMBKV	BGAQJTXPKUDZEYLRNIHSMFOV	LMIAXUQKNGJPHZVDFBORYEST	AVYPBEGXSJLKTIHUFMNDRZQO	ZFLSUDQTOAGBXYNKRHVEMPIJ	AHTNBZSKERXGQJUMIFVPODYL	0
main	5	18RN	18	2	E	0	9	P	False	60	240.0	0	1	16	2	DGPBXSYEQRKJALTMZUVFOHIN	XHBRSGJYTEZIQVAULPMOFKDN	KZPYQAXRTNBMJELFVDUGOSIH	PXERJDBNUVGKZQIYLSATHMOF	XFRSKYDJQPBGZHLOTUNMVAIE	ZPOTVYUDXGFQEJHRASKLBIMN	QHAMTKJBEXYLNURVGPIZDSFO	QMNLAJRIXZFTBVSOYGDEHKUP	ZGVXOTMEJDRPAKUQBLNYHISF	FKSDJIMGAEXRBOHLVPYNZTQU	THLPOQBIEZKMUGJXDRNSAVFY	UJKIVAZDLMYNHPXGSBQFEROT	HJKVXIPDYTANFLQZBGOESMUR	BMOTNZFESRDJLHAIPKXVQUGY	XELFNVAJUZMGYDTHQBKRIPSO	ABXRPNQJVFOKLZHDTUYGEMIS	UQGMRJTKXPLEZDIBNHAVFYOS	HZYTGIRKUVESAPQFOLNXJBDM	0
main	6	18RN	6	2	B	0	10	Y	False	0	0.0	0	0	0	-10	BQHLIGPVRSYUEAJOZNDFXKMT	NZSTMDQREGPAYKJUBVLFIXOH	PKAFUDLZVTGXOYMIRHJNEQBS	KPBFZIRLGVSHJDTAOYQMXENU	AUTQIBGMPLZHDRNSVXOKFEYJ	QZYVMIGATXRHDPOSUJKFELNB	999	999	999	999	999	999	999	999	999	999	999	999	0
main	7	18RN	18	0	L	0	6	I	False	0	0.0	0	0	0	1	JNQHTKILPOXAEVRMYZDSBGUF	XRQNFEGHJDUMKZAYTLPBVOSI	SRGXTJUHBELMQPKIAOFYDNVZ	EMDXJIYATHUPQZKSBGNFROVL	TZRXMFDQJUPBASIGYNVKEOHL	OHMNIGURZDKLPFJVQSBYXATE	FXZTKYQIVBAEDOGRHPJUNLMS	YDIBNEHLZRKMPGTXOJFQVUAS	QHYNDZEVFRMKOXPJGUSLBATI	VGYPNAFZXDTIQHLOEKUMRBSJ	BOPNFVGLUAEYITZJMDQRKSHX	DUJFGXKEHIRLMVQSYAZOPTNB	LAGKZBDMOTEJIPYQSFVHNRUX	UMFZPHDGVSEQNJAKBIXYTOLR	AURLQBDXHPTMVISGKYJENFOZ	OSZAXTEFIMRDPJKQLBNHGVYU	AOQLYJDBSTPEGKRIXZHMUNFV	JARQIDTZXLBMHKSPFOVENYGU	0
main	8	18RN	18	0	N	0	9	Z	False	60	240.0	0	1	4	2	VQYDIRUNSEPTAKHFXLZJOBGM	ETZMLYROAIBGXKDHQJSNFVPU	FTMUGSQHABPOIDNLKZYRXJEV	OIBNPZMGTHRVJQSUDFKEXYAL	PTSBOIVHFZUNYGKADMQLXERJ	SAQBIVHUGZOENTRPDMXJLKFY	ADFXVHZIOPQTULRYGSNJMBKE	VMKTBRXDGPHNLUOJYAQZFISE	KPSGBQLRNZEMUOJFVDHYTXIA	LSDXOPAHQIMVBTZGYEJNKUFR	ZINHEOXLUTPMFAYVBSJKGRQD	VGXJRIPUENYFZKLHADQMBTOS	TUVDLOZQJHFAXMRIGBPNSYEK	RHUQZIGSXBOVFTKNYDEPALJM	VAMLYXIZQOPGEJUFNHDRKTSB	ERAGQBUDPNKVFZTMYIXOLSHJ	NFQZSXTHKBLORVUEIPYGAJMD	KSYONHFLZQVGRMTJAEPIXBUD	0
main	9	18RN	18	2	M	0	10	J	False	0	0.0	0	0	12	2	HIRUSDQOABZVTMFJGNLEKXYP	FKRUGVQLDAOEMZHYTIBNJXPS	QRJPXSGUTVLHYDFIAMBEKOZN	SBMGDXEUQAHVKIZLTFOJPNRY	MVQKZYDFGHJAUXSBRPOLITNE	ADZQIHGNPBORMXLTUFSKJYVE	NZQFSYTMOEJKIGXDRUBVALPH	GDQUBXZRFSTVNKLJIPMYAHOE	UPVSGONBTKZJIYDHEAMXFLQR	JRFYKNXSZUTPABEVMHOQLIDG	QUAYHTRZEOBDKMLPNSVJIXFG	XGLRFPZNIKSBQDOYEAVTHUJM	IGYODLHAENJRMSFZPBTKXUVQ	DKHMNFQVBXUPGLOZATERISJY	BNSPRJAIXMYEKUVDTGOLHQFZ	XBYJTODMEHUKVANZGQFLSPRI	FKANHZXEJGLQSTRVYUPDOIMB	AFLPUMHYODRNVQBGESJXITZK	0
main	10	18RN	6	0	V	0	7	J	False	120	300.0	0	1	5	1	ZQFDNTEXVOMHGKLPAIYSRBUJ	PVDJEGYSROXBQLFNIUHZTAMK	ZPTYQBHUFSXGJIEADNVLKRMO	AYDOUEQTZHSVXILJNBFGMRPK	ZHXYOQEABLDUTNRGIVMPSFKJ	TLHBASDJVRFXGEMYKPNUOIZQ	999	999	999	999	999	999	999	999	999	999	999	999	0
main	11	18RN	18	2	E	0	7	N	False	60	60.0	0	0	13	14	LOYADBPHGIZNKEUMSRXQJFTV	UBGKZMTHFLIANDJEPORXSYVQ	DPXBMIKHOGURALSZYFEVNQTJ	PHISXKZGODQYLURMVTJFEABN	EDUMFGRPOXJKYQVBNSIAZLHT	XGVUBAPYNRSJMTQIZODKHELF	XGEUHTLOBFPNAIKQMVRSDZYJ	KGVFOAEYHPTNSQZJBDRXIUML	UIORPFDXNZAKQMGSTYVLHEJB	OJSHQLXBNMKEAYFDTGPURZIV	XYAHFVBJTDRKEZMUQSLNIOGP	VSKIGNTMUZQFLXDEHRABYPOJ	DZAGSLKHPJTIYVOFUQBXNMER	JLIQVGRNXFSBYTAKZPHOUEMD	NXUIVLBDQOZTGHFERAYJKMPS	RNPTBDGQKASHFLZXVUEIYMJO	DGZIRLJYBFPTQHMKONVEUASX	RXNPLTHZSIVDEKFQGJOBAMUY	0
main	12	18RN	6	1	X	0	7	V	False	120	150.0	0	0	2	9	ZOPAHNTRBUMILXVEYSKQJGDF	UQKBHPVJXIMYASGZTRELOFDN	KLBQUNSVMFEYJHAPXGIRDOZT	DRXJGHTQOAYMUNKSLZPVFEIB	DEITUGQAZXSYPHFJROKMLBVN	NVPDSRUTFJALMOEIQHKBXGYZ	999	999	999	999	999	999	999	999	999	999	999	999	0
main	13	18RN	2	2	Y	0	9	A	False	60	60.0	0	0	0	-1	HEFSNZLRYAXUVGBIQKJMTODP	XZMLNDJOAQRGUPYIVKTBHESF	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	14	18RN	2	1	E	0	8	L	False	120	330.0	0	1	1	-2	AKREJVMUTZSHLNDXFPBYOQGI	QOFGMVEYLBDJZIHRPTAUKSXN	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	15	18RN	6	2	E	0	8	O	False	60	240.0	0	1	4	-1	XKINFPMOUTEBQRGVYHLZAJDS	GJXHABYKOLTPFINRVEMSDZUQ	XSIRZOTPUKVMDHNALBGEQYFJ	KFRNPBZEVQAXOMITHJGUDYSL	ZIBJYVUEOTAMXGFQRHSDKNPL	PFLORETMSNQHZDVGUYKBXAJI	999	999	999	999	999	999	999	999	999	999	999	999	0
main	16	18RN	2	0	P	0	6	I	False	0	0.0	0	0	0	-1	DUTQKPIFARBZJYGEOXHNMVLS	XTPJUGKYZVRQOHLIAEDBSMNF	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	17	18RN	18	2	I	0	8	U	False	120	300.0	0	1	17	3	KYFHPLDEGXSTQVZOMJIBAURN	UINVYATGXKFLDREZHPQJOMBS	VNKHSYBXPLIODRFTAQGUEJZM	MFKBOQVZYNDSXJTAGPILRHUE	ZLXBQEUMKJAGYVNPHSTDRIFO	PYDRQBKVNESUFJAOGILMXHZT	OVPZXIFRGQUTSNBLYEADJMHK	UEVLTQGZDRYANOBSIJKXPFMH	PNLXKHOJAMVZSIFUTREDGQBY	NKLYJQZAMODEBRTSPFIVUHXG	VYOQZAHRIBPTMSEUGFDLNKXJ	JIEKZXAHNSPQLUVMBRGYTFOD	GYMHBXETNZRSVULJIOQFKPDA	XYSTFNBDHOGQJVKRIPLAZMUE	LPSYDEVNAXMFZQRJUGBTHOKI	ZGNOYJALPRMTXFISEHUVKQDB	FJIGORYEQXBLMZDSVAPUKHNT	LFOSVNDAUQMIJPBTYRHKEGXZ	0
main	18	18RN	6	2	T	0	7	G	False	0	180.0	0	1	3	1	DKZJHPAOUYRFSTGBEIQMXLVN	GFOARJILPSUYBDKTHMVZQNEX	QZFAIOPHVEJGYUDKMRNBTLSX	EXUQYLZGTFBSIMHVRANOJKPD	HEOGQLMFKUBVDJYXIPNSRZTA	VMDEUXTZBRQHLGIAKNYSPOJF	999	999	999	999	999	999	999	999	999	999	999	999	0
