experimentPhase	trialnum	subject	nStreams	ring	resp0	button0	cuePos0	answer0	correct0	pairAngle0	whichStreamCuedAngle0	whichRespCue0	whichInPair0	cuedStream0	responsePosRelative0	streamLtrSequence0	streamLtrSequence1	streamLtrSequence2	streamLtrSequence3	streamLtrSequence4	streamLtrSequence5	streamLtrSequence6	streamLtrSequence7	streamLtrSequence8	streamLtrSequence9	streamLtrSequence10	streamLtrSequence11	streamLtrSequence12	streamLtrSequence13	streamLtrSequence14	streamLtrSequence15	streamLtrSequence16	streamLtrSequence17	timingBlips
main	0	18CH5	18	2	P	0	6	G	False	60	60.0	0	0	13	2	FZPQOGDBXKJTSRNHUEVLAMYI	EHNPGMRTFLQOIBDVXAYKJSZU	NGXKAVBUTFHOQDESPMRJYILZ	VQDXLNARYKMOHPTBIFZESGJU	IAXQKGRUEPDZBJVFHNYSLTOM	JLYOTNGKVRBMPSAQXHZIFEUD	SNGVKQDFLHUAJIYOTERZPXMB	ZVYHMBTXRFELQJGAUSPOKIDN	FNALSTOPQURKYHXIZEDVBMGJ	XEVSYNGQKFBAPOZMJTULIHDR	DEVIXMQOPBRJKGATYFSLHZNU	ENTUFBMJZKQSDLVGOHYAIXRP	REMZIGVSAJFHYPUNXKBDTLOQ	TIKDHJGRPMONVLBEZFQSYXUA	PLMTNBYHKDIEJZFOUASXGRVQ	OFIKMYDEBAJXQLPHZRGTVNUS	ILZPAQDVXTOKMEGHNRJYBFSU	TNDGRISFJXHVBOUMLYZAKEPQ	0
main	1	18CH5	18	0	X	0	6	V	False	60	60.0	0	0	1	17	HMBKNZLFAUSXIRTVJDOYPQEG	BMDYHSVLTQPOZGRJKAENIUFX	UKRVTANIYXJBQOSLMPEHZDGF	PDEIVLKQJRSBUOGYMXHNZAFT	ISLFDRKOUYXZGNQVPTEMJBAH	PUFMYXJZSEDOBNVLAKHTQIGR	TMHUSIEYPDBNFGLQJKAZXORV	ODYJRPSTVAEUXMQFGBINHKZL	NYSOGHEQPJAXTBKMUDIFVZLR	BKALDGQPTMZSNHORFUEYXIJV	ZIHYGDSVNELMXPFQRAOKJBUT	PXYRGSAZMJNVKLOQTFUHEIDB	TYNUVOKHAJQXMLZDSIBPGREF	ZBXHVETGYLMOSFURDPJQKINA	TJYAPXEDLOMVSRBFUHGQZNKI	QBGPEKRVDFIZJLONSYHTUAMX	UEVOGHIYBNARDXZPLTKSFMQJ	QAHBMFSZYTRUOIGJXVLKDPNE	1
main	2	18CH5	18	2	X	0	9	L	False	120	300.0	0	1	17	-2	EVMTOYAJFKPGBUXRQZHNDLSI	FYBAIQZVPSUTNEMJRDOHXLKG	GNLFBZPXRAVUSITYKQEOMJHD	YVGPMQBKETFRNOXDZJSLUIAH	HETIJVXSUGAQZDKLYBPMRNOF	KREVGBYUSFAPJQLZHODXMITN	NRHTMOKUQGYXPIVZEJSDFBLA	AXHRVMKBISYJLQOFPNUZETGD	TPLXVMEYJKSHANBGFOIRZQUD	JYTQBXAOMFHUZESDKGINVLPR	YVENIHSGPARMDXLTZUBQFJKO	TZJKBPNMRHQDAUEFLGSOVXYI	DBNIGEZAUFSLXTYKJRQOMVPH	LOIVBQDFKXGEJAUYZRSPTHMN	MPSBGZEVYXTFJNQAIULKOHDR	ARGMQJIXLNSKDFOBPEUHTZYV	EHJMDSPVZILRNAYBQOXKTFGU	ASRGBOEXILJKMTHPVYDZQUNF	0
main	3	18CH5	2	1	D	0	8	B	False	60	90.0	0	0	0	5	FGOSXZMRBILQYDETVUNHJAKP	XYPKTSFODIAHRELJQUMZVNGB	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	4	18CH5	2	1	B	0	7	F	False	0	30.0	0	0	0	-7	BAPNJLUFGEDKZXIMRSTHQYVO	FZKETAGLDNPQMSIJYHXVORBU	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	5	18CH5	18	1	B	0	10	Q	False	0	210.0	0	1	9	5	UPOSVNGHXAMDFIEKBZJYQLTR	RHOTPXEFULSBYKJIQVMGANZD	NTQOBHEULYAKJMPSFGXRIVZD	MIBKFRVJZEGOYPQHDSNLAXUT	GENSOUPMVZIXLDTFKQRJHABY	OXTEYFMVLSURPHNJDAIZQGKB	QFOGJNVEPSRMAXTBUYLIDKHZ	OBRNLFMUJZVITPAXKSHEGDQY	EIFODUHSKBMZXGAQYLPRTNJV	NZKFAOGUEHQPLDRBYVIJMTSX	KSDNMIZGFYVHXEQRALJBOPUT	YPVUJMLATBOZRHDSNKEFIGQX	VQHLSTKXOZDRMUPYJNFIBEGA	DTXOVBNZEJSHRIAPKGMULYFQ	JMYBEGZFXPRISKLOVAHUNQDT	NJIEYSTRVZOHQPLUAXDMFKGB	FVHULSYKJAMOQEGXNIRPTDZB	TMNPESIDBAKZHUJFXRVYLQGO	1
main	6	18CH5	18	0	M	0	10	B	False	120	120.0	0	0	2	-7	RUNTSEPOLAFGVIZXYHJBMQKD	VFGLKIJNYXQPOSDMERUTAZBH	KLDMXVAOUEBJTQRGHYNPSFIZ	EPUKSNOVJLADFMQXIZYHTBRG	APNKVRZUMLDITQFXYJEBOHGS	GSJZPUYBDQVTEMOLHAFIXNKR	BDAGESIVTYXKRQMFPNJHZLUO	TQHZUXMOSPBAKNEFYVRJILDG	TZXMABULIKEPVSDNJYQFRGHO	LTBUNHXQVKDOZYFGRPSAEMIJ	MKSOPREFDYAHILNBQTVZJXGU	KUHYZLTXNOFPMJVSIAEGBDQR	BHAULRSDYPTFOQEVIGMJXZNK	NIEBKXZOSPLFGQYUAJRMHTVD	MZGRLKQYIDOBPUHJATNXSEVF	KIJOSQMPGDYHTBZRUAXFVELN	TEJLDHIMBFZRUPYKOGQXANVS	DNORAITMBEQXSJYFPULKZVGH	1
main	7	18CH5	2	1	M	0	9	S	False	120	150.0	0	0	0	6	IZGFENOPKSHYRJAMUDTBQLVX	PTBKLFZDRXQNMUYOVSJIGEHA	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	8	18CH5	2	0	R	0	9	I	False	0	0.0	0	0	0	2	JYLXVUKTMINRGZHFOABPEDQS	PTHMVBDZRXFULJOKNSYEQGAI	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	9	18CH5	2	0	U	0	7	N	False	120	120.0	0	0	0	5	PEZYXKDNFTAJULSQVHRBOIMG	HQDTJAMLXZVREIUFYBPGKONS	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	10	18CH5	2	1	E	0	8	N	False	120	330.0	0	1	1	-4	ADUSLKFRGTZMOHEYNXQIVBJP	QSPOEAVRNTHDBFLMKZJYXIUG	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	11	18CH5	2	2	K	0	6	Z	False	60	60.0	0	0	0	2	GTNVJDZUKYXLSOEMIPHBRFAQ	GFZYREIDXNJHSBOAKQPMVLTU	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	12	18CH5	2	2	U	0	8	O	False	120	120.0	0	0	0	3	IXTASHREOZPUVNGLQKBJDMFY	BXYESHTDPKJAZMRNLOFGQUIV	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	13	18CH5	18	2	S	0	8	I	False	60	240.0	0	1	16	2	RNKTAHQBDFVIOXGMSLPUJEZY	IVKDRMSZGPQHFONBXUJEYALT	DNQGIUOLJAESZKYBVXMRHTFP	SBHPGXMDEZYQFOVNARLIJTKU	SVPLIQKABMRYDUXHONFETGZJ	AQRJBKSXLZDMIFEOYPTUNHGV	XBUMRGHKINVSLTYPZEDAOJFQ	HSOTRBKLJEXDVINQAUFPGYZM	APFGSUJQOIYRTLZMNHKEVXDB	SKPNAGZLFEOTXBIDRYHMUQJV	ELDXYBJSRMAIGHQPTVZFNUOK	XIGSPEJODZLVHUQNBAKMFYTR	ULFZIKTMAENGVYOSPRXQHBJD	IEUBTRLKDYVOPQXFHZASGMNJ	EYIDROKSVXBNPAULJTMHZQFG	TZRHKLIAVGJBUDNPFYMEQOXS	YKBXJGMRIZSLNVPEUDQHTOAF	JLTGBPXDZHRKINOSYMAUVEFQ	0
main	14	18CH5	18	0	I	0	7	K	False	120	120.0	0	0	2	-7	GJOEMIYTBAVDFNPZHSRQXLUK	GDMUTXNVRFYKZLABHOESIPQJ	INORAXTKLVMJBUQGZHEPFSDY	MVKDLJQPAYFTHIXOZSGNEBRU	FSEPRTIVXMJNABHLDYKGQOUZ	JDONXGMTFPYVZBQAEUSHLIRK	DRZJUXFTIGQEYANSBKLPHMOV	MBSHIXNFDTZLYQPEOUJKVARG	HXNTZJODIUSVPFKBAREQYMLG	YGJZUPRNQMIBAEDSHTVKXOLF	DALRJKHTMBSXQOIYNVZEGUFP	FEQZVKUTNJDXOARPHIBMYGLS	SPMZQNOXFLHVURAEDIBTKYGJ	RQEZTVLIXGFYUPBOSKMAJDNH	NAHOFRBEJZIYUVXMDSTPLKQG	EPKQDORNSVTIZUYAXBMGLHJF	MUPDTSAHROVEGNLBJFYKIZXQ	QPGFUAXBMOZJKDYVRHNLIEST	0
main	15	18CH5	2	1	V	0	6	P	False	120	330.0	0	1	1	3	UTBFPQEOARJYHIKDVLMXSZNG	HDFROXPUEVNMIZSYJGKTLABQ	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	16	18CH5	18	0	N	0	9	S	False	120	300.0	0	1	5	3	LNUOFGIADJQSXVZTKYMERPBH	HUTLNVJBZQPXOIMFRKEYADGS	QMXVLYADIKNUHZPGSBJEFRTO	RQGKJTHNIDOBXZFYMAEVPUSL	AXNGVTHJDBLZKQFOYIPMESRU	KDXEGLOFTSHJNRBUAQIZMPYV	HYKSTDUMGFALIEJRXOZNBPQV	ARXGLUVOIKEDNHZYFQPTMSJB	AMUDYSTLIGVPOEQHFBNKJXZR	HJXSFNEVYRZMGOTDQAUIKBLP	LYISMBJZNKXQVUTDFHGPEAOR	ZMAHKFDLGIRXNPSTOYEVJQBU	VNBGPUXLSDRYQTOZMJHFIKAE	NLUREMSQOYAXVPFJIDZBHTKG	DTOXERKNAYPQJZGSUVBFLMIH	RXZQTPUVBKELSOAIJFYGDNHM	VLDXJNUERSQTYIZFMHKAOBPG	MPIUVZLSENDXFQAGTYJKORBH	1
main	17	18CH5	18	0	F	0	8	N	False	60	60.0	0	0	1	2	VMSNYEOBFJAGUPZTXLQKIHDR	OHLRYSJMNGFTPIZVABEUXQDK	EZUVLROXNDGHITFPKJMSABYQ	FBGNREKAUJIQXDMVSYTHZOPL	ZSPHUYJTVXBAQREODMGLNKIF	HOVPEIQAYFZXLSDNJMRBTUGK	OPGBQAZIXJNHYKERSDUFVMTL	NDQPMSGAFORILZVJHKTYXBUE	ZJIEDLUNRMPGFAKOTVXHYSQB	QGMTHFAESYJXNRPBVULDOIKZ	VIAEDZSJHLRFBQUYOGKNTMPX	PMSVBTYKJZHGUFNAIXOQLRDE	SDTVHMJGNKPXQROBFALZYIEU	GIMNFHRALQJOYXPBZTUDESVK	AGDKMBYUFLEQHXJROTSINZPV	VZHSYOBGQAKXUIEDNPTLJRMF	TQLMSKVYOEPRZNJBFGUAIXHD	KIHTODNSAQVBLZEFGJXYMRPU	1
main	18	18CH5	18	0	E	0	10	E	True	0	0.0	0	0	0	0	LHKUXNVFITEZRDMBGSJYQOPA	XPUZGJYLRFBOVKHATQMEDNSI	EAINKUJPSGHFLDZTXOYQRVMB	NOQRPKXTJSHBYAVDFZIMULGE	SNTZAYXBMHVUFIJQORDLGPKE	JMKSRHBZNTLPEVGFOQUIAYDX	SUAMOTKXNEDZFYJPLBHVGIRQ	YMHXVQDLNEAZOJRTUIKPBFSG	MHETRFSJIONVYPLZKDBXUAGQ	NKZPFOTMYVDELXJQUSGAIRHB	EMVQXPYDZAUORTIJNLKHFBGS	BJZOLGTKVQASDRMUNHXPFYEI	NESYVGJLMZAPFUIKOQXRHDTB	LHRBKTZYIOFEAXVMJDQGSNUP	LXNRGBOUZHFPEKSQJMITAVYD	RPLFGDVBAYZSXUEOQTNIKMJH	VRJMILAOPQXYUNEKGDFHZSTB	SMGYAXNROFZDHVPJQIBLKUTE	0
main	19	18CH5	2	0	X	0	7	I	False	120	300.0	0	1	1	13	GRNBMJQKPIFAYLESXDHZUVOT	AVPBYDHIMLRKTEGUFNJSXQZO	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	20	18CH5	18	2	K	0	10	B	False	60	60.0	0	0	13	9	NPLXSMAOHYGRTKIFZDEJQBUV	RIJYBHKTQGDOLZNSAMXEUPVF	GBTKUHESZIJNQVAXOPLDRMYF	ULEHYAMRSOQVPKZJDIGNTXFB	AGUFYDBMQKESONVIPTZXHJRL	OPLUXFZKHBASGDQVITJYERMN	RTGAQFSYDEKUOHJVLPIBMNXZ	FLZOUPBAKGMYIDNQXVEHSTJR	PZEAJGBQDYRMVNLHUOFTXKIS	GRHAFTLXQVBZUJMYDISEPKNO	TOBZISLYAXKVRPEQUNDJHFMG	OIXJTMNFZEKVGHAPLDUSBYQR	RSZYJKBFUGOAVDPMQILTEHNX	TGHUZSPVXLBYINJOADMKFQER	EQJUHIXKVABRSOGNZYTFMLPD	ZUQXSORBDJNEYTMHFLKAVGIP	LGDUOXIENRFJBPMHVAQTZKSY	ELKAMVSJFYUHOTGXZDRBINQP	0
main	21	18CH5	2	0	R	0	9	D	False	120	300.0	0	1	1	3	SVPKNROAIXFMUBZHGTLDYEJQ	XOETMBSULDAPRNYQGVJIFKZH	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	22	18CH5	18	2	G	0	6	L	False	0	0.0	0	0	12	2	YFRZGJPIKEXMBHAOVTULQDNS	UODMLZQKAEFGRPBXVHJTSYIN	GQOIDPUKRBHXSTYEAZFNMJLV	KSHIBFLOXQUZEJRYAGMPDTNV	DQVPUZGMTKOJANBSRXHLEFYI	DQGBVOMAJYPKTFSIULNRXEZH	MHDSARUQTKFPYNOJGLVIBZEX	TVIDBGLFUZNJEHXPAKSOMYQR	XKGTSNMBJFOUYEPDVHRAIZQL	VNRDLTFHASQOZIMJPBXUYKGE	RTAKBIXVJNQDPMLFUGYEHZSO	FEBZHIKUQAXLNPYSVOTJDRGM	VJXMTRLHGQNDEBZSOFAKYUIP	STMOJNHVZBYXQKUIDFAPGRLE	UIOHVFNAZQLYTPXSJEKBGRDM	SGOJYQNKXVLEDBTZUPMAHFIR	GTLFPJZSOHEXIQKVYUMBARND	GQOTSFXEVHNKRAMIUBZLYPDJ	0
main	23	18CH5	18	0	G	0	9	S	False	0	180.0	0	1	3	1	RYIPOVZXTMUJDLANFSEGHKQB	OAFHEQYBMIZXVNRTGJUPKLSD	KVDAGRBQIFMLYPUZHSJTXENO	VTHZYRBLMSGNPUKDQJOIEXFA	XSJRPKNEITDAGOQMFLYZHUVB	YRISTXDJBOPAKHELQMVNFUGZ	DFHBSLJTVIKRNOGEAYQPUZMX	PRVLEOTXKGNZMYQAJDIFBUHS	ZQSDIUFANOYGBRVMEXJPHKLT	UONTZIMBSDVQFPJYXAHLKRGE	AIJLTOYUFBSZKXDQEPVHGMRN	HVYIJSAMXFQNEBODGZKLTRPU	EPZMYOBAKIGNJDHLFQURVXST	SZYQIRKGAFUEXTMBHLNVOPDJ	SOQAZVMJLFKDIYXUHNGRPTBE	JQDKXBGHNVFMUIEAZOPRLSYT	JEFOBGLYIVXNRTQSHDUAKMPZ	MDSQYHPFTRJLZIUNXOABGKVE	0
