experimentPhase	trialnum	subject	nStreams	ring	resp0	button0	cuePos0	answer0	correct0	pairAngle0	whichStreamCuedAngle0	whichRespCue0	whichInPair0	cuedStream0	responsePosRelative0	streamLtrSequence0	streamLtrSequence1	streamLtrSequence2	streamLtrSequence3	streamLtrSequence4	streamLtrSequence5	streamLtrSequence6	streamLtrSequence7	streamLtrSequence8	streamLtrSequence9	streamLtrSequence10	streamLtrSequence11	streamLtrSequence12	streamLtrSequence13	streamLtrSequence14	streamLtrSequence15	streamLtrSequence16	streamLtrSequence17	timingBlips
main	0	18AH2	2	1	N	0	10	B	False	0	210.0	0	1	1	2	YEKBTOVDJINGRQXFSPHUAZLM	AZPRULXJFEBHNIOGDSKYMVQT	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	1	18AH2	2	1	E	0	8	L	False	120	330.0	0	1	1	-7	HUQPBSKDLNEYZRVOGXIFJAMT	ZESYUKOFLIATJMNRDQGBXPVH	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	2	18AH2	18	2	S	0	9	K	False	120	120.0	0	0	14	1	SKUQMDPFXREHOVNBTAJYGILZ	MLDVJSQBIEOHNRKGATZUFYXP	GPXFEVNKOTZSQIYBHULADJMR	XSMZIYJUAFBOQHRNETKGVDPL	MBVQPORZJLUEGNAYKTDXIHSF	ZQLOKEPTNYISFHVMJRGUXBAD	MHBFTRYEQLXAVOJPIZSNUDGK	FEGLQZIBJAYKHPMDUSNRXTOV	RAUGJHQDLNXBEKOSTFPMZYIV	NIGMXFAEHUKVBDZLPRSJQTYO	BHDZRMTLNKSGFYUAQPIEJOVX	RPBAJSHUQXNTEOKGFLYDZIVM	FXLDKOPGNQEVMRHUYATZBJIS	MHXEDFOVSIQBRLYNJUTPGKAZ	ZJPAOBUQMKSRHEYIXTDFGLNV	VNHLPSYBMFQUEDKZXOGAJITR	MUYQZLDNJABGVPKEFRXHIOST	JFILPUGSHNTAQYZODKRXMBEV	0
main	3	18AH2	6	1	Z	0	9	Z	True	0	30.0	0	0	0	0	JVQTKNPIYZDBLXHROAFUESMG	QBOAJGKDSHLMZXRPVNEUFTYI	XDEQZRINPKGBFAUJLHOTVMSY	JELPBAQDSGNOYKFRZUIVXMTH	EARXIUTOHVMGLZJNYQBDKSFP	KQESOJGZLNHFVMRPIUBTAYXD	999	999	999	999	999	999	999	999	999	999	999	999	0
main	4	18AH2	18	1	S	0	8	P	False	0	210.0	0	1	9	2	IMLDATQXPZFNOUKSJRBVHEGY	ELUHZBFYSJGPTDARINXMQOVK	ZJHVMYANPQUSBOLDFETKXGIR	ZHDOKABJQPMSXYULEINTRGFV	HPMNJGQZVSLODKFTBYEARUIX	LFEKPNTIUXQBODYHMJAZGRSV	LEHXRUMZIJSPVAKNBYQGOFDT	TMBKRNUIHQADOSEGVZJPYLXF	ATDURMEXLOPNQVKHSFBZGYJI	NEFHOMTXPISAGKUVZDJBQRLY	BYAVTJRIKNEPZMUXFGOLHDSQ	EMRNZYVBGULPTAJFODHKXQIS	POURNADEZBQTLJIHYXVFGMKS	SRDVIYHJNUKZXLGFEQTPBMAO	TPZDBUGRLIJKXSMYNOEFAVQH	OVKBJTULMQIRXAGPFHYNZSED	QZYMDFANVGJXHUOLBTESKIRP	JYIOKTSFQMAXULDZVBHERGPN	0
main	5	18AH2	18	0	K	0	6	F	False	120	120.0	0	0	2	9	HJXMQTDKSRAFLNVIBGZEPYOU	VTFGKNMUBEQSALZHJIYPODXR	GJMAQUFLINVBODEKYSTZPXRH	ADIVMRFNZJUGHPBETSOQLKYX	LQEKIGTVBZMUNOJFAHPDRSXY	YANZXSEIFPBGRKMJTLQDHOVU	BAHDTMOSRZXGQYKVINFEPLJU	LVQYMRFZEPJAUDTBNGXOIKHS	YQZUARHPSJIMDGKXBEOFTLVN	ATNORFBJZEQUMGLSKPHYVXID	IZDRPJYGASQBKXEFOHTMNVLU	QAEXBFKPZVLMUHRTDIGNOYSJ	NAQIXDSJEKMLOVHBZYTRFPGU	XROZGKHUIVQMTYNDLBASJPFE	ONMITRVGHUBESPXLDAZJQFKY	HRMFVBTIXEPYDNSAUQLOZGKJ	IMDSHNLUAQETROZVPYKFBJXG	OJNVBFPZGRMXILEAUDQKHYTS	0
main	6	18AH2	6	2	B	0	6	J	False	0	180.0	0	1	3	1	XDQJKOVZRMANSYGETBLHPFIU	PZFIXERSKLJYBOUMADTHVQGN	URYKLEVPMJINFTZAHDXBOQSG	DOARPXJBMEFTUVNZGQLIHYSK	NUJVZSITXDRAEYLKQGOPMHFB	UYMAZORVHTQJFIBGNDKELXSP	999	999	999	999	999	999	999	999	999	999	999	999	0
main	7	18AH2	2	1	H	0	7	H	True	120	330.0	0	1	1	0	XQHMPOLINJRUTBYVDKZEFSGA	XDJIGESHFNZAVMTLKORUBPYQ	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	8	18AH2	6	0	O	0	9	M	False	0	0.0	0	0	0	13	XEIGBLZHJMQNFSKTRDUAVYOP	VNALJEMGOUTISFQZYBHDXKRP	INXKYLPTOSQURVMZEBGDFAJH	FYEZMXOIVPBDKNLAJRGHSQUT	VGJZKFMEXRONABTUHLIQSDPY	KTPNGBRIMDLQSZEYXOAHJFVU	999	999	999	999	999	999	999	999	999	999	999	999	0
main	9	18AH2	18	0	P	0	6	B	False	120	300.0	0	1	5	1	SZYRQIANXDKMHJUPEFLBTOGV	RJUQHGLMDNIYVOTXBAZESPKF	GUXDPMBOZVYESHTQINJARKFL	HTQELXYJZGBUAMFVPDIROSKN	LKIUYODHGPQVFJBTSEMXAZRN	OILGUEBPKNRTSZMDFVJHYQXA	FSXHZQDLVIKMNTGAYPUORBJE	JBVKGHMZQALXUITDSOYNERFP	SLRUGBAIEXNYTZODMFJKHVQP	YORTADFQGJUHPVKSMBZIXNLE	RXSOUDBHZEVFIAJNKTLYGMQP	HKNFGSLRJBUEZDTIYOVMXAPQ	LJPQMTZIOFUYADERBHVKSXNG	BOSRVYAGPUDTZKHQLNIMJEFX	VLTUJFBOZPGIHQDXRSMYEKNA	GMDSKVNIAJOULBZXYTEFHPRQ	AUMKOTHVGDEZYQBPSIXLFJRN	PBHKATUXYVRSOGIJQLDENFZM	0
main	10	18AH2	18	2	Y	0	8	P	False	0	0.0	0	0	12	1	ANQJBEFYSOLGRKIXZUTHDPMV	RLQUATEHMSVYOPDZGKIBXNFJ	JNXFBMUHOVAPGYQLZERDIKST	ZMIXAQEPNTRLSKOHYJBVGFUD	DRKMUAFJIGHTLSXNVPYEBQOZ	ENZXQGMFTVULRIBDPJOYKSAH	PIRTFXUMAGNKVZYQODHLSBEJ	MNVIRUYTJFPEQXBSLZGHKODA	BHYRJFQVAOEXDUZPSLTMNIGK	MLSDKUITJQGPOFERBHNZVYAX	JTLYQFKHBMXVDEPGOINSUARZ	RMVIZPKUELXNJQTAFHYBGODS	GKALMJEHPYFNBUVOQSZIRDXT	BKOQLRIHZFUAXPVJEDMSGNYT	TFAOXNZYRVPMBIKGQDSULHEJ	OHDMZERAGUNPFLVTBYXJIKQS	DQOLTRJKYMGUXZFBNAPEVISH	GATLOYVDNJZRPUFBKQXEISHM	0
main	11	18AH2	2	1	Y	0	8	E	False	60	90.0	0	0	0	1	PTLAQRHMEYKUVFGIJONBZSDX	HAIZKSVNGUBXRMJPOYLFEQTD	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	12	18AH2	2	0	Z	0	8	Z	True	120	300.0	0	1	1	0	YQFJBNUGLSOMVRZIDXEPTAHK	JXGYNFTAZVRKULEMDQSIHBOP	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	13	18AH2	2	1	L	0	10	J	False	120	150.0	0	0	0	-2	VKMGQHTELZJFIRPDBNYOUXAS	URBZOXENLFTMHSYIJDQAKPVG	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	14	18AH2	2	2	U	0	6	N	False	120	300.0	0	1	1	-2	EBIFPYJLUVOXZMDRHSTGKANQ	QLRAUXNVEBIMTHSZGJPYKFDO	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	15	18AH2	18	0	O	0	8	D	False	120	300.0	0	1	5	1	GQZHDKTBYVSULNRIOPXFJEAM	NXDUPBRAMJGZSLTHOQFYIKEV	QDYKFPNHJTUBMIOXEVZGARSL	XVTNRUEAFQJBKLGDMHOISPZY	ZODGSLKJUPFAEBRYXMINQHTV	XGMRYVJFDOIAKETQBUNLPHSZ	IGJKEARYNTODZSPFBLUXQVMH	KAXPHRISYEZFUNMOBTVLGQDJ	DXOAKLQYTHESMNVFPBUJRGZI	JLDXYMVHKOFZSRIPEBUNTAGQ	NODESLYJBQMTUVKZHRGAFIXP	KMLHTUDRBIAGPOJXQYNVZFSE	VJHSAONDEXZMRTYQUBPKFGLI	AOPMKUJXNBLRGFZHDETIYQSV	KMGNQZJERPXIHLUAYOTSBFVD	OKUXQBEJVHAGMSTDZLNFRPIY	IOHSNBYEALUVQJFDPKZGMXRT	NSPTQVODGUMRAIBYEFXJZLHK	0
