experimentPhase	trialnum	subject	nStreams	ring	resp0	button0	cuePos0	answer0	correct0	pairAngle0	whichStreamCuedAngle0	whichRespCue0	whichInPair0	cuedStream0	responsePosRelative0	streamLtrSequence0	streamLtrSequence1	streamLtrSequence2	streamLtrSequence3	streamLtrSequence4	streamLtrSequence5	streamLtrSequence6	streamLtrSequence7	streamLtrSequence8	streamLtrSequence9	streamLtrSequence10	streamLtrSequence11	streamLtrSequence12	streamLtrSequence13	streamLtrSequence14	streamLtrSequence15	streamLtrSequence16	streamLtrSequence17	timingBlips
main	0	18LS4_2	18	0	A	0	6	G	False	60	240.0	0	1	4	2	IHZEQAPKTFVXYGSBMOLUJRDN	RHSJBMGXOTVIAYEQKZUNDFLP	ZFHRDPEMVJXYLQUONTASKIGB	XKFAZITYHSUVOPMDNGJLRBEQ	KLJOYIGSADQUBTMPRXFEVNHZ	YRZHFJBTDOIQSMPNXLUGEVKA	JISPRBXNFTHYEOKGVZQALMDU	MHJBZQRVFESKXNPTOILUADGY	SILANOTVHGMQRYEJFXDZPBUK	AYMSVZHTQGEPOBXDLINJUKFR	QDRZYHUAISMJKTPGXOFNLEBV	MPTSHVEDJBGLIYZAXRFQUNKO	FRPZJDYNTMBIVHUEAXQSOLGK	BVJFMKQRZLXTIGOHPSUEADYN	UPANIYKRTQZOXVLBDEFJGMSH	TFIEXHKNLJYADMPZVORGQSUB	QRTPXVSULNEZIHJAFKYOMDBG	YMNTFHOVJBRIZKQUSGEPADXL	0
main	1	18LS4_2	2	2	R	0	10	P	False	120	300.0	0	1	1	-3	QRTOEKGAUHLDBZPXISVYFJMN	KAIVJUGRXYPTDMBFLNEZHSQO	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	2	18LS4_2	2	0	S	0	6	T	False	60	240.0	0	1	1	2	PUJGHFKMTXAZQOIEBYSRNDVL	NGUIBPTESOMDYLFQZJXRHKVA	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	3	18LS4_2	18	0	B	0	6	K	False	0	180.0	0	1	3	1	PGITZXEYBSLVQONJRAHFUKDM	JHGRANVDTLIQSZFEBUOPMXYK	KYPILEQDUVZSBTMAXGJOHRNF	JMXGANKBUFIORTSLVHZQPEDY	JGMITHUBAKZEXOFQLYNRVSPD	HVIKGFJUMDEXNQLYZPOSRTAB	BTXZNVRSKPLAODMYJHFGIQEU	YNAIUJPZFQDMHBEXVRLOKGTS	RHPTLENQFGZJIXVSUDAYOBKM	FBYIQEJNHVLPMKXURADOSZGT	KLNTJPIZURHDGBXVMAOQESFY	GSIPRAMHJOXDLYVZTBENQFUK	XKASVHRQNPJLIDTMFUEZYGOB	DTQOUSIPVYBXAZMEHLNKGRFJ	VPTYDORHJZBFEXAKGNULQMSI	YSTDBXFHGEKQOLVRIJPZMNUA	KXNTMGASRFLPDHVBZJUYQIEO	JAHFSDPUYOGVNXKMEBLQZRTI	0
main	4	18LS4_2	18	1	H	0	8	X	False	60	90.0	0	0	7	1	SFAXEDLBGNQKTUOPMZJIHVRY	YDVTHIJEUXLKZASNGRQPFMBO	JLSOMBZDPYRAITGUEVHQKXNF	HSTYKVGQUEJBOPILZANFMDRX	GJDXKIFEHQRSBTPVLZAMUYNO	NJKDVPZXEQLISBHRYGOMUATF	LBIURXNGYOHZJQSTPFEMAKDV	NJIOKGFAXHLEVDPBRZSYTMQU	NIDZEHJQSYFLVMAUBTKOPGRX	TIZXMBQSEUYKPFLHDRGNAJVO	PLMDARJOUIQGVYTFNXEBHKSZ	XUAOKZIGESNHVPRMDBQLYFJT	IMDOEHPLXBVTJAQZNKYUGSRF	IASYDPTZXOVQJNGEKHMLRUBF	BXMZFARJNQTYUHSLODKEVPGI	KJUMZFISERHONAVGYXQBDTLP	KMYTPEJZFAVNRGQOHDXBUILS	SAUHPBQYTDFREMGKVZLINJXO	0
main	5	18LS4_2	18	1	M	0	7	I	False	0	210.0	0	1	9	1	AGEDMVZBJTNQXFLPSHOUYKRI	NXRBSTGQYFZKEJAMIULVDHOP	XODIVYJKBPGTZLFEQNRMHSUA	EHSMVPZIALUQYBTKXGNROFDJ	BHYTAQZJGDNVIXORPEMSLUFK	FBVYPIOXTHEGRQSLNZDKAJUM	TLBPQFYMAJNVIUZDGXSKREOH	BTRQPUYSOKXAGZFEHIDMJNVL	IZXLFNBGDKMHROYSAJETUVPQ	AEDFXVPIMBNTRGHOYZSKUQJL	VUFTMALSYJRNEDIZKXHOPBGQ	VHTZFKNGOLDQMXAIJSEUBPRY	VYTXRJKZBNOFPUIQHLSAMEGD	DLUQKYPFJTVZBAEORNIGHSMX	MISDOYNVARZXEKJFQLPHUBGT	BSMOLDJGPKIVUXNRFAZYHETQ	JRQLTKYDEZNAVSIUXMGFBPHO	PDGXFKHYAMOUEBVTQLZISNRJ	0
main	6	18LS4_2	18	0	D	0	9	U	False	120	120.0	0	0	2	1	SGOMQZJULNFTAEHYVIRDKXPB	VXPTURSGZDELNHFYBOIKQJMA	QZAVJXGOPUDBLHRNYKIMTESF	HTLVKQUBNDFMEIZPOSYJAXRG	YXLGSMIETDUNJAVHRBPZQOKF	AUOGDVKIZFJMSRNBEYTXPHLQ	HJZRPVGAQTBEODKNMULFIXSY	XBZHKAEPDITYMNJVSUFRLOQG	FKHNTIABDLYXOQRZSMUGJEVP	FMBPNJURKLZHQDOEGSIAYXVT	XUSHMGEZTPBQDLYAVFJONIKR	YLEFRZHDBUAQTVXMKNIOPJGS	QJSIGHMPVDYRUKTEOBZFXANL	FTVOYHRQPDLINAXMZEJUGBKS	XTZEIFHAMDKGRJSOYUNLVPBQ	HNPKDYOFTALMJERGQUZBVSIX	XVKZIPUBGYAFMHEOSTDQRJNL	AYTDNUMRLPIGQOZKVFHEBSJX	0
main	7	18LS4_2	18	1	R	0	8	O	False	0	210.0	0	1	9	3	JAUKOEBQZXSLDPVFTNMIYRHG	OZYTSJMAFBLIKDVGHUNXPREQ	OQGUKSAVLEPFRIJHYDBXNTMZ	OMDETZFGPXKUQSNJYBRVLIAH	IOJQEBUVYZKAGRMSPTDNHFXL	TQIKBPUJOALGEFZVDNMHXRSY	SKYDXMBRNPHFUVITZLEJOAGQ	OAXEBDNPYVLUZRGKJQSMFIHT	NEFBUGTPXKZSMRQALDHVYOIJ	YZHKAPBIOFXRQMSDVNGEJUTL	IFGMANSKELRJYHVPTUXDBQZO	THPKJZRUQEDYSOLXVMAGFIBN	JDZNTGFVYEHMUKORAQIPBSXL	RPVZJFEDKSTHMXLYBINOAGQU	FBVDKNZAEJSGPLMIXOYRHTUQ	GMTOSEFRKLAUNXZHIYJBVQPD	DLZAKPSJMQBINUORTYGVEHFX	EOLNSGDRBIPYZJAVFKMUTHQX	0
main	8	18LS4_2	18	1	M	0	9	M	True	60	90.0	0	0	7	0	QHRALUPTOEDSKBYIXGMJVFZN	ALJSIZTXPGURKOBFEDNVHYMQ	RJZOYEUBFDMSVKNQTALXIGHP	BOFGNTEMLXPIVZHYUSAKQJDR	UGDNRPTESMFOYAXKBIZVQJLH	LHMPENFXAKIVRYDZQJOBSUGT	XLEMTIHKUNGDJZAOFSRBQYPV	HSBNZRFQDMTLYEOGPIAJUVKX	JGNXVTDHEMKOYIFPAUBSZLQR	RYGZODHNFTSPBKAVQMLEXJIU	XKDEUOMFYIVHGJRQATSLPBNZ	EFYKMTBRIVPHDJSGZNLUQOXA	FGSBUXLTEOJQZIPMRVDYAKHN	AHQOBEKNFTUZDXMSJIGRPYVL	JTHYPMINABKERLOFGZSDVXUQ	MBEFYNRALDGIZPSQJKHTUXOV	YTRNEXDUQHAMLVZBKSIOPJGF	YZVQFIJXAOLNBDERMUHSKGTP	0
main	9	18LS4_2	18	2	M	0	9	E	False	0	180.0	0	1	15	1	XMUFZDPEVYGHNSOQBTIJRKAL	BILDGQUYFXKNASRJMOHVPTZE	QDAZLYINMBGHKTRJXSOPEUFV	TOFRUHLIYVXQPZBNEAGMJSKD	SHFYJVDEXKNOLRQZATUGPBMI	IBFXGEHJDUYOTKRPNSAZLQMV	TKYNJISAFVBDXZOUEHRQGLMP	PTEGLZKQVIFDYRBSNOAUMHXJ	JROQKZPEFLBSNTUMYDGXHVAI	KDJANETVRFOZHBYPMGLUQXIS	SLBVTXQDJIZFUYEGHOAMKPRN	DKGFMSYNPUEROLITAJQVXZHB	RSGNIMKHDUTAEPZXBQVLJOFY	ULYVGFHJMBKZDROXQSANEITP	AQDYMEUFKPNLHJZVSXROGTBI	GKTXFHLUPEMYZDJBARNOVSQI	IVDKUXOPQANBHFGZTJYRESLM	NVPZKFTRBHJLDYXOGMQUSIAE	0
