experimentPhase	trialnum	subject	nStreams	ring	resp0	button0	cuePos0	answer0	correct0	pairAngle0	whichStreamCuedAngle0	whichRespCue0	whichInPair0	cuedStream0	responsePosRelative0	streamLtrSequence0	streamLtrSequence1	streamLtrSequence2	streamLtrSequence3	streamLtrSequence4	streamLtrSequence5	streamLtrSequence6	streamLtrSequence7	streamLtrSequence8	streamLtrSequence9	streamLtrSequence10	streamLtrSequence11	streamLtrSequence12	streamLtrSequence13	streamLtrSequence14	streamLtrSequence15	streamLtrSequence16	streamLtrSequence17	timingBlips
main	0	18HB9	2	1	Q	0	8	Q	True	0	30.0	0	0	0	0	ASBIREMOQTXJLNUDGHZPKYFV	USEMRZDKXPVGTIQOLAHJBFYN	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	1	18HB9	2	2	O	0	10	D	False	60	60.0	0	0	0	12	QJHNFSPTVBDRZLAIEMUKGXOY	MXSBZDUAOPJYFNKGLRTHEVQI	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	2	18HB9	2	0	H	0	6	M	False	60	60.0	0	0	0	4	SKVGNXMPETHJFIUYLAOBDQRZ	UVYGJHXOIMRDAZTKLEPFNBSQ	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	3	18HB9	6	2	D	0	10	A	False	120	120.0	0	0	2	3	TIHSVLDQROXNBZJFYAMEPKUG	TDJMEFLXGZONIAUPVBSRQHYK	MHQXYPNTGBALSDJEKOIFZVRU	EBAIPSOQHDLMYGJUXKZNTVRF	JIGVKHQUELZDBNMTFOAYPSRX	ITYMANULXFKGRZVJHEQBSOPD	999	999	999	999	999	999	999	999	999	999	999	999	0
main	4	18HB9	2	0	N	0	8	N	True	60	240.0	0	1	1	0	YSEOKBNXVZQDHLIURAFPGMTJ	EGZHYXOTNURPISLBKQJDFMAV	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	5	18HB9	18	1	A	0	8	D	False	120	330.0	0	1	11	3	ZDPXNOYTLJGUFKBHVAIQMESR	AJFHZMOIETXPKQVSNRUDLYBG	QNEJVZAOIRKHFGBMXPSUDTLY	PIDZMANHFXJKQRSBYVEOUGTL	SANIPTQLEURXVKFMZGBJOYDH	GABMHZQTOPENLXRSKJDIUFVY	HYOQJXIDFTRKNUZVSPLMABEG	IOBETQVUJADFHKLRPYGSNXZM	HGZJERUIBQNSMDTKXFLPOVYA	KYXOVBIJQNUPZGAHEMFLSTDR	YOFKDSQTNPIVGAJRUXMHBELZ	TNZYORKBDSJAMEPXUVHFILQG	YUTNKFPRZQBDHGLOIVAJESXM	UFPMIYQEDSOKZTLJVGNHBRAX	ADJHOXTNMSKFYEIGQBPUZRLV	JHOLBYGUADETNXSRVPMZQFIK	FHJNGALVPYTXZRIMUBOKSDEQ	RHQTBIGUOPZEALXFNJSMYDVK	0
main	6	18HB9	2	2	M	0	10	O	False	0	0.0	0	0	0	-1	TNEFJGVBKMOYULHXQZIADRSP	UBDATIJMOYPZFQGEKRHXVNSL	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	7	18HB9	2	0	P	0	9	Q	False	120	120.0	0	0	0	5	LUOJANDYMQZFXEPIHBKTGVRS	NYGXULZBSPEJOQIFADMHTRVK	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	8	18HB9	18	0	E	0	10	A	False	0	0.0	0	0	0	1	UPTBOZLJNKAEHMXGYRFSIDVQ	NGAMXJYPKQIBROEHVTUZSDLF	YNMRBIJLVHEPQXGZDKTAOFUS	INBESHKJDQXVFZUMATLYRGPO	DGVAXERYFBSNIQMKLHTZPUOJ	FXNQHBUTVJOYSMKDRLGIAEPZ	DXYMIREVGJKATZUPQBLHOFNS	SIYOGXTLAUPDBVZEFJQMRHNK	QELVMBODZKUPHAJSGFYTNXRI	KNYITZQALOMVHFJSDPBUGXRE	NEXTVZQGYMIOLUBPAHFRKJDS	UALSIRQPZHKJGVTMEBOYNXDF	UDJGQKMEZPFYHXAIBLSVTONR	OVMYBDEXQKTRANPLGFSZIUJH	BZSPFLYUNIVHKMRXEAQDOGTJ	TKFLBINVDJRSOGMXEQZUHYPA	JMYENQIZDLXOTFVRSGAKHPUB	ITEXYHGNJRMPKUVFZQALBOSD	0
main	9	18HB9	6	2	A	0	9	E	False	120	300.0	0	1	5	2	FRNUAQZEVHKBDLMJSGIOYTPX	OTLAUMVGZRINBXQYPEJFKDHS	IYRQUDVFBNMJGHEZXOLTAKPS	KDTXLHIBJSFUZNQMPOEGVRAY	QAUKJGPHXNMRFDZVLETSYIBO	IJMNXSDBREZAKQFYGTHLOPUV	999	999	999	999	999	999	999	999	999	999	999	999	0
