experimentPhase	trialnum	subject	nStreams	ring	resp0	button0	cuePos0	answer0	correct0	pairAngle0	whichStreamCuedAngle0	whichRespCue0	whichInPair0	cuedStream0	responsePosRelative0	streamLtrSequence0	streamLtrSequence1	streamLtrSequence2	streamLtrSequence3	streamLtrSequence4	streamLtrSequence5	streamLtrSequence6	streamLtrSequence7	streamLtrSequence8	streamLtrSequence9	streamLtrSequence10	streamLtrSequence11	streamLtrSequence12	streamLtrSequence13	streamLtrSequence14	streamLtrSequence15	streamLtrSequence16	streamLtrSequence17	timingBlips
main	0	18RP	2	0	M	0	6	F	False	60	240.0	0	1	1	7	XZKAGLMSQEPFHRODYIVJNUBT	YEJBUVFHOQGXAMPLINTSZDKR	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	1	18RP	18	2	U	0	8	X	False	120	300.0	0	1	17	2	PTILKNGADQBUMRXZOJYVHFSE	AEFBPIYVHNLXOKMGDJUQTSRZ	RFYHXNPKMBESZVLDAJUGIQTO	NXLIMVGFHZYJPDURKSETQOAB	VYMDULGKHQBREIPTJSOXAFZN	VKQMXNSIFUYROTPZAHBGLDEJ	PODNFHZMITRLJKAEGYXVUBQS	KUHFEVRDBITPZXJAMSGQLONY	JZKGIQUOLXNYVSPBTEMDRAHF	VMYFEJSKPQLNUZIODATGHXBR	LXRBOEIKJFDHPZANQVGTUSMY	EYBMSDNQVTZFLHKRUPJGOIXA	APDKZONGSIHXQLRTBYVFUMJE	BPUNXOYJTEZHSRVGQADKMILF	RYTGABOJNDFUXPKVIZQLSHEM	YAZRGJQPIXUNMTHBELDSOFKV	GHTDZVXFKPMLNIYUJSRQAOEB	OFZPEHRKXBUGJLVIDQANTMSY	1
main	2	18RP	2	0	B	0	7	L	False	120	300.0	0	1	1	-1	MOGRQDHFAKPNXZLJUSEBIYTV	JKFGDIBLUYMEQATPRZOVXSHN	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	3	18RP	2	0	S	0	8	J	False	60	60.0	0	0	0	2	DNLBKPXVJFSGAEUOITQMRHZY	HUNEOVSMPGZLBJFXDRAIYKTQ	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	4	18RP	2	0	N	0	8	N	True	120	120.0	0	0	0	0	LFGTZPAENJMIUOKVQHYSXBDR	EOZNAMGTUHVFDYBXRSJLPKQI	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	1
main	5	18RP	2	0	S	0	7	S	True	0	0.0	0	0	0	0	PDIXYOLSGBFQREHUKJMZTNVA	SFLODZQXBAPJHGVNUYTEKRMI	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	6	18RP	2	0	M	0	7	D	False	60	240.0	0	1	1	-1	SYMHZBNDQJEROXTVPALUFGKI	PRKUEQMDXNYILGHVOAZFTJBS	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	7	18RP	18	0	R	0	7	D	False	120	300.0	0	1	5	8	SNIBVMPTUEHXAOYDJZKGFLRQ	QUPYOXSENADZMJKGBRVTLIHF	OPSLDAFZGRKJXHBENIYMTUQV	OLQPEHFYVMXSJDNAGTIBKRZU	JFEGRAILNXPQHDBMSKTVOYZU	YZVTPGSDJLMUFAKRQHBXINEO	VTPNXUGYHFZAIOKQBEMJSRDL	BRQIYVODEJHXZKUAMGFPLNST	PSKNITJXAHQEOFMGDBYRVUZL	IXOZSDLHABVQRNUPGYEKJTFM	ZTJQGMBVSAUENPKDOHXYRFIL	DNVOMGXBTYSIQPARLKHUZEFJ	REQDAIFMLUVPOHKGYJSZBXTN	TZBJUYROMIHKPSGLDNFQEAXV	OSNBDTKEFMHZPIGAVURQYXJL	RZHJUXNDGIETYPLKASQFOBMV	PHYGTVAXRFIDSULEJOZQKNMB	JKMQIPOLDAVBTSYNZEGHFRUX	0
main	8	18RP	2	2	O	0	8	P	False	0	0.0	0	0	0	2	SUATRKEZPLOJQVIYDGNHXMFB	VDQZAEKFXITUNSROGPHMLYBJ	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	9	18RP	18	0	G	0	6	S	False	120	300.0	0	1	5	13	GTSOJNKXIDQVBZFPRMLEHAUY	PNIFVKRYJZHQTLGDMEBSUOXA	JVSMHYEGXFAZRONQUDKBLITP	NTAUSZBJGIDYMERHQLKFPVOX	FMXANGUPIKJOSZRDQVLTYBHE	ZTAUYXSOEMDRIPKQNJHGLFBV	YLTOBHXKISZEFPDJUGRNAMQV	FBVRNYEMGLXIDSKPZQAOJHUT	QUAXYSKNZVHBELMJPIROTGFD	BOQFSZYLMXKEAVRIUPNDGHTJ	JMUXIBGRSELYKZVQHFNDOPTA	MJQGIZSLNKRBXTPVYDAUOEFH	DUIZLOQFBPRYSHTKGNJAEXVM	JSUZRTBNEHMKPQIOLAXYFVDG	MFHNBPZUDSALRGEJIYVTOKQX	XYRDUNIVEKMHAFBPQJZGSOLT	PMKGIRFVUQOASXHNEYBLZTDJ	FSXQEODHYPVTUZBNAIMLGKJR	1
