experimentPhase	trialnum	subject	nStreams	ring	resp0	button0	cuePos0	answer0	correct0	pairAngle0	whichStreamCuedAngle0	whichRespCue0	whichInPair0	cuedStream0	responsePosRelative0	streamLtrSequence0	streamLtrSequence1	streamLtrSequence2	streamLtrSequence3	streamLtrSequence4	streamLtrSequence5	streamLtrSequence6	streamLtrSequence7	streamLtrSequence8	streamLtrSequence9	streamLtrSequence10	streamLtrSequence11	streamLtrSequence12	streamLtrSequence13	streamLtrSequence14	streamLtrSequence15	streamLtrSequence16	streamLtrSequence17	timingBlips
main	0	18PF6	2	2	M	0	8	U	False	60	240.0	0	1	1	11	SRTNFGKYHVXEAQUMPZODJBIL	GYXZIAJBUPFHERTQVOLMSNDK	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	1	18PF6	6	0	R	0	6	X	False	120	300.0	0	1	5	1	ZFARBDVOTKEPIMLNQSHUGYXJ	XDVYBGMNFOJAQREHZTUPILSK	NOKXSBDJGUMPZLTEFIRQAYVH	ULKIHAGPTMXSRVDZYENFJQOB	SHNTEFKYQBXRJPOILUDVGZMA	BVKHYNXREFADSLMTGPOUIQJZ	999	999	999	999	999	999	999	999	999	999	999	999	0
main	2	18PF6	6	2	N	0	9	Q	False	120	120.0	0	0	2	1	VOLBZAGSHKDJPMTIFYERUQNX	TLMHFXRYNDQZBSIKVEJOGPAU	GSOUIPJMRQNAEFLDBZTYKHVX	UVKMBALJONTZXYSPHEIRDQGF	TYXKDFJVGPQZOEHIBMNUARLS	VNSMOQBJKIHFDUEYXGATZLPR	999	999	999	999	999	999	999	999	999	999	999	999	0
main	3	18PF6	6	0	D	0	10	Q	False	60	240.0	0	1	4	2	EFGOAUNJXLKTPDMHRIYBZVQS	GMDJULPRFSQABHKOTZNXYEIV	HGEXYUNSPMRAFIODTJQLZVBK	PULNAMKOXHRZEQVFBDTJSIYG	KJZIFBUXRHQYDATENMVPGSOL	USKQMOEIARHXFPYGLVNJZBDT	999	999	999	999	999	999	999	999	999	999	999	999	0
main	4	18PF6	2	2	F	0	10	U	False	0	0.0	0	0	0	7	ZQLBIGDKAJUPVETHMFSRNXYO	PUAKTOZDHJLINVEYFSBRGMQX	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	5	18PF6	6	1	A	0	10	S	False	0	210.0	0	1	3	1	UONFAYKHQBMXIZPRSTDVGJLE	KUGHQSDABLYOJVTIMPEZXFNR	IBRDQSKFPZJONTUYXLMEGHVA	QGFVJPBOUISANTMEDXLYHRKZ	KBTJIMLUGYDRFEASVZPHONXQ	QOLFASUJGVDMPBKETINHRZXY	999	999	999	999	999	999	999	999	999	999	999	999	0
main	6	18PF6	18	1	Q	0	7	A	False	0	210.0	0	1	9	1	MEGNLSBIFPOKTZYUDRQJHXVA	IXJDOEHFBTSKQPRGNVAYZLMU	ABUNJXRMGZPISLDEVHKOFYTQ	MFYHQSDEPLTNOZXAGUJVBIRK	DKVHIXSPJMFEAYGBZLUTONRQ	DQMTBZHYAPRFVJUNKOIGXSEL	OHPYGZLFTRIUSDABQJMVEKNX	NQXMTODSJUVAHGKPFLRBIEYZ	IOYHUXAGQDZTJMSENRVLPBFK	ORTMVYIAQKZBDHGXJESNPLUF	IAKPSQVGLTFUXNHZBRDOMYJE	HMLTPKGJVDOFBSYNIAXUQERZ	RHSYVXQMEKUDLIABZJGNTPOF	PDXAZBRMNVEFGHKUSOTLQYIJ	HIMOVSAQZKEYUJXLTDGFRBPN	LSVYBNZKDOPRQEIJXFMHUATG	RHENPQFKIUSVDOZJMYGBXTLA	GYZVDRJEHMIKXQOBLASTNUPF	0
main	7	18PF6	6	2	Z	0	8	P	False	60	60.0	0	0	1	1	NXHOPQLYVMBAFIRUEZGTKSDJ	DRSENKGIPZLFTOBAUYJHQXMV	YURXFZDMJLSVTNBHPAGIEOQK	NPGOMVABTJEQYZIKFDLXRUSH	JNBAZIEYOXTKSHURDPQFVMGL	SEVJGTQZUBYPMIXDAOHRFKLN	999	999	999	999	999	999	999	999	999	999	999	999	0
main	8	18PF6	2	2	L	0	9	J	False	120	120.0	0	0	0	-1	EMVITUOKLJPBDSFXGQZANRHY	BVHPTSDKMAXUGRIOLEQJYFZN	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	9	18PF6	18	0	E	0	9	L	False	0	0.0	0	0	0	1	XYVMAPQZHLEJFBKUDISGTRON	VRYNGZHXFMBLQATIUJKOSPED	PBUAMJLHTNSEKOFYGRVDIXQZ	FQOPJEXSLZBRVAHYIDKMGTNU	NGZTJEAKUSMVFIQLOHBXPYDR	TNMKDFESGPXOBVHRIQLAZUJY	PKIUATXHNQFELMZOGDYVBJSR	GQBTVMUKDLJSPFAHIRNOEYZX	FRTUIBJLHYQMZDVPXKGNESOA	ZSIAPUXEKTMROLNBHFDQJVYG	HJUNXDEMIZKRYASQGPTOFVLB	YGMRDUEXTJAFNIQBOKSHVZPL	TLVFYQZDKOGNIAPSJMERXUBH	BQMFLIJHTZSEAPYRODVGNXUK	IZMRSTOLEYGFPXJQADBKHVNU	UMIYNFRPHXSKALQJDZGOTEBV	FJNVIYGUQXHODSKABTLZPRME	JRXQVBTDIALFHNEMPYSUKZGO	0
