experimentPhase	trialnum	subject	nStreams	ring	resp0	button0	cuePos0	answer0	correct0	pairAngle0	whichStreamCuedAngle0	whichRespCue0	whichInPair0	cuedStream0	responsePosRelative0	streamLtrSequence0	streamLtrSequence1	streamLtrSequence2	streamLtrSequence3	streamLtrSequence4	streamLtrSequence5	streamLtrSequence6	streamLtrSequence7	streamLtrSequence8	streamLtrSequence9	streamLtrSequence10	streamLtrSequence11	streamLtrSequence12	streamLtrSequence13	streamLtrSequence14	streamLtrSequence15	streamLtrSequence16	streamLtrSequence17	timingBlips
main	0	18JC	18	2	H	0	10	K	False	60	60.0	0	0	13	8	HRXGBMZKSIJUFVQOYDENLTAP	BDXQOVRHSYTUFEGKIAZJMNPL	SDFJIREXUNOABLGTMZPVHQYK	QKSAJPXBRHGFZUETIMONLDVY	FRIHUGQZPOEVBALJMXDSNTKY	IFXVTKZOUPEAQSJYHNRDMLBG	OUAGBLPXVSIFNHZERMKJDYTQ	ERJQBOTSHXPIDUMLAGKFZNYV	AFNLYKZPXJORQDSGVUMHETIB	QFENPXUTSHMDOVBYRAGILJZK	UJGMFEKHQLRYTBPZODINXVSA	FXGBIEOVMDKUPJLRNASZQTHY	NULRSKEZTJIAMDOGXPYHQFVB	OQGZABMENXKIJVDPURHSTFYL	QKXJSOUVLMEABYRZPDGIHTNF	BUQYGZSMXVJILTPRHDFNAOKE	GHQVXNETZFUBLSDYKOIPJMRA	DOFJUTRYKBHZLEQPAMSGXNIV	0
main	1	18JC	18	0	S	0	7	R	False	120	300.0	0	1	5	7	ERFBUHIJNDOQXLGPVTSZMKAY	DZFEUHMSLJYOPRQBVTGXKNIA	HXKEUBMQLGOFVPDIZRANTYSJ	PTEOZDLHAQKRYMNBFXSJGIUV	HZXAIYUREVDKOPSGTLFQBNMJ	UQOXMPARZGLVHKSTJYEBFNID	XVBTQHZNRLOSDAUJKGFYEMIP	NIJPDQMOEGUTKZSFLHAXRBVY	LPYAHKIZQONUJXVEBDTRFSMG	VQFXZYLRADNJIEBGHSMOPUKT	FEAPMGYRLZDOVBXHJTSUKNQI	RHYEGPMBKDINTUOXJQZVLSAF	TUZREYXDGOBHLSKJMFVAIPQN	SVBKNTEQMFHRJYDGXIUPLOAZ	DSEUITAOVQMHFBGZJXKYNLPR	LBJPHZROKVIXDTSAMUGQEYFN	TQEOKZHVNFPIYLBGJASMDXRU	UMGRQKOYJXPBIFNEDTLVHASZ	0
main	2	18JC	6	1	B	0	8	O	False	120	150.0	0	0	2	-7	SHLPGIZMRKUXBAYQNFVJOEDT	DPQTRBMHOAFZKXSENIJVGYLU	UBKTDXRFOSHAYEZJNVMPQLGI	XINHFUPLKRQTDSEMZBJGOVAY	OFBTZAHDUQNXVSMRPELYGKJI	ERGJLUDKAXIOZHTNSQYFBMPV	999	999	999	999	999	999	999	999	999	999	999	999	0
main	3	18JC	2	1	G	0	7	H	False	60	270.0	0	1	1	1	QOYSFIVPBDMEHXZKTGULRNJA	JYLTAKVHGFXDIPUOEQNZSMBR	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	4	18JC	18	2	R	0	7	P	False	0	180.0	0	1	15	8	VLJBZNKRSYPFUHDTAIGQXMOE	VDLXZRGBHEKTMAQOPSUNFIYJ	UIFTJRAKMEXZLNBGQDYSOVHP	GOXJYLADINPQRHSUVEKZMTBF	NZDRHKJMPISTGVBLQEOAFUYX	HTFGKVZUALMIBDNRYJOQESPX	QTLARJGBOUMIZEDYFXKNVPSH	GEZYVPKMJHFABQITNDRSXLUO	ALBIJSHUXRDTGYZNQMFVPKEO	QRMOIPVYEXUNLABDJTZKFGSH	YETSORDNXABKGLFVZJMQUPIH	ZFSINREPVOGHMQYBUKDLXTJA	TSZIGQXRUYJEDVNPKMHFBOLA	VHRTAPJXLBGDOFUYMZKESIQN	MDRJTESHFGVKIOLYUABXZNQP	FYHGNJLPUDEQBXARIOSMVTZK	JXGFUTINMYDOPSRBKEVQZHLA	XIJMVGHFNYOQUZSDLKPARBTE	0
main	5	18JC	6	1	H	0	9	T	False	0	210.0	0	1	3	2	VMRELZPIGQTAYKHDNFBJUSXO	SGZEUXTPNORFQAYMJVDBKILH	DZIFAUTKNRMOLXPEQHYGSVJB	IJZMSBYDQTEHNAXUFGLPVKRO	ZRHTSVBPEKYDQNILFJOAMXUG	IZJHTQPFYNDAOXUKBLEGSRMV	999	999	999	999	999	999	999	999	999	999	999	999	0
main	6	18JC	2	0	Y	0	10	U	False	60	60.0	0	0	0	4	ZLQTFDERKBUXSHYNVIMJPGOA	IZPJKETUDHMVBXNYQGOFRLAS	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	7	18JC	2	1	M	0	8	J	False	0	210.0	0	1	1	-2	MRVINKTLGFHPJYZUBEQOSDXA	XUKBLHMOJNQDFVSGEYIAZRTP	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	8	18JC	6	0	A	0	6	Z	False	60	60.0	0	0	1	1	KAHPFOSLYMZJNBGXDEVQTIUR	OYTEFQZALDJPHSRMBKIVXGUN	ZAJOIVRFPEYNLBUHQXTGSKDM	APMNZIUVSYBXHQEKOFJGLTDR	UFHOETASJMIDQXBKNLGPRVZY	PRTGJEHFXINQDSLKUOZBAYMV	999	999	999	999	999	999	999	999	999	999	999	999	0
main	9	18JC	2	2	B	0	6	F	False	120	300.0	0	1	1	11	TGLBFYAPHRUXVNSDMJKOIZQE	JEYLVHFZDOUPGKNRXBAQSMIT	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	10	18JC	2	1	L	0	6	U	False	0	30.0	0	0	0	1	KQTOSGULBEFINXDZARYPJHMV	PHBFSXLGERTUAMQOIYZVNKDJ	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	11	18JC	6	2	E	0	10	Y	False	120	300.0	0	1	5	13	PEZVDFBXUNOMIATKYLGJRSQH	OZLHGBPEIKSQTDUNXYRAVFJM	BGFTYHAUEVLSQPXOKZDIMJNR	XZFMKRNSDYIQVLGBEJPOATHU	ZELKODHSAJGVIXFQPRBTNUYM	DGIPJXULSZYBFTARVOQHMKNE	999	999	999	999	999	999	999	999	999	999	999	999	0
main	12	18JC	6	1	O	0	10	V	False	60	90.0	0	0	1	1	YIGOKTJBLVQPRXAEUSHZFNMD	YDJXTPFRQIVOHEMKGBNSLAZU	INMYFGOZLPAKXDBVJRUHESTQ	HYALQNVFPMITJXDKOBSEGUZR	GQNROYIEZMDBTASVKLJHFUPX	DQXRSIZFGEHVMULTKPOYNJAB	999	999	999	999	999	999	999	999	999	999	999	999	0
main	13	18JC	6	2	G	0	8	O	False	120	300.0	0	1	5	-5	PIRYQZEBGOSHALJNVFTXMKUD	DNXTUAFPHKGRSQIOVBZELJYM	GXAELSDJFIVOYPRHUBKMQNTZ	ZDKUYTSXAEJMGPBOFIHVNLQR	FLZJNQXEYAVHSUKDBTRPOMIG	PJQGANETOSUYLHIZKDFMBXRV	999	999	999	999	999	999	999	999	999	999	999	999	0
main	14	18JC	2	2	B	0	8	A	False	120	300.0	0	1	1	6	JAVZSQLKGNXDUTBPFEOHIYMR	ZERJLMVDAQFKIOBUHPSYXTGN	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	15	18JC	2	1	A	0	9	Z	False	0	210.0	0	1	1	1	KMUQBDGISXNVTLHJAZRYPOFE	BROTEHUMKZAIJPSYGDFNLQVX	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	16	18JC	18	2	N	0	6	J	False	120	300.0	0	1	17	-2	JLKTBMAVUHPNEOFISDQGXZRY	MVIJLSYEUDOZTQPBNFXARKGH	MGYJDVOILUPRBKTFNAXQEZSH	ZSPMQLBDTKAHIJROUVXYFGNE	UGBVZKJNLQPFEHDAXMISYROT	BIVLDXARKTMQHJPFZSNUGOYE	SNQETRVJMGXLAIFODBYPZKHU	UFZQDPKYREIXNHGJTSMABLVO	QFGURMLSZNAYDKOTXJIVEPBH	VFEQKYIGTHRZOBXUPLMJSNAD	QKJRDUHPAZMNVXIBEGTFYSOL	UNTKILYPOXGFJVASQHDMZRBE	NAJOXMGZREHTDVQSIYFPBKUL	UOLFMRNJYHGQEXSPTVBIDKAZ	SZNLOBHGFQURMJTPEVIYKXAD	IMUPJLRQXFVOAGHZKDNSTBEY	SOYGVTDUKRAFJPELMHZXQINB	SOKFNEJMYGVQIURDBTPHZLXA	0
main	17	18JC	6	0	P	0	9	Y	False	120	120.0	0	0	2	1	TKQUZRDONYXPILJEMVSGFHAB	BFMGDPHEISYZNORVKXQUTAJL	LVKNZJEMFYPGRXBQIUHDOATS	OVRKTHDQPIBZAJFSMGXUNELY	AMKSDFXTQGHJVIOLEYPUNRZB	DORTIAGVXYZLFEMBJQNUHPKS	999	999	999	999	999	999	999	999	999	999	999	999	0
main	18	18JC	2	1	S	0	7	Z	False	60	90.0	0	0	0	-5	PHSREDMZLQYAJUOXKVNIFGBT	AUXGIEQRKVHSNTZYFPLOJDMB	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	19	18JC	18	0	P	0	9	A	False	120	300.0	0	1	5	1	GZQHILDMNPJEKOABSFYUTVXR	MEDZIJBRGUVOFYKLXQNASPTH	RJYFKVLHBPGEUONTQIZSXMAD	IVREQZXAFBUSJLKGMOTDYHPN	VBFAHETQNPDZKYRLISMOUGJX	LBVRETQMHAPDYKXUFNOIZSGJ	SQZRIAGJONYLPHKBXEVMUFTD	HGPLTEZYAQOFUSRJDNVKXMIB	QOGAIULVZSFEYNTKXPHRDJMB	YEFUTPVLAXBHOQIDMRJZKNGS	SFLIJHMVAXGZPBNEOUDRYKTQ	JHOSYMAUVTIDKRNGEFQPZXLB	KEHGOMZTVNLIURAXBSJYPQFD	RQLFYAXTBSGVZIOKMENPDUJH	NDYIUZHATPBQMVEXKLJFORSG	SLIFKERVNXDZAOTBQUMYGJPH	RFVYLUHOQMNZTXGKDBIAJESP	QZKUNHGYOFEDLTPVARMSIXJB	0
