experimentPhase	trialnum	subject	task	noisePercent	targetLeftRightIfOne	resp0	answer0	correct0	whichStream0	whichRespCue0	responsePosRelative0	streamLtrSequence0	streamLtrSequence1	streamLtrSequence2	streamLtrSequence3	streamLtrSequence4	streamLtrSequence5	timingBlips
main	0 	Hubert 	 oneCued 	 0.0 	 left 	M 	W 	0.0 	2 	0 	18.0 	NYGZITMFORCXLSAKJUDBHQPWEV	GIOSNYXQPFACVBRKZJUHMLWTED	AHFQNGXWUYZSITVCPOLJRKBEDM	UYDRMCSAOKIBNEQVTJLGPXFZHW	OYWUPJHXSAZRKVEGDCLNQMTFIB	QMKRJPDZIOHCYSFUGNBXLVAWTE	0
main	1 	Hubert 	 oneCued 	 0.0 	 left 	C 	Q 	0.0 	2 	0 	-1.0 	OMDFUTVIRYZSQCNPLHEXAGKJWB	ANSZIYWMHCUTXEPVDOBRQKFLGJ	DOLVJCQFYHREUGKNMIXPSZTAWB	KMPZTWANCLJORHBYSIEGXFQUVD	BTFDEMGKINWLOSRJPAZCQXYVUH	AGPYOKDVTZMFIQWXCNSLHREUBJ	0
main	2 	Hubert 	 oneCued 	 0.0 	 left 	X 	Y 	0.0 	1 	0 	1.0 	YZSCMPKWGNEIBLUJTRAODVQXFH	EQTDFMCUYXIKPAJHRWNVBSOLGZ	TLOXCQRUYDJBPHNFSKWEZVAMIG	LFGRKOEUVZBCSAYTHJXQMDPIWN	IYFCVLPXBMOWDNEZQHSKGJTARU	IKJEGBPAXCFUTNLDVZYWRHSMQO	0
main	3 	Hubert 	 oneCued 	 0.0 	 right 	C 	T 	0.0 	0 	0 	1.0 	MPGAKUQOHTCYLXZDJBIVWRFESN	KNPARZQTBSCOGULYFHVMEIJDXW	IULTGXWCOFRBSZDNHYAPMEJQKV	JRPNAQZMCSIDFGEVLKHXOYUWBT	WCKGAQFZLBJSOVUIPEYHNXRMDT	CQDLYMOWVRPITXGHEKNZSJUFBA	0
main	4 	Hubert 	 oneCued 	 0.0 	 right 	G 	D 	0.0 	1 	0 	-3.0 	UQHMYJWAVKPBRXDGCZNOSLIFTE	ITWGSPDXEQNAYKVMLZHBOUFCJR	PDTZAXIUBMKJGLWEQYHNORSCFV	HXEWYJMLQNUDIGVKOZRBSCAPTF	XYEGTANCPSDZHRMKQWIBUOVFLJ	YGMJFQUNZHOASWPLBRIDTKCVXE	0
main	5 	Hubert 	 oneCued 	 0.0 	 right 	N 	E 	0.0 	0 	0 	13.0 	SLCVTBKUERWQMDHFIGYPXNAOZJ	FZPWCYQNHXTEUBLVJDSGKIOARM	SKHRIOTAYGWNQCJZLFEXDVUBMP	TSMNYFKJWXILUZBVEQHOCARPDG	WYEHPJDCKZBALUXVSQITNORFGM	ZUKROJHEQDIBNTWGACMLFSXYVP	0
main	6 	Hubert 	 oneCued 	 0.0 	 left 	A 	D 	0.0 	4 	0 	1.0 	ZPXNYIJVKUSDLRBFQGWAEOTCMH	EJFAOPHBXMWRQVTSUKCLNZDGIY	HMOSWPQNXARGZTEFIBDCJVYLUK	XGYNOKWBDHRMPCLJZEAQUVISFT	XWHRVCIODAJNZLMQEKFBUGSYTP	LUJPKQEFYCBASNDWIZTGOVXHMR	0
main	7 	Hubert 	 oneCued 	 0.0 	 left 	P 	J 	0.0 	4 	0 	3.0 	QXERPBJMFUIKASZYLHCGDVOWTN	SZVCNQWMKDLBEUFRPHTYXGAIOJ	AVZFGUNSMILETPBJYOHWDQXCRK	PSRXAVNKHCBJMQTZLFGOEYIUDW	XEZTOMCGVYJIFPSKWRBNLUQHDA	JKVORSDBYQFETCLNZGPXHIAWUM	0
main	8 	Hubert 	 oneCued 	 0.0 	 left 	G 	G 	1.0 	3 	0 	0.0 	RDKACQIZFOMGTPNUYVHJLXEBWS	BQVGKLXISDEJPMANTOZFURWCYH	PDEMVHRUWJNZGQSYBLCAFXIOKT	LHPSNIUGREAJXKVFBCYDTMOWZQ	UISEKTNOYHGVJMAWZQRDLFCXPB	KTFVQHMSBIOURXJLPDYAZWGCNE	0
main	9 	Hubert 	 oneCued 	 0.0 	 left 	D 	L 	0.0 	2 	0 	2.0 	MSALVGNHTQFPCXKWRUBJZOYEDI	DZCRJMPYWNVXBEUGALHQOSFKIT	WJPRQELZDICMVBTKHOFGXUNAYS	WDCNFYEHAKJORVGSZTMXPIQLBU	FKITSHROAJZXWQUNBVPCMLGDEY	NGQHPUCROSVFMKDXIEBLYTAJZW	0
main	10 	Hubert 	 oneCued 	 0.0 	 right 	B 	N 	0.0 	1 	0 	1.0 	SMTAJOCIVNBHDQYGPZWXFRLEUK	UWMILZJGNBXAQSDVPCTFHYKROE	COBFQWLADYHETGKMJVRNPISXZU	DULPVFMTIRBAQXZWGJEKCSOYNH	VLMAQTWYZBKOCENFGRDJXSPHUI	JCHBWMZOFKGNQUIXAEVRPYLTSD	0
main	11 	Hubert 	 oneCued 	 0.0 	 right 	S 	R 	0.0 	5 	0 	-3.0 	CLIROUZQEBANGWHTYSMVKFJPDX	JYATNGMVIBKZEHURQPFOSLDXWC	WGXOFQARPNIVSKUYBLZETHJCDM	KSUCTGRHJWVZOAEPYNIXFMQBLD	ZYLAJNSIUEOMCWFVTXQPBKHRGD	HWTOSUMRVJCGLAZQBEFKDYNIPX	0
main	12 	Hubert 	 oneCued 	 0.0 	 right 	M 	W 	0.0 	0 	0 	2.0 	JOKCZHIGBTWFMAUVXNLPEDQYSR	OXERKUZTLYPBJADHVCQNMIWFGS	IQCNRDPMJFWGVKAUEOBYHXLSTZ	YJVPTMADINGEZQLHCBSUWXKFOR	XMDNISTGEHPOQZCUKVWJRYALBF	ARPNQDYCVSLGHIXOJFZUMBKTEW	0
main	13 	Hubert 	 oneCued 	 0.0 	 right 	N 	Y 	0.0 	2 	0 	6.0 	PMKXFJOEAQTUZCVSNRIDWYLBGH	CQXBLSMNEAHODZTFWJPGYKUVRI	RZFUOIBXTPYGEDHWNJSKCQLVAM	OSKQYRHLFGJMUIAECDNPTXVWBZ	LXOAMYTDFJRVCZSKGNWQHPUIEB	EMXSNBQIKVFRDUOPWAGTCHJZYL	0
main	14 	Hubert 	 oneCued 	 0.0 	 left 	X 	N 	0.0 	3 	0 	5.0 	APBMFCTWZRIDHNYJGLEQUKOSXV	NXVBSQYFPZGLCRUHEAMWOTDJIK	YSIVGERNLXMOZAJDWHPKCUTBFQ	WPRFUKGOQNYTDSXIJEHBZVCMAL	GOLNKDARIQXSVWYMECHPUBZJFT	QPSLEUKCYFTNJZOBDVMHAIWXGR	0
main	15 	Hubert 	 oneCued 	 0.0 	 right 	T 	Z 	0.0 	1 	0 	2.0 	ARHXIDGTSOVMWLBKJEQNUZYFPC	XBQDMLNZKTEUOIFRAYWGHVSPJC	NDKJBSTPMEHZCVIWOGURYLAFXQ	RXBUSGKOLPNHJCFVYWATZMDQEI	QFCUVBJZNORWXDSKPAGHMEIYTL	QSPROLYTXMJBAWVDKUGIHZFNEC	0
main	16 	Hubert 	 oneCued 	 0.0 	 right 	M 	N 	0.0 	0 	0 	2.0 	QIURVLCHBNTMJOWSAKFGDXYZEP	TJURSZDEFCPNWKAGVOIHMLXBYQ	XWOCKZTJBLASQVDHMPUFEIYNRG	YRVXMHLNJGCTFBQUWSDEOPZIAK	XOVALZJRUMEFGYHCTWSKBNIPDQ	STBQHMCXYIEZOAGWKNRLFVUPDJ	0
