RECORDING_SESSION_LABEL	TRIAL_INDEX	CURRENT_FIX_BLINK_AROUND	CURRENT_FIX_X	CURRENT_FIX_Y	CURRENT_FIX_MSG_TIME_1	CURRENT_FIX_START	CURRENT_FIX_END	CURRENT_FIX_DURATION
AM3	182	NONE	495.30	380.00	.	1032	1782	751
AM3	182	NONE	529.50	387.50	.	1806	2832	1027
AM3	183	NONE	505.90	377.40	.	7	830	824
AM3	183	NONE	526.90	374.50	.	848	1029	182
AM3	183	AFTER	512.30	372.30	.	1044	2601	1558
AM3	183	BEFORE	761.50	362.80	.	2760	2830	71
AM3	184	NONE	514.80	375.90	.	7	303	297
AM3	184	NONE	491.40	374.70	.	320	615	296
AM3	184	NONE	514.40	373.80	.	629	2829	2201
AM3	185	AFTER	513.40	378.70	.	7	442	436
AM3	185	BEFORE	522.90	380.70	.	701	1068	368
AM3	185	NONE	503.80	377.50	.	1077	2846	1770
AM3	186	AFTER	522.40	387.40	.	7	339	333
AM3	186	BEFORE	530.90	366.30	.	587	814	228
AM3	186	NONE	514.50	393.80	.	829	2840	2012
AM3	187	NONE	516.20	377.50	.	7	266	260
AM3	187	AFTER	474.50	409.60	.	291	362	72
AM3	187	BEFORE	508.10	387.40	.	598	2840	2243
AM3	188	AFTER	518.70	366.90	.	7	1001	995
AM3	188	BEFORE	509.60	367.70	.	1228	2842	1615
AM3	189	NONE	512.70	372.10	.	7	2831	2825
AM3	190	AFTER	507.30	385.80	.	7	340	334
AM3	190	BEFORE	512.70	377.70	.	543	1474	932
AM3	190	NONE	521.60	336.80	.	1496	2836	1341
AM3	191	NONE	508.40	373.10	.	7	2838	2832
AM3	192	AFTER	511.30	380.70	.	7	273	267
AM3	192	BEFORE	513.20	354.20	.	526	702	177
AM3	192	AFTER	464.90	385.40	.	728	937	210
AM3	192	BEFORE	507.20	380.40	.	1161	1443	283
AM3	192	NONE	523.90	393.00	.	1454	2833	1380
AM3	193	NONE	514.70	386.10	.	7	751	745
AM3	193	AFTER	527.10	384.10	.	768	993	226
AM3	193	BEFORE	509.20	383.90	.	1187	1637	451
AM3	193	NONE	525.90	373.00	.	1648	2838	1191
AM3	194	NONE	518.70	344.30	.	7	2830	2824
AM3	195	NONE	511.80	377.40	.	7	245	239
AM3	195	AFTER	491.30	369.40	.	261	340	80
AM3	195	BEFORE	527.60	366.50	.	517	1005	489
AM3	195	NONE	513.20	367.30	.	1013	2830	1818
AM3	196	NONE	513.80	380.90	.	7	333	327
AM3	196	AFTER	519.50	372.80	.	340	1020	681
AM3	196	BEFORE	505.70	354.20	.	1278	2832	1555
AM3	197	NONE	504.50	368.80	.	7	2358	2352
AM3	197	NONE	557.20	337.90	.	2383	2829	447
AM3	198	AFTER	511.10	382.30	.	7	646	640
AM3	198	BEFORE	507.40	377.10	.	1012	2848	1837
AM3	199	AFTER	510.50	388.90	.	7	240	234
AM3	199	BEFORE	506.60	367.00	.	509	1085	577
AM3	199	NONE	507.00	371.60	.	1096	2843	1748
AM3	200	AFTER	511.00	385.20	.	7	301	295
AM3	200	BEFORE	528.40	351.20	.	759	1060	302
AM3	200	NONE	506.60	366.30	.	1077	2839	1763
AM3	201	AFTER	513.30	383.30	.	7	628	622
AM3	201	BEFORE	503.00	371.60	.	837	1056	220
AM3	201	NONE	514.90	371.10	.	1071	2840	1770
AM3	202	AFTER	520.50	380.80	.	7	716	710
AM3	202	BEFORE	534.40	364.80	.	951	1120	170
AM3	202	NONE	506.90	374.50	.	1137	2834	1698
AM3	203	NONE	506.00	380.90	.	7	2357	2351
AM3	203	NONE	471.50	350.00	.	2380	2839	460
AM3	204	NONE	514.90	378.50	.	7	431	425
AM3	204	AFTER	493.10	378.70	.	451	1075	625
AM3	204	BEFORE	505.30	357.60	.	1306	1441	136
AM3	204	NONE	514.90	370.30	.	1464	2765	1302
AM3	205	NONE	510.30	377.00	.	7	829	823
AM3	205	NONE	497.60	372.80	.	838	2692	1855
AM3	205	NONE	230.40	366.60	.	2754	2842	89
AM3	206	AFTER	512.10	372.90	.	7	354	348
AM3	206	BOTH	512.30	362.40	.	597	2599	2003
AM3	206	BEFORE	720.50	344.50	.	2799	2834	36
AM3	207	NONE	514.80	391.70	.	7	277	271
AM3	207	NONE	526.80	359.30	.	292	623	332
AM3	207	NONE	519.80	345.60	.	634	2641	2008
AM3	208	NONE	514.10	386.40	.	7	794	788
AM3	208	AFTER	514.80	427.60	.	815	989	175
AM3	208	BEFORE	524.50	377.90	.	1244	2847	1604
AM3	209	AFTER	509.00	380.70	.	7	303	297
AM3	209	BEFORE	510.30	373.60	.	468	2841	2374
AM3	210	AFTER	515.10	382.90	.	7	184	178
AM3	210	BEFORE	505.10	353.00	.	457	989	533
AM3	210	NONE	517.60	365.50	.	1007	2830	1824
AM3	211	AFTER	506.90	387.10	.	7	1051	1045
AM3	211	BEFORE	499.20	377.60	.	1275	2841	1567
AM3	212	NONE	508.20	388.60	.	7	579	573
AM3	212	AFTER	520.30	395.60	.	588	704	117
AM3	212	BEFORE	516.20	380.70	.	913	1124	212
AM3	212	NONE	506.40	387.60	.	1131	2784	1654
AM3	213	AFTER	517.10	381.80	.	7	560	554
AM3	213	BEFORE	520.70	370.90	.	768	1178	411
AM3	213	NONE	506.90	378.80	.	1187	2840	1654
AM3	214	AFTER	510.00	393.00	.	7	1018	1012
AM3	214	BEFORE	504.50	388.10	.	1209	2840	1632
AM3	215	AFTER	507.70	369.30	.	7	523	517
AM3	215	BEFORE	519.00	407.30	.	715	1134	420
AM3	215	NONE	510.70	365.30	.	1151	2835	1685
AM3	216	NONE	509.50	386.00	.	7	450	444
AM3	216	NONE	499.70	377.70	.	459	2530	2072
AM3	216	NONE	582.10	371.60	.	2558	2830	273
AM3	217	NONE	516.30	382.70	.	7	282	276
AM3	217	AFTER	518.30	329.90	.	304	420	117
AM3	217	BEFORE	510.60	361.30	.	603	788	186
AM3	217	NONE	509.70	378.70	.	801	2840	2040
AM3	218	AFTER	515.70	375.20	.	7	531	525
AM3	218	BEFORE	521.60	372.50	.	771	1354	584
AM3	218	NONE	508.80	373.40	.	1362	1668	307
AM3	218	NONE	516.30	367.80	.	1684	2842	1159
AM3	219	AFTER	515.70	385.50	.	7	320	314
AM3	219	BEFORE	517.30	390.50	.	516	1793	1278
AM3	219	NONE	507.10	394.80	.	1806	2840	1035
AM3	220	AFTER	514.20	383.40	.	7	610	604
AM3	220	BEFORE	504.90	376.10	.	787	2789	2003
AM3	221	NONE	508.60	380.50	.	7	271	265
AM3	221	AFTER	470.20	372.10	.	294	420	127
AM3	221	BEFORE	511.60	373.50	.	567	2641	2075
AM3	221	NONE	428.10	360.90	.	2681	2831	151
AM3	222	NONE	499.20	386.60	.	7	2834	2828
AM3	223	AFTER	507.50	380.80	.	7	474	468
AM3	223	BEFORE	509.20	367.50	.	681	2830	2150
AM3	224	AFTER	479.90	374.90	.	7	359	353
AM3	224	BEFORE	501.40	361.90	.	579	1057	479
AM3	224	NONE	486.50	372.50	.	1068	2394	1327
AM3	224	NONE	560.80	375.90	.	2421	2807	387
AM3	225	NONE	511.30	379.20	.	7	243	237
AM3	225	NONE	470.40	397.70	.	278	496	219
AM3	225	AFTER	507.20	381.10	.	517	715	199
AM3	225	BEFORE	520.90	339.40	.	937	1166	230
AM3	225	NONE	516.20	353.60	.	1179	2837	1659
AM3	226	NONE	512.20	375.60	.	7	322	316
AM3	226	NONE	517.00	366.60	.	331	2837	2507
AM3	227	NONE	505.70	384.60	.	7	277	271
AM3	227	AFTER	545.20	353.30	.	298	554	257
AM3	227	BEFORE	525.80	365.50	.	725	1198	474
AM3	227	NONE	535.80	378.50	.	1206	2832	1627
AM3	228	AFTER	509.00	377.00	.	7	1108	1102
AM3	228	BEFORE	509.60	375.80	.	1282	2834	1553
AM3	229	NONE	512.50	386.20	.	7	2840	2834
AM3	230	NONE	405.90	385.30	.	7	208	202
AM3	230	NONE	477.20	366.80	.	241	1086	846
AM3	230	NONE	503.20	373.30	.	1097	2836	1740
AM3	231	AFTER	516.30	380.90	.	7	543	537
AM3	231	BEFORE	517.10	374.60	.	703	2849	2147
AM3	232	AFTER	499.40	380.10	.	7	1003	997
AM3	232	BEFORE	493.80	378.90	.	1198	2814	1617
AM3	233	NONE	500.40	382.80	.	7	2841	2835
AM3	234	NONE	508.20	382.50	.	7	2840	2834
AM3	235	NONE	496.90	392.90	.	7	254	248
AM3	235	AFTER	513.30	374.80	.	271	470	200
AM3	235	BEFORE	499.50	364.60	.	674	1052	379
AM3	235	NONE	508.50	357.00	.	1059	2833	1775
AM3	236	AFTER	511.50	378.90	.	7	391	385
AM3	236	BEFORE	514.60	354.80	.	593	2832	2240
AM3	237	AFTER	514.00	379.30	.	7	990	984
AM3	237	BEFORE	496.00	372.70	.	1178	2438	1261
AM3	237	NONE	467.30	325.10	.	2463	2830	368
AM3	238	AFTER	512.10	372.30	.	7	459	453
AM3	238	BEFORE	517.20	358.50	.	647	2604	1958
AM3	238	NONE	463.10	401.60	.	2640	2836	197
AM3	239	NONE	514.00	379.90	.	7	2839	2833
AM3	240	NONE	514.50	387.70	.	7	298	292
AM3	240	AFTER	523.30	341.50	.	323	629	307
AM3	240	BEFORE	525.00	373.00	.	793	1536	744
AM3	240	NONE	519.90	311.70	.	1558	2833	1276
