RECORDING_SESSION_LABEL	TRIAL_LABEL	TRIAL_INDEX	CURRENT_FIX_BLINK_AROUND	CURRENT_FIX_X	CURRENT_FIX_Y
IK42	Trial: 1	1	NONE	518.50	380.70
IK42	Trial: 1	1	NONE	500.40	373.40
IK42	Trial: 1	1	NONE	518.50	378.30
IK42	Trial: 2	2	NONE	514.20	388.80
IK42	Trial: 2	2	NONE	505.90	385.20
IK42	Trial: 3	3	NONE	509.60	393.70
IK42	Trial: 3	3	NONE	529.00	389.80
IK42	Trial: 3	3	NONE	515.80	389.70
IK42	Trial: 4	4	NONE	505.50	388.50
IK42	Trial: 4	4	NONE	483.70	389.30
IK42	Trial: 5	5	NONE	510.60	382.80
IK42	Trial: 5	5	NONE	533.70	379.30
IK42	Trial: 5	5	NONE	513.60	386.90
IK42	Trial: 6	6	NONE	507.70	379.60
IK42	Trial: 6	6	NONE	533.40	383.60
IK42	Trial: 6	6	NONE	516.80	378.30
IK42	Trial: 7	7	NONE	515.50	388.60
IK42	Trial: 7	7	NONE	485.60	381.50
IK42	Trial: 8	8	NONE	512.90	377.50
IK42	Trial: 8	8	NONE	507.60	371.30
IK42	Trial: 8	8	NONE	527.00	372.20
IK42	Trial: 9	9	NONE	514.50	386.80
IK42	Trial: 9	9	NONE	516.00	387.20
IK42	Trial: 9	9	NONE	530.90	388.60
IK42	Trial: 10	10	NONE	504.70	388.10
IK42	Trial: 10	10	NONE	529.70	392.00
IK42	Trial: 11	11	NONE	509.40	379.30
IK42	Trial: 11	11	NONE	496.80	375.20
IK42	Trial: 11	11	NONE	519.00	377.90
IK42	Trial: 12	12	NONE	516.40	370.50
IK42	Trial: 13	13	NONE	511.40	386.30
IK42	Trial: 14	14	NONE	511.90	381.90
IK42	Trial: 15	15	NONE	512.40	378.00
IK42	Trial: 16	16	NONE	509.80	382.40
IK42	Trial: 16	16	NONE	505.50	381.20
IK42	Trial: 17	17	NONE	520.60	389.60
IK42	Trial: 18	18	NONE	537.50	381.80
IK42	Trial: 18	18	NONE	512.50	377.10
IK42	Trial: 19	19	NONE	511.10	376.00
IK42	Trial: 20	20	NONE	521.70	385.10
IK42	Trial: 21	21	NONE	512.70	374.00
IK42	Trial: 21	21	NONE	500.70	379.20
IK42	Trial: 21	21	NONE	513.40	381.10
IK42	Trial: 22	22	NONE	515.20	380.00
IK42	Trial: 23	23	NONE	505.20	378.60
IK42	Trial: 24	24	NONE	514.60	388.90
IK42	Trial: 24	24	NONE	531.70	385.90
IK42	Trial: 24	24	NONE	508.20	384.00
IK42	Trial: 24	24	NONE	525.30	385.10
IK42	Trial: 25	25	NONE	509.70	381.50
IK42	Trial: 26	26	NONE	520.00	386.10
IK42	Trial: 26	26	NONE	529.40	386.20
IK42	Trial: 26	26	NONE	501.10	384.10
IK42	Trial: 27	27	NONE	518.90	384.60
IK42	Trial: 28	28	NONE	506.00	379.10
IK42	Trial: 28	28	NONE	529.70	376.70
IK42	Trial: 28	28	NONE	514.40	383.00
IK42	Trial: 29	29	NONE	510.90	379.70
IK42	Trial: 30	30	NONE	512.60	385.90
IK42	Trial: 30	30	NONE	511.50	385.50
IK42	Trial: 30	30	NONE	501.40	387.60
IK42	Trial: 30	30	NONE	519.90	380.60
IK42	Trial: 31	31	NONE	514.50	382.90
IK42	Trial: 32	32	NONE	514.60	384.60
IK42	Trial: 33	33	NONE	513.80	378.70
IK42	Trial: 34	34	NONE	522.90	384.50
IK42	Trial: 34	34	NONE	518.40	391.30
IK42	Trial: 35	35	NONE	513.90	391.60
IK42	Trial: 35	35	NONE	505.60	388.90
IK42	Trial: 36	36	NONE	516.50	384.90
IK42	Trial: 36	36	NONE	515.90	381.10
IK42	Trial: 36	36	NONE	536.00	379.20
IK42	Trial: 36	36	NONE	527.00	378.80
IK42	Trial: 37	37	NONE	510.90	384.70
IK42	Trial: 37	37	NONE	511.20	380.80
IK42	Trial: 38	38	NONE	518.20	389.10
IK42	Trial: 38	38	NONE	506.60	393.00
IK42	Trial: 38	38	NONE	525.00	392.70
IK42	Trial: 38	38	NONE	519.30	395.90
IK42	Trial: 39	39	NONE	511.00	375.90
IK42	Trial: 39	39	NONE	505.50	371.10
IK42	Trial: 40	40	NONE	508.90	381.30
IK42	Trial: 41	41	NONE	506.50	381.00
IK42	Trial: 41	41	NONE	536.90	367.80
IK42	Trial: 41	41	NONE	510.90	374.40
IK42	Trial: 42	42	NONE	515.20	389.10
IK42	Trial: 43	43	NONE	506.70	377.00
IK42	Trial: 44	44	NONE	513.00	386.20
IK42	Trial: 44	44	NONE	532.60	383.70
IK42	Trial: 44	44	NONE	517.00	383.30
IK42	Trial: 45	45	NONE	515.10	374.70
IK42	Trial: 45	45	NONE	497.60	375.10
IK42	Trial: 46	46	NONE	512.40	376.40
IK42	Trial: 46	46	NONE	498.60	374.00
IK42	Trial: 47	47	NONE	516.30	390.90
IK42	Trial: 47	47	NONE	500.40	387.20
IK42	Trial: 47	47	NONE	515.50	389.60
IK42	Trial: 48	48	NONE	514.00	386.00
IK42	Trial: 48	48	NONE	510.60	381.10
IK42	Trial: 48	48	NONE	496.00	383.80
IK42	Trial: 49	49	NONE	512.90	385.70
IK42	Trial: 50	50	NONE	511.90	387.50
IK42	Trial: 50	50	NONE	497.60	382.50
IK42	Trial: 50	50	NONE	509.90	387.80
IK42	Trial: 51	51	NONE	515.70	386.80
IK42	Trial: 52	52	NONE	519.80	380.20
IK42	Trial: 52	52	NONE	509.10	376.40
IK42	Trial: 52	52	NONE	525.30	371.10
IK42	Trial: 53	53	NONE	513.20	382.70
IK42	Trial: 53	53	NONE	536.30	375.10
IK42	Trial: 53	53	NONE	517.50	372.80
