"experimentPhase"	"trialnum"	"subject"	"task"	"noisePercent"	"targetLeftRightIfOne"	"streamsPerRing"	"baseAngleCWfromEast"	"resp0"	"button0"	"cuePos0"	"answer0"	"correct0"	"whichStream0"	"whichRespCue0"	"responsePosRelative0"	"streamLtrSequence0"	"streamLtrSequence1"	"streamLtrSequence2"	"streamLtrSequence3"	"streamLtrSequence4"	"streamLtrSequence5"	"streamLtrSequence6"	"streamLtrSequence7"	"timingBlips"	"responsePos"	"fixationReject"
"main"	20	"BB6 "	" oneCued "	0	" right "	8	0	"Y "	0	10	"B "	0	0	0	1	"NUPGOKXARMBYIFVLJSHTQZED"	"LXAYNJHKBSMROZPUIFGQDETV"	"XFHYQDLTBPEIMGNJKAVROZUS"	"KIHSYAMUTBFDEQPXNZJVLRGO"	"QEFKTDJXRMSPGHUILBVZYAON"	"VGRTAXBQIDOZSPNJFULKYMHE"	"ESUJLYKVDXNQTBMRPOIZHGFA"	"RYBAGZETMUOQFIHJLXKNPVSD"	0	11	FALSE
"main"	25	"BB6 "	" oneCued "	0	" right "	8	90	"M "	0	9	"Q "	0	1	0	1	"INHBGUPKRATSFYVMZEQXJDOL"	"VSDXLRKFHQMBYGIUNEOAZJTP"	"PHRIQXSVYOUMNALGKBEDTJFZ"	"VBDKQPSUZXINROGMYFTHLAEJ"	"JKUXQRVSIFNADOGZMLPEHYTB"	"DEVBLMFHOXTYIRQNJZASPGKU"	"ZJLNYBASTPFGXQUDKRMVIEOH"	"BIESMKXPOQTVFGDYAHRNJULZ"	0	10	FALSE
"main"	36	"BB6 "	" oneCued "	0	" right "	8	225	"O "	0	9	"Z "	0	4	0	-3	"OMEIHBSTVGUNXAYKPZDJFLRQ"	"OFVTQXIZRHYPDGUEJBALKSMN"	"GFXVZTMKJERNQBLSPAIUYHDO"	"EZAHOVQNXKGTPRBMUDSLJFIY"	"NXUMLVOFAZBQRYGDIPHEJTKS"	"TIPQBESRDHOVLJKFMXNAGYZU"	"GMZFAHVSQENUTOPDYBKJXIRL"	"RGZPLXYADFIUEBKJQONHSVTM"	0	6	FALSE
"main"	37	"BB6 "	" oneCued "	0	" right "	8	135	"P "	0	10	"O "	0	7	0	1	"QHZREAKOUYPMFSXTBIVGJNDL"	"RJABHIFTMVSDEZLXNOQPGKUY"	"VYFUDZERQMTPNKBSXHALIOGJ"	"PBOTVRLXAYSFNIEZDUQMHKGJ"	"UBVMSGFNLZTADEJIRHQKPOYX"	"HLARNPFQIVGMUOKZSJYEBTDX"	"DHBPTVLEZJYRNMKIUGQXSFOA"	"HRFISAQEDGOPKUXBZMLJNTYV"	0	11	FALSE
"main"	41	"BB6 "	" oneCued "	0	" right "	8	180	"B "	0	7	"B "	1	3	0	0	"DBEMNHSZOTJKFRQAUPVGYLXI"	"VSIDXMJKGPHRQFABLEUYOTZN"	"OVRDGAQYBFTIPEULKJZSMHXN"	"RTKXQMLBIUONAVHDEPFSGYJZ"	"QPSODXYHRZJAVULFBMTKNEIG"	"HVLNZEQXBTGUFJMIRDPOYSAK"	"VEJQMFLAXSNBHGZIPDOUTRKY"	"MSVRGXPKATZQYEONBLIJDUHF"	0	7	FALSE
"main"	50	"BB6 "	" oneCued "	0	" right "	8	90	"T "	0	10	"U "	0	7	0	1	"APUZVMRYGJIQXNSBEHLFKDOT"	"UIYGRVJFKTLPOEASQNXZDBHM"	"OQKNVDYPXRATFHISGBEUZLJM"	"UXVMFBOTKHIYSQDRPZANELGJ"	"ESBVZMHYJTXUQFRIPGODLAKN"	"LMIDBRAKGPEVYJOUZTQHSFXN"	"NLXARKVHEQMUOSTDJGYIBPZF"	"ZMPBYGOEDHUTJXKAQSVLINFR"	0	11	FALSE
"main"	52	"BB6 "	" oneCued "	0	" right "	8	0	"E "	0	8	"N "	0	2	0	-1	"FKZJMXHIQEPTDAONGVUYSBRL"	"RLQPHNDJBEOITMFUAYSKVZGX"	"JKULYMDENTFXZGIQOPVBSHAR"	"NHRQLPGDVIKAYXSMBEZUTOFJ"	"GMQYPVKUTSAJEZLFDNBIXROH"	"IVUFMAOZSNPLXYJDBGQKEHTR"	"EXVSPIUKFZJBRTAYQMGLONHD"	"OKQJMAEHYTFXZBLSRNPDVIGU"	0	7	FALSE
"main"	54	"BB6 "	" oneCued "	0	" right "	8	45	"O "	0	6	"I "	0	6	0	4	"HQTDPKFXZEGJVILMBNRAOUYS"	"YIAHNBDTOUGLFVSKZXRJQMEP"	"IJBGPYQFSMLKZAXVEHDTOURN"	"VSQNUJDZAPIBKRMEYOTGHLFX"	"QDELONAUYFHTIVZKBJPXSGRM"	"ZSRDJNVFTIGQPOLMYXHEABKU"	"YMRDZFIXQAOLGTUBEHKJNPVS"	"VLDAMUBNFPYOQXEHITSKJRZG"	0	10	FALSE
"main"	55	"BB6 "	" oneCued "	0	" right "	8	45	"H "	0	10	"P "	0	7	0	1	"HQUBVPZJNOSIGFTXRMLDYAEK"	"QKTPUGEJXZLAYSINMBHFORVD"	"QUJTPLFKMERISADBZVGNOXHY"	"GJKRVDQMFTNUALYSZPEHBXOI"	"BNJITPDYHEXUKOAQFVZLGSMR"	"FQDVHTUNSILEXKMBGAZJROYP"	"BHPNELJGXUKTOZRSQVIDYFAM"	"TBIVZGRMFEPHDJXLSNKQYAUO"	0	11	FALSE
"main"	56	"BB6 "	" oneCued "	0	" right "	8	225	"Y "	0	9	"E "	0	1	0	1	"XDNKAMJFZIRSYOBLVEHUQGPT"	"HUGNTSJVPEYXZKLMQIRFBDOA"	"SPKVXJLFENHQDAMBROGZIUYT"	"UEYZVHXATMDLBNOGQRIKPFJS"	"KUTSOIJERFXVMALBGZYDHNQP"	"FNYUPGLBSOZQAVDTXMHEJKRI"	"VGXLHDRJUPASINFQKBYEZOTM"	"ODKHAQTVUFPEJRNXLBMIGYSZ"	0	10	FALSE
