"participant","condition","efficacy","latency","precision","val","valGuessing","pLRtest","model","BF","favouredModel"
"18JC",6,0.721696439807353,1.1000287202007,0.744737479190605,180.270785157609,265.697864080238,8.32269173943023e-37,"Normal",1.05592569310302,"Neither"
"18JG",6,0.722924667477194,1.10396308716254,0.524099798970985,175.67439360352,278.462107205547,2.63260810761651e-44,"Normal",1.42824816014104,"Neither"
"18LS4",6,0.783115185441849,1.17042878064672,0.631447141993136,154.718462217088,256.64630502873,6.19464942841067e-44,"Normal",4.27568187560376,"Normal"
"18PF6",6,0.734040887034345,0.213745209768455,0.696947230740435,170.157559722302,258.452138393228,4.80853268336282e-38,"Normal",57199.8747991068,"Normal"
"18PG8",6,0.672936898450137,0.512774732290872,0.829329857642142,191.632202748138,261.553498731031,4.08695382758361e-30,"Normal",258.323798869599,"Normal"
"18RC3",6,0.764613426199302,0.772508561382104,0.817526677256102,171.247223090077,261.034523302646,1.08976302063141e-38,"Normal",6.49779359449403,"Normal"
"18RN",6,0.765769389407872,1.29113565033461,1.11890720022683,188.573096734609,263.778447998882,2.14866891265718e-32,"Normal",22.6570668967124,"Normal"
"18TM5",6,0.787995588242328,0.75661790365763,0.601300574747305,155.205031203369,265.22060154045,1.9769128282938e-47,"Normal",1.3512922232656,"Neither"
"18TR1",6,0.64588347533613,0.616328497335275,0.577949493750965,247.91525256526,352.243504858479,5.68248597704681e-45,"Normal",4.39387514389988,"Normal"
"18WN",6,0.808334914188479,0.76256030389671,0.64524886947948,151.80319041005,263.778447998882,2.80999813913129e-48,"Normal",1.61568997438014,"Neither"
"18AH2",18,0.717249577964598,0.704199175185089,0.703672230283566,176.888029672317,261.90162794257,1.25543648782889e-36,"Normal",2.60704796607499,"Neither"
"18GL7",18,0.674859342608497,1.40774186557812,0.830099280395333,194.971893011208,265.822445938762,1.6242600609667e-30,"Normal",9.47151750230371,"Normal"
"18HB9",18,0.573593473486354,1.39291586132735,0.760433823453481,225.44175853863,283.763311420373,4.07678251709369e-25,"Normal",1.83586657059872,"Neither"
"18JC",18,0.657357542630077,1.12885018614246,0.570924408369653,190.517193601,273.460775858295,9.82881384407093e-36,"Normal",1.02331234850223,"Neither"
"18JG",18,0.829966252551548,1.37406398382261,0.589569546764489,136.589485023826,254.244287227838,9.83473196966254e-51,"Normal",0.0894195666275848,"Gamma"
"18LS4",18,0.713917265542215,1.27778849624165,0.70987226514677,175.238606838532,258.688898601415,5.93945896167789e-36,"Normal",0.303405772792397,"Gamma"
"18PF6",18,0.762564293905851,0.668471291800587,0.682998426414214,172.155984956215,273.239112390101,1.43576190110575e-43,"Normal",3.73245679345065,"Normal"
"18PG8",18,0.711124557286137,1.0962912620899,0.67740485955681,183.302353219415,273.518460769273,7.11421005843188e-39,"Normal",0.136930431748569,"Gamma"
"18RC3",18,0.799825821469673,0.941093446463512,0.573338934598551,149.182475249091,264.022901270321,1.62112984217262e-49,"Normal",0.439828958494532,"Neither"
"18RN",18,0.817066201674045,1.8334232816136,0.857923698042355,165.049793318556,262.881124777353,3.64997146705317e-42,"Normal",0.240623585001217,"Gamma"
"18TM5",18,0.730626117922998,0.828936293256864,0.598372366394377,174.180902275428,271.379058980505,6.85295760212634e-42,"Normal",0.544669341661268,"Neither"
"18TR1",18,0.717278572321519,0.952060324224736,0.465133989243111,264.347784734315,434.396758830732,2.07817610998527e-73,"Normal",1.48241947864506,"Neither"
"18WN",18,0.869927271814569,0.984934944044483,0.949660351878337,157.420227868615,264.022901270321,5.90757344169126e-46,"Normal",0.00116064215241089,"Gamma"
