"participant","condition","efficacy","latency","precision","val","valGuessing","pLRtest","model","BF","favouredModel"
"18AH2",2,0,4.39661689357815,4.12593982726165,262.705016896995,262.705016896995,1,"Gamma",1,"Neither"
"18GL7",2,0.423089470058777,1.7020739870799,0.628541849932497,232.744924465539,265.76767458695,2.99706378687445e-14,"Gamma",4.55409247381978e-15,"Gamma"
"18HB9",2,0.36273530883583,4.00146764552949,0.313232112513018,220.104218005137,246.956863389235,1.29677572402959e-11,"Gamma",128.680377065532,"Normal"
"18JC",2,0,6.77846056221671,1.70910511527446,262.470144968831,262.470144968831,1,"Gamma",3.26178016075813e+24,"Normal"
"18JG",2,0.705781231312228,3.23990833653652,0.29116571549035,170.360733022267,263.434822869152,4.14591479496492e-40,"Gamma",11.5339861380045,"Normal"
"18LS4",2,0.428051616150038,2.23832230166655,0.533147194075235,242.160397131085,275.905526841758,1.47073569060219e-14,"Gamma",2.21144618581807e-15,"Gamma"
"18PF6",2,0.586727459046769,2.07150129284894,0.226371753423082,188.96989906578,264.91538100762,1.02999195923533e-32,"Gamma",1.04062982099506e-33,"Gamma"
"18PG8",2,0,3.69103218832672,1.72085790605916,262.298439002236,262.298439002236,1,"Gamma",1,"Neither"
"18RC3",2,0,7.37935139807066,1.3872229100988,268.136757526939,268.136757526939,1,"Gamma",8.21823420656299e+25,"Normal"
"18RN",2,0.417596324828263,8,0.215448119517981,234.693628311003,272.326343883581,3.17845794118698e-16,"Gamma",58.7090317591784,"Normal"
"18TM5",2,0.660315561338825,0.991145309695793,1.02146652066419,200.14225040474,266.083147118777,2.12579463380922e-28,"Gamma",2.48287869684882,"Neither"
"18TR1",2,0.442579228853208,2.75675178799793,0.26148456504335,322.527750743868,386.326807314778,1.78093653660249e-27,"Gamma",1746095476461769984,"Normal"
"18WN",2,0,3.99468992515978,3.07700478675149,267.182625707787,267.182625707787,1,"Gamma",1,"Neither"
"18AH2",6,0.651509511701816,2.15928254549896,0.322767271841393,186.971646671898,271.289243192661,2.50784156381857e-36,"Gamma",3.30734281799205e-37,"Gamma"
"18GL7",6,0.567449541118588,3.00070092177009,0.32727790677297,203.924336436606,266.98267648039,3.7139901603416e-27,"Gamma",1.13648037246511,"Neither"
"18HB9",6,0.595322279460105,2.13383909744467,0.69243552284563,218.734403215657,272.573203334513,3.46806707525545e-23,"Gamma",4.15055521898457e-24,"Gamma"
"18JC",6,0.716645367656203,2.59472319107814,0.469843226340177,180.325202974041,265.697864080238,8.78537674868073e-37,"Gamma",1.05592569310437,"Neither"
"18JG",6,0.733243177870311,3.56309190038143,0.314875482922556,176.030842233988,278.462107205547,3.75355513210711e-44,"Gamma",1.4282481601926,"Neither"
"18LS4",6,0,6.64307061721504,2.85578592578697,256.64630502873,256.64630502873,1,"Gamma",1.84799029189891e+44,"Normal"
"18PF6",6,0.612690634070065,1.55895190095204,0.325254441520225,181.111866710872,258.452138393228,2.57623596516695e-33,"Gamma",57199.8748003733,"Normal"
"18PG8",6,0,3.47238190008793,4.06592138269916,261.553498731031,261.553498731031,1,"Gamma",1,"Neither"
"18RC3",6,0,7.45092315823489,1.28948216843175,261.034523302646,261.034523302646,1,"Gamma",1,"Neither"
"18RN",6,0.683180009598846,2.76851283961807,0.554400044962932,191.69356854215,263.778447998882,4.76752984593653e-31,"Gamma",22.6570668955082,"Normal"
"18TM5",6,0,5.7176367320352,0.828796029072291,265.22060154045,265.22060154045,1,"Gamma",6.01388502420967e+47,"Normal"
"18TR1",6,0.606665360802451,3.42421226211161,0.202812045839417,249.395464123702,352.243504858479,2.47920626456723e-44,"Gamma",2.15607286736518e-45,"Gamma"
"18WN",6,0.795519156533271,2.12338762752273,0.397745594336133,152.282952504207,263.778447998882,4.53043519927766e-48,"Gamma",1.61568997430547,"Neither"
"18AH2",18,0,7.05869404954258,2.43242243199426,261.90162794257,261.90162794257,1,"Gamma",1,"Neither"
"18GL7",18,0,4.61796132803365,3.67615037420004,265.822445938762,265.822445938762,1,"Gamma",5.88849317778459e+30,"Normal"
"18HB9",18,0.584245450047387,2.65821649773583,0.545254248040719,226.049275154233,283.763311420373,7.44600043520312e-25,"Gamma",1.83586657061818,"Neither"
"18JC",18,0,6.33050063468623,4.73027713087059,273.460775858295,273.460775858295,1,"Gamma",1,"Neither"
"18JG",18,0,7.8163309401166,4.9590731040132,254.244287227838,254.244287227838,1,"Gamma",1.24977365799312e+51,"Normal"
"18LS4",18,0.738923264326031,2.76811671585189,0.508012518981295,174.045922653296,258.688898601415,1.81474759865614e-36,"Gamma",1.73789131898815e-37,"Gamma"
"18PF6",18,0.739798608675095,1.89328191898015,0.44243266567813,173.473051630844,273.239112390101,5.32423524499739e-43,"Gamma",4.70056790600379e-44,"Gamma"
"18PG8",18,0.72171331091236,2.64402992064739,0.434354632413051,181.314070939905,273.518460769273,9.84712268658056e-40,"Gamma",0.136930431758419,"Gamma"
"18RC3",18,0.812285922071645,2.62803034645154,0.369800143975355,148.361105890753,264.022901270321,7.15543319605202e-50,"Gamma",0.439828958495057,"Neither"
"18RN",18,0,7.51047676210292,3.71932279041503,262.881124777353,262.881124777353,1,"Gamma",1,"Neither"
"18TM5",18,0.736938251394112,2.07134189535271,0.418167737907885,173.573325894437,271.379058980505,3.74412593443906e-42,"Gamma",0.544669341656516,"Neither"
"18TR1",18,0.715534373279141,4.26862976198745,0.220191356587986,264.741460270455,434.396758830732,3.07718143846699e-73,"Gamma",1.48241947885901,"Neither"
"18WN",18,0.907548436608928,1.0297588341608,1.20064577047018,150.661446021247,264.022901270321,7.06864718256888e-49,"Gamma",0.00116064215241076,"Gamma"
"18AH2",2,0,5.21522912380809,1.76495224672608,262.705016896995,262.705016896995,1,"Normal",1,"Neither"
"18GL7",2,0,6.47611478413455,0.96259724581847,265.76767458695,265.76767458695,1,"Normal",4.55409247381978e-15,"Gamma"
"18HB9",2,0.565442362950661,0.449130554430257,1.47756312007917,215.246886372513,246.956863389235,1.09213877984464e-13,"Normal",128.680377065532,"Normal"
"18JC",2,0.855085685215821,0.114093407404241,2.08964919054881,206.02582962905,262.470144968831,2.62184928374506e-24,"Normal",3.26178016075813e+24,"Normal"
"18JG",2,0.754284645826386,0.842977085294822,0.674738230426244,167.915435028912,263.434822869152,3.64093995093527e-41,"Normal",11.5339861380045,"Normal"
"18LS4",2,0,6.31267385242181,3,275.905526841758,275.905526841758,1,"Normal",2.21144618581807e-15,"Gamma"
"18PF6",2,0,8.18339927503323,1.20184166319041,264.91538100762,264.91538100762,1,"Normal",1.04062982099506e-33,"Gamma"
"18PG8",2,0,6.09588997342743,0.813781984240452,262.298439002236,262.298439002236,1,"Normal",1,"Neither"
"18RC3",2,0.696666152127933,0.079425283850508,1.21809080867485,208.465774832816,268.136757526939,1.06943044682976e-25,"Normal",8.21823420656299e+25,"Normal"
"18RN",2,0.640852505629884,0.894106404517117,1.58183005520216,230.621034732986,272.326343883581,5.69221441794411e-18,"Normal",58.7090317591784,"Normal"
"18TM5",2,0.733540028524086,0.693227879051866,1.15734049033678,199.232831752872,266.083147118777,8.61978219905097e-29,"Normal",2.48287869684882,"Neither"
"18TR1",2,0.842683753120456,-0.234997744821194,1.53180516914268,280.523836931085,386.326807314778,1.30947075223739e-45,"Normal",1746095476461769984,"Normal"
"18WN",2,0,8.74185386230238,2.8,267.182625707787,267.182625707787,1,"Normal",1,"Neither"
"18AH2",6,0.0245989034300132,-2.60442399334446,0.162991288120732,270.971150019705,271.289243192661,0.888100631841301,"Normal",3.30734281799205e-37,"Gamma"
"18GL7",6,0.566097333674572,0.953221743319773,0.564544399712247,203.796400342603,266.98267648039,3.27123775884932e-27,"Normal",1.13648037246511,"Neither"
"18HB9",6,0,-2.14391252864152,0.429782505728304,272.573203334513,272.573203334513,1,"Normal",4.15055521898457e-24,"Gamma"
"18JC",6,0.721696510596042,1.10002876990978,0.744737311685101,180.270785157611,265.697864080238,8.3226917394488e-37,"Normal",1.05592569310437,"Neither"
"18JG",6,0.722924752146377,1.1039631409435,0.524099752814497,175.674393603522,278.462107205547,2.63260810762093e-44,"Normal",1.4282481601926,"Neither"
"18LS4",6,0.783115197113283,1.17042873232086,0.631447169028144,154.718462217088,256.64630502873,6.19464942841119e-44,"Normal",1.84799029189891e+44,"Normal"
"18PF6",6,0.734041098588381,0.213745125037884,0.69694709034112,170.157559722311,258.452138393228,4.80853268340826e-38,"Normal",57199.8748003733,"Normal"
"18PG8",6,0,4.37123047793521,0.001,261.553498731031,261.553498731031,1,"Normal",1,"Neither"
"18RC3",6,0,-3.47719949976002,0.284901890692546,261.034523302646,261.034523302646,1,"Normal",1,"Neither"
"18RN",6,0.765769764932505,1.291134274,1.11890767822727,188.573096734668,263.778447998882,2.14866891278336e-32,"Normal",22.6570668955082,"Normal"
"18TM5",6,0.787995606054417,0.756617887575703,0.601300516095768,155.205031203369,265.22060154045,1.97691282829408e-47,"Normal",6.01388502420967e+47,"Normal"
"18TR1",6,0,7.19250228551147,2.02723933105296,352.243504858479,352.243504858479,1,"Normal",2.15607286736518e-45,"Gamma"
"18WN",6,0.808334544702791,0.762560188466648,0.645248118049727,151.803190410096,263.778447998882,2.8099981392612e-48,"Normal",1.61568997430547,"Neither"
"18AH2",18,0,7.53134601689643,1.08065196642716,261.90162794257,261.90162794257,1,"Normal",1,"Neither"
"18GL7",18,0.674859341235461,1.40774189291399,0.830099220818099,194.971893011208,265.822445938762,1.62426006096665e-30,"Normal",5.88849317778459e+30,"Normal"
"18HB9",18,0.57359354764903,1.39291581353677,0.760433745050366,225.441758538631,283.763311420373,4.07678251709884e-25,"Normal",1.83586657061818,"Neither"
"18JC",18,0,6.79769582456814,1.64161932105172,273.460775858295,273.460775858295,1,"Normal",1,"Neither"
"18JG",18,0.829966233934318,1.37406412977921,0.589569414718655,136.589485023829,254.244287227838,9.83473196969315e-51,"Normal",1.24977365799312e+51,"Normal"
