"participant","condition","efficacy","latency","precision","val","valGuessing","pLRtest","model","BF","favouredModel"
"AJ7","twoStreams",0.616512704410517,1.29228781195712,0.690349728038399,330.765353728384,437.281513227945,6.43883020840411e-46,"Gamma",258128.276540026,"Normal"
"AN14","twoStreams",0.642782811017458,2.05041019541202,0.491993247789318,313.281751394276,427.70522951932,2.45534739842453e-49,"Gamma",2103.21142406332,"Normal"
"BB6","twoStreams",0.69521693848326,5.87654835685725,0.102064985712639,264.809706167401,431.227866403781,7.76007175905805e-72,"Gamma",2104589575.05403,"Normal"
"IK4","twoStreams",0.722241201124387,1.87592365867801,0.595869461469047,304.926498249582,442.206318958584,3.18392650025715e-59,"Gamma",129042.008976553,"Normal"
"JA8","twoStreams",0.506000521348254,1.2866888336498,0.483608929926097,349.753759542275,436.107709541228,3.31165679957136e-37,"Gamma",1053901840712673,"Normal"
"LH9","twoStreams",0.687480064115011,1.7101821885322,0.663128861453017,336.276649143898,466.129407158627,5.20603504407186e-56,"Gamma",377.939764450259,"Normal"
"LS2","twoStreams",0.561477650912354,1.83106932699691,0.430095427199106,308.265815437445,398.521695913538,6.83830062763047e-39,"Gamma",322721016.353928,"Normal"
"LT5","twoStreams",0.833180242430681,2.21642789987672,0.393123437176878,233.339796988043,432.427462750541,5.50033591269368e-86,"Gamma",363620.478946851,"Normal"
"RN12","twoStreams",0.448454366212439,3.08744317353464,0.284498808871937,376.893477863675,451.152525271775,5.50085801188009e-32,"Gamma",1.02534918925913,"Neither"
"YZ15","twoStreams",0.529238670626079,2.90356674066027,0.309757668681122,270.316517624434,343.420618790005,1.73244191777502e-31,"Gamma",1109.7677825487,"Normal"
"AJ7","eightStreams",0.82470330974262,2.31441386346149,0.503041923711936,243.946376345421,416.782703357014,1.29021013200276e-74,"Gamma",0.726605560190465,"Neither"
"AN14","eightStreams",0.744302108586946,2.95315796202378,0.579050312785563,285.829053714721,410.479738618655,9.26679292614638e-54,"Gamma",1.55210973360803,"Neither"
"BB6","eightStreams",0.786228321765201,5.95557249593474,0.110388564677851,227.835905487513,444.205470435269,1.79037982383912e-93,"Gamma",1.14306966690789,"Neither"
"IK4","eightStreams",0.684746037062912,3.69946321891114,0.339895683279057,287.508833512725,423.7308615531,9.13458922107208e-59,"Gamma",0.0539832403215412,"Gamma"
"JA8","eightStreams",0.72531548149841,2.76222090275952,0.336296840635053,271.796050280409,426.938910804833,5.9091590550021e-67,"Gamma",1.88777210990291,"Neither"
"LH9","eightStreams",0.807722439524746,2.34745197573389,0.567408839824567,296.33054253855,475.157822087306,3.28231649376089e-77,"Gamma",0.262614553561327,"Gamma"
"LS2","eightStreams",0.867448175070678,3.79841677584878,0.298766413897094,184.337227374594,379.332128019295,3.26111932496166e-84,"Gamma",0.166602454515403,"Gamma"
"LT5","eightStreams",0.898950510702282,3.92103417631047,0.244517785066534,183.269279709212,433.127473028487,5.49710114924573e-108,"Gamma",2.95451143833865,"Neither"
"RN12","eightStreams",0.568600346333626,2.65427808185019,0.399406984759961,347.359876413442,451.238906316647,8.88597379521086e-45,"Gamma",0.456675785526693,"Neither"
"YZ15","eightStreams",0.707238405298419,3.79549225314507,0.315735312911065,283.545470166285,433.317695635507,1.24842453667137e-64,"Gamma",0.376470272041169,"Neither"
"AJ7","twoStreams",0.784974785368231,0.446304767033001,1.28955413744372,318.304141792149,437.281513227945,2.63502720973094e-51,"Normal",258128.276540026,"Normal"
"AN14","twoStreams",0.722752728019059,0.793151488073674,0.913834662430009,305.630530689122,427.70522951932,1.20550166005016e-52,"Normal",2103.21142406332,"Normal"
"BB6","twoStreams",0.860640580222048,0.337699383758487,0.776510398162448,243.342319858552,431.227866403781,3.91648813569092e-81,"Normal",2104589575.05403,"Normal"
"IK4","twoStreams",0.811422545244915,0.885812170130581,1.00230541728667,293.15860496827,442.206318958584,2.57020420158e-64,"Normal",129042.008976553,"Normal"
"JA8","twoStreams",0.732300043631458,0.115970321677335,0.995190382739491,315.162483831836,436.107709541228,3.71269865557714e-52,"Normal",1053901840712673,"Normal"
"LH9","twoStreams",0.729667461299031,0.922882650073527,0.919862665903303,330.341914314283,466.129407158627,1.40836920295774e-58,"Normal",377.939764450259,"Normal"
"LS2","twoStreams",0.712276401490606,0.428649193635385,0.926179186143433,288.673516655943,398.521695913538,2.33537627198589e-47,"Normal",322721016.353928,"Normal"
"LT5","twoStreams",0.913665470239827,0.712821806030139,0.796608531760317,220.535931025608,432.427462750541,1.56030704808094e-91,"Normal",363620.478946851,"Normal"
"RN12","twoStreams",0.448254682452165,0.83846094559447,0.522217907784328,376.868444636652,451.152525271775,5.36575533575503e-32,"Normal",1.02534918925913,"Neither"
"YZ15","twoStreams",0.674748213619263,0.517375610443899,1.03589406003008,263.304611556926,343.420618790005,1.63327884245673e-34,"Normal",1109.7677825487,"Normal"
"AJ7","eightStreams",0.834071541328243,1.08468352147401,0.769796984829304,244.265747852305,416.782703357014,1.77403594668838e-74,"Normal",0.726605560190465,"Neither"
"AN14","eightStreams",0.725066895903164,1.59032678410994,0.834819195286572,285.389438590815,410.479738618655,5.98088522997245e-54,"Normal",1.55210973360803,"Neither"
"BB6","eightStreams",0.79053683212418,0.674389175715474,0.364019409467263,227.702188153633,444.205470435269,1.56677277243446e-93,"Normal",1.14306966690789,"Neither"
"IK4","eightStreams",0.66062560052897,1.2007432716017,0.55754660264771,290.427915157732,423.7308615531,1.67402061106785e-57,"Normal",0.0539832403215412,"Gamma"
"JA8","eightStreams",0.741334771073406,0.854432996635703,0.629839373349864,271.160652924471,426.938910804833,3.13659166251794e-67,"Normal",1.88777210990291,"Neither"
"LH9","eightStreams",0.816506508289991,1.2510832724724,0.865774444625528,297.667610436174,475.157822087306,1.24520557109356e-76,"Normal",0.262614553561327,"Gamma"
"LS2","eightStreams",0.864607677722149,1.12208065847949,0.571622579299598,186.129372190966,379.332128019295,1.94845588196113e-83,"Normal",0.166602454515403,"Gamma"
