"participant","condition","efficacy","latency","precision","val","valGuessing","pLRtest","model","BF","favouredModel"
"CL ","Endogenous",0.693969876761345,6.98751703245811,0.563104041045681,469.368170202926,590.204135573744,4.13948401523203e-52,"Gamma",0.0153895222969563,"Gamma"
"EC ","Endogenous",0.550444583968873,6.51156838233581,0.464802491816786,498.820953822722,590.67413861799,1.39641957753454e-39,"Gamma",160.415100688267,"Normal"
"IT ","Endogenous",0.615122534361064,4.45567011251559,0.709736724264389,493.434831833866,591.854394852365,2.03288314687654e-42,"Gamma",0.0302128807109245,"Gamma"
"KR ","Endogenous",0.508481155925064,7.71547711632353,0.580728202570914,529.363716604632,591.918933330169,6.11831715538718e-27,"Gamma",1.58587150304884,"Neither"
"SH ","Endogenous",0.363019706768921,5.05860722568386,0.705811384491501,552.997099228792,587.405220169671,7.6508074837067e-15,"Gamma",33.4475981338661,"Normal"
"WN ","Endogenous",0.594322885332251,5.46286156038,0.527660652381846,483.504292300399,587.639185826283,6.88833089520961e-45,"Gamma",336929.490687932,"Normal"
"CL ","Exogenous",0.731458669361981,1.02226474036644,1.04774490949143,404.372315096631,584.602633161541,8.10095527604792e-78,"Gamma",0.279353157815557,"Gamma"
"EC ","Exogenous",0.766665872204148,1.29893084707352,0.683708882211895,371.896976728497,587.862329312597,2.67971245620375e-93,"Gamma",0.979098830445096,"Neither"
"IT ","Exogenous",0.827543579281518,2.30668992647201,0.526315939283075,344.001987364623,587.925267917367,2.05321505545882e-105,"Gamma",1689.26921061989,"Normal"
"KR ","Exogenous",0.805438070129176,3.80523460248026,0.418243746026673,358.243825749934,587.925267917367,3.05195020552586e-99,"Gamma",11676.6688613968,"Normal"
"SH ","Exogenous",0.673388488361575,1.70253334114595,0.643032540333551,424.370104208883,585.911966026525,1.0027587220755e-69,"Gamma",7931635.02909683,"Normal"
"WN ","Exogenous",0.772472145261942,1.53507008509747,0.341820040275905,323.872751356341,587.126760502816,8.58423436367005e-114,"Gamma",4.13120506402102e+23,"Normal"
"CL ","Endogenous",0.696906247843148,3.78335475571783,1.50737780461182,473.542238574373,590.204135573744,2.6433275257867e-50,"Normal",0.0153895222969563,"Gamma"
"EC ","Endogenous",0.59093981821665,2.78781779130274,1.2680683713951,493.743188987779,590.67413861799,8.93990467229857e-42,"Normal",160.415100688267,"Normal"
"IT ","Endogenous",0.578384025334386,2.89369140184444,1.23874961853592,496.934318765792,591.854394852365,6.6090450131287e-41,"Normal",0.0302128807109245,"Gamma"
"KR ","Endogenous",0.514948900190945,4.31417536425174,1.57440152395867,528.902582504217,591.918933330169,3.87198828118768e-27,"Normal",1.58587150304884,"Neither"
"SH ","Endogenous",0.490648928427777,2.90432101878809,2.38306690100823,549.487119249464,587.405220169671,2.39813651418655e-16,"Normal",33.4475981338661,"Normal"
"WN ","Endogenous",0.756018052211978,2.41717265093298,1.82504255056281,470.7766633394,587.639185826283,2.16466349003701e-50,"Normal",336929.490687932,"Normal"
"CL ","Exogenous",0.748500172194903,0.801794471363729,0.96521065418073,405.647593595617,584.602633161541,2.88967637002653e-77,"Normal",0.279353157815557,"Gamma"
"EC ","Exogenous",0.777323835176793,0.73647741466066,0.764804870550859,371.91809941964,587.862329312597,2.73678399610669e-93,"Normal",0.979098830445096,"Neither"
"IT ","Exogenous",0.87431804623899,1.09042565412156,0.904079021388899,336.569936069977,587.925267917367,1.23374905909123e-108,"Normal",1689.26921061989,"Normal"
"KR ","Exogenous",0.797011331112138,1.52929646967552,0.690696607353022,348.878477734452,587.925267917367,2.66624577042156e-103,"Normal",11676.6688613968,"Normal"
"SH ","Exogenous",0.761371967037424,0.840162922322829,1.02558322897078,408.483734453788,585.911966026525,1.32459540221e-76,"Normal",7931635.02909683,"Normal"
"WN ","Exogenous",0.931023191449524,0.238475017712405,0.715659188512807,269.494725070009,587.126760502816,2.28170230450667e-137,"Normal",4.13120506402102e+23,"Normal"
