"participant","condition","stream","efficacy","latency","precision","val","valGuessing","pLRtest","model","BF","favouredModel"
"AH","6",2,0.705527363729299,3.64415250698068,0.1,188.643520626315,326.275090640935,2.24260059172864e-59,"Gamma",1.24202773942591,"Neither"
"CW","6",2,0.814002722041073,0.243816027478546,0.616998497835992,127.909945920937,319.455298309714,1.01772524146053e-82,"Gamma",21.0107577151063,"Normal"
"EN","6",2,0.760215014785429,4.14850148784295,0.1,172.921895713432,322.729764054958,1.20485316298347e-64,"Gamma",1.00019459220307,"Neither"
"FJ","6",2,0.738162519163457,4.2679034482421,0.1,179.966188945376,321.057479353108,7.13784724553972e-61,"Gamma",1.35638308768534,"Neither"
"PG","6",2,0.923636190828215,1.77257383147008,0.1,62.0746180777009,319.625516858548,2.54561737458573e-111,"Gamma",107.675604061181,"Normal"
"SM","6",2,0.693689479575928,0.513985726566079,2.43892008550898,243.724392228029,324.943950537102,5.45417033105792e-35,"Gamma",0.000834710927257071,"Gamma"
"AH","8",2,0.656995437825656,4.30239510446024,0.139430231281877,214.914507619856,324.817809624981,2.21067713349951e-47,"Gamma",4.89120182267083,"Normal"
"CW","8",2,0.707214540618868,0.757558481439469,0.507558502180754,192.226886592812,320.897287309949,1.69054706403729e-55,"Gamma",61.9487648032403,"Normal"
"EN","8",2,0.684965163769681,5.95951044494365,0.1,201.237214719082,321.51727264815,7.20079843914947e-52,"Gamma",1.07744247819276,"Neither"
"FJ","8",2,0.862828826189116,4.72813443401237,0.123124528634099,139.869646861845,319.369345088513,1.67866176693741e-77,"Gamma",1967.30129227283,"Normal"
"PG","8",2,0.803627384840977,3.67233372285677,0.1,147.604315706684,319.465668535989,3.41086884694355e-74,"Gamma",220.017578261614,"Normal"
"SM","8",2,0.382807317018577,4.49074658866825,0.140496696071286,286.540311931305,331.000190473185,3.73734812438242e-19,"Gamma",1.57574329703471,"Neither"
"AH","12",2,0.576995528604673,4.11083190412836,0.180346411748408,235.921871691124,323.97877432181,6.09053125514181e-38,"Gamma",1.09416760098763,"Neither"
"CW","12",2,0.498751475513375,5.22026748884109,0.1,255.24401324338,324.471030877771,8.14300230962698e-30,"Gamma",9025.55910850692,"Normal"
"EN","12",2,0.507540067233296,1.70195812272886,0.463643818567285,263.44809827243,323.297678215297,8.95833103552444e-26,"Gamma",20443.3094614333,"Normal"
"FJ","12",2,0.442459708756235,1.45269707789932,0.584850764862263,279.733022986729,324.027917440422,4.39972504684225e-19,"Gamma",1019.67018551965,"Normal"
"PG","12",2,0.629677600809865,5.41669280294026,0.1,220.612442595573,323.467785299336,2.46125564055717e-44,"Gamma",65004.7551056118,"Normal"
"SM","12",2,0.534086225806698,0.778344482085693,5,303.529466937951,328.886478105423,5.62882366979415e-11,"Gamma",0.0384800781541427,"Gamma"
"AH","24",2,0.318082820285873,5.62945421513539,0.369022123682148,309.317232950217,331.41407080376,1.37277302642941e-09,"Gamma",3.01268970366251,"Normal"
"CW","24",2,0.33166686652367,1.56500608187312,0.920528118269772,310.960833750454,331.930448167427,4.13304858319465e-09,"Gamma",7.1431879283302,"Normal"
"EN","24",2,0.0910314773035129,0.698557358672192,1.39247650374559,330.599742367712,333.04307440846,0.180286775641769,"Gamma",55.5889143776643,"Normal"
"FJ","24",2,0.165952291055541,4.74301941811537,0.710222518014859,330.392332465901,334.672954148926,0.035730644970879,"Gamma",1.3313284399003,"Neither"
"PG","24",2,0.415977146921288,2.71309897265645,0.564868800349934,293.683256750421,327.74366092141,1.07789122804219e-14,"Gamma",44.8601567836624,"Normal"
"SM","24",2,0.308674721929674,2.02529553761374,5,338.549337875782,343.480169386869,0.0197794034868127,"Gamma",0.0758312420898641,"Gamma"
"AH","6",1,0.883840501809529,0.413462459863275,0.401980053150878,140.495502740824,325.168777715649,9.64370496427285e-80,"Normal",2.45606981147422,"Neither"
"CW","6",1,0.897145469705244,-0.144140700253413,0.258605087454876,90.1560891829307,317.805359034797,2.31855407294902e-98,"Normal",655418.628871691,"Normal"
"EN","6",1,0.954284899099455,0.183297607229509,0.286181531504077,72.7523840095593,318.10295669292,4.94118493115729e-106,"Normal",2.17992548982278,"Neither"
"FJ","6",1,0.942770328307783,0.266269883822994,0.365818446352305,101.706253298884,320.567329656813,1.49063169239502e-94,"Normal",9.1168932862947,"Normal"
"PG","6",1,0.88571408979179,-0.067756047673319,0.298280974942069,103.736237331932,321.084509639453,6.74331568425792e-94,"Normal",39546.5020177356,"Normal"
"SM","6",1,0.931720529361996,0.268457368676622,0.318719324416379,97.4298184150232,317.867234423196,3.09261659691426e-95,"Normal",1.03220625112973,"Neither"
"AH","8",1,0.837774401087866,0.709401795168981,0.404294446729914,149.466641758184,320.209851633338,1.04006180067091e-73,"Normal",1.30433518737101,"Neither"
"CW","8",1,0.852361971696766,0.0353750072854897,0.419464576266457,145.177080477306,322.377303964318,1.66275487180679e-76,"Normal",790030.940599871,"Normal"
"EN","8",1,0.88456796237802,0.355955270637907,0.428848140048534,138.08520736792,321.148275352319,4.80459215611027e-79,"Normal",10.4106977825025,"Normal"
"FJ","8",1,0.904964877646637,0.437217820292523,0.545121886862355,140.567383000671,318.423398568325,8.64607529115376e-77,"Normal",1779.22125853651,"Normal"
"PG","8",1,0.878913693180222,0.0242505462464218,0.500200343077105,143.609723470557,318.680584364668,1.38991497309897e-75,"Normal",36143658077.4922,"Normal"
"SM","8",1,0.819467728865028,0.347122766134144,0.614071966024448,181.326279930956,322.127119160346,9.53376085900526e-61,"Normal",1378.87183407985,"Normal"
"AH","12",1,0.764985875765826,0.948858594532317,0.711900676261048,205.595363171059,321.305874445061,6.81662728386339e-50,"Normal",13.2895798043392,"Normal"
"CW","12",1,0.709816511966558,0.0786672777773674,0.801880548190235,229.684575749415,324.732912815369,5.81735888917778e-41,"Normal",3386300.78310317,"Normal"
"EN","12",1,0.856682738697511,0.655242980832082,0.575347719168391,161.412064923232,318.807207337778,6.25866936795264e-68,"Normal",8.13486708853181,"Normal"
"FJ","12",1,0.832473937040083,0.793129460219042,1.15930934773965,215.491836367025,319.099012834912,1.16467796460857e-44,"Normal",6264359.84316838,"Normal"
"PG","12",1,0.689785911952974,0.0415417440765678,0.909674512545309,241.401934370413,325.091139213646,4.68383671017062e-36,"Normal",293910939.515222,"Normal"
"SM","12",1,0.802870085280573,0.750603124662709,0.531129502048941,176.410231931651,322.003021196649,8.04199634723753e-63,"Normal",2.49591875063228,"Neither"
"AH","24",1,0.480351750158928,2.38101290772623,1.49291847323266,298.696025624179,328.83204737927,5.14190817196118e-13,"Normal",10.2207082088328,"Normal"
"CW","24",1,0.618292534224628,-0.0692478758671471,2.03580325910224,289.714594182252,326.119933889751,1.06720015241868e-15,"Normal",6248366.50607588,"Normal"
"EN","24",1,0.717114457416929,1.31084654789772,1.52322251992162,259.271781684864,322.036928081157,4.96794584612187e-27,"Normal",5835.13446638944,"Normal"
"FJ","24",1,0.457981487777472,2.49973817744063,3,318.415017926958,331.183345041677,1.19237410933832e-05,"Normal",2.02371576851811,"Neither"
"PG","24",1,0.45721579564887,0.0910428433197979,2.54520315827512,318.722962926677,333.964286056785,1.09231582676295e-06,"Normal",566.292609894625,"Normal"
"SM","24",1,0.462644090578109,1.94341625581491,1.24229741084741,294.673511173271,327.505448382194,3.61695576181887e-14,"Normal",2.96622146432365,"Neither"
"AH","6",2,0.71430214193084,0.236501301131583,0.32303685587293,188.426775308572,326.275090640935,1.80700719659586e-59,"Normal",1.24202773942591,"Neither"
"CW","6",2,0.840010408590087,0.0497757866503855,0.313400741574134,124.864911342232,319.455298309714,4.88198127100861e-84,"Normal",21.0107577151063,"Normal"
"EN","6",2,0.760001348024843,0.394356384686503,0.190374852231806,172.92170114016,322.729764054958,1.20461953068642e-64,"Normal",1.00019459220307,"Neither"
"FJ","6",2,0.747865553114245,0.317381302713938,0.358444940100995,179.661367282714,321.057479353108,5.2680541636166e-61,"Normal",1.35638308768534,"Neither"
"PG","6",2,0.954286243078217,-1.27399476101718e-07,0.264680503267877,57.3954950367353,319.625516858548,2.38545112101771e-113,"Normal",107.675604061181,"Normal"
"SM","6",2,0.627123591065829,0.615362827850185,0.836543464696261,250.812817315983,324.943950537102,6.24616481891019e-32,"Normal",0.000834710927257071,"Gamma"
"AH","8",2,0.69828922309958,0.529493413210019,0.535283789173401,213.327069575059,324.817809624981,4.55193452387828e-48,"Normal",4.89120182267083,"Normal"
"CW","8",2,0.74281849311844,0.176228786883355,0.462303819961653,188.100578923544,320.897287309949,2.77202470478905e-57,"Normal",61.9487648032403,"Normal"
"EN","8",2,0.693694904358101,0.592361998231915,0.3950418125208,201.162624562019,321.51727264815,6.6852872901772e-52,"Normal",1.07744247819276,"Neither"
"FJ","8",2,0.92823458844701,0.480259053302844,0.548282302309511,132.285228881687,319.369345088513,8.71024303119988e-81,"Normal",1967.30129227283,"Normal"
"PG","8",2,0.851323195941931,0.163116517182036,0.404884823742198,142.210608262335,319.465668535989,1.57427184239175e-76,"Normal",220.017578261614,"Normal"
"SM","8",2,0.417481012390521,0.574356925567961,0.576435278045859,286.085584835728,331.000190473185,2.38363569590593e-19,"Normal",1.57574329703471,"Neither"
"AH","12",2,0.58039861351315,0.744512819370367,0.436039498044844,235.831877798687,323.97877432181,5.56917237260072e-38,"Normal",1.09416760098763,"Neither"
"CW","12",2,0.61470047255608,0.272070863431749,0.701105434670808,246.136197511017,324.471030877771,9.58942626359762e-34,"Normal",9025.55910850692,"Normal"
"EN","12",2,0.636977463788842,0.431409968868287,0.975108061472836,253.52268733019,323.297678215297,4.72596785866819e-30,"Normal",20443.3094614333,"Normal"
"FJ","12",2,0.545914527876663,0.519168372776554,1.0054820651588,272.805788480268,324.027917440422,4.63313380090387e-22,"Normal",1019.67018551965,"Normal"
"PG","12",2,0.750475409829482,0.304434863055577,0.680302574792881,209.5302268939,323.467785299336,3.98317210205617e-49,"Normal",65004.7551056118,"Normal"
"SM","12",2,0.602842227675639,2.57541737969971,2.97165275070182,306.787081560105,328.886478105423,1.36934092257212e-09,"Normal",0.0384800781541427,"Gamma"
"AH","24",2,0.386664841354801,1.71525515849955,1.27233573737574,308.214399681213,331.41407080376,4.66424517822139e-10,"Normal",3.01268970366251,"Normal"
"CW","24",2,0.416697508014297,1.01164750555951,1.52551800640156,308.994674585187,331.930448167427,6.03959301526709e-10,"Normal",7.1431879283302,"Normal"
"EN","24",2,0.161622399485704,-0.342268969233522,0.855277730279885,326.581758568032,333.04307440846,0.00480694147549491,"Normal",55.5889143776643,"Normal"
"FJ","24",2,0.178394481703581,3.20687647430817,1.52563614074251,330.10615519517,334.672954148926,0.0275663663318909,"Normal",1.3313284399003,"Neither"
"PG","24",2,0.453888706036046,1.40532189535374,0.963981949296639,289.879706726381,327.74366092141,2.52980532329289e-16,"Normal",44.8601567836624,"Normal"
"SM","24",2,0.182348303809674,4,2.81686722956531,341.128582782258,343.480169386869,0.194867998398413,"Normal",0.0758312420898641,"Gamma"
