RECORDING_SESSION_LABEL	CURRENT_FIX_BLINK_AROUND	CURRENT_FIX_START	CURRENT_FIX_END	CURRENT_FIX_X	CURRENT_FIX_Y	TRIAL_INDEX
BN12	NONE	7	3800	511.40	386.90	42
BN12	AFTER	7	798	512.00	392.00	43
BN12	BEFORE	987	3800	511.30	392.70	43
BN12	AFTER	7	705	512.40	380.50	44
BN12	BEFORE	896	3800	512.70	371.20	44
BN12	NONE	7	835	505.30	386.10	45
BN12	NONE	852	998	489.50	355.50	45
BN12	AFTER	1014	1147	504.90	379.40	45
BN12	BEFORE	1345	3800	510.60	389.60	45
BN12	NONE	68	525	517.10	397.90	46
BN12	NONE	547	776	506.70	321.10	46
BN12	AFTER	798	1180	511.00	380.30	46
BN12	BEFORE	1385	3804	521.60	426.70	46
BN12	NONE	7	539	512.40	388.50	47
BN12	NONE	561	851	496.40	335.30	47
BN12	NONE	863	1040	503.20	318.80	47
BN12	NONE	1064	3800	514.30	383.80	47
BN12	NONE	7	3803	514.10	377.10	48
BN12	NONE	7	3799	516.30	381.40	49
BN12	NONE	7	3803	511.70	395.70	50
BN12	NONE	7	3516	514.90	381.10	51
BN12	NONE	3535	3799	527.10	417.40	51
BN12	NONE	7	3801	509.50	384.30	52
BN12	NONE	7	3800	509.40	384.90	53
BN12	NONE	7	3800	509.50	392.30	54
BN12	NONE	7	3800	508.60	386.90	55
BN12	NONE	7	3802	507.60	386.40	56
BN12	NONE	7	3806	505.70	386.00	57
BN12	NONE	74	464	521.10	399.20	58
BN12	NONE	486	688	510.70	344.90	58
BN12	NONE	706	3802	522.10	377.30	58
BN12	NONE	7	3797	500.50	390.00	59
BN12	NONE	7	3479	516.10	382.30	60
BN12	NONE	3507	3798	596.90	384.60	60
BN12	NONE	7	3800	513.50	387.20	61
BN12	AFTER	7	284	513.50	390.80	62
BN12	BEFORE	519	3805	513.00	393.30	62
BN12	NONE	7	3800	510.00	377.20	63
BN12	NONE	7	3799	514.60	382.00	64
BN12	NONE	7	3800	507.90	400.20	65
BN12	NONE	7	3805	517.60	388.20	66
BN12	NONE	7	3804	513.00	388.30	67
BN12	NONE	7	3800	513.90	390.60	68
BN12	NONE	7	3799	516.80	383.90	69
BN12	AFTER	7	1006	512.30	388.30	70
BN12	BEFORE	1249	3806	517.50	390.20	70
BN12	NONE	7	3801	507.90	387.90	71
BN12	NONE	7	3800	522.80	383.70	72
BN12	AFTER	7	954	513.60	385.80	73
BN12	BEFORE	1152	3798	507.00	390.10	73
BN12	NONE	7	604	511.40	384.50	74
BN12	NONE	627	866	489.50	330.00	74
BN12	NONE	879	994	506.00	317.10	74
BN12	NONE	1018	3805	517.60	377.00	74
BN12	NONE	7	3801	516.00	388.00	75
BN12	NONE	7	3801	508.80	375.10	76
BN12	NONE	7	3798	516.40	380.10	77
BN12	NONE	7	3802	516.40	374.60	78
BN12	NONE	7	3796	510.00	382.60	79
BN12	NONE	7	3805	507.60	390.30	80
BN12	NONE	7	3799	520.00	387.40	81
BN12	NONE	7	3813	509.30	382.60	82
BN12	NONE	7	3803	510.50	384.80	83
BN12	NONE	7	3687	515.80	373.90	84
BN12	NONE	7	3804	515.90	388.50	85
BN12	NONE	7	3802	514.90	385.50	86
BN12	NONE	7	3804	507.80	386.60	87
BN12	NONE	7	3807	517.50	386.30	88
BN12	NONE	7	3803	509.00	389.00	89
BN12	NONE	7	3800	510.70	385.90	90
BN12	NONE	7	3803	511.50	382.80	91
BN12	NONE	7	835	515.10	385.90	92
BN12	NONE	1039	3797	518.70	377.50	92
BN12	NONE	7	306	510.50	385.80	93
BN12	NONE	325	498	480.50	360.10	93
BN12	NONE	516	3803	510.30	387.10	93
BN12	NONE	7	3803	509.90	382.40	94
BN12	NONE	7	3802	506.20	386.40	95
BN12	NONE	7	3799	510.90	385.70	96
BN12	NONE	7	3711	510.90	388.50	97
BN12	NONE	3726	3803	544.70	387.40	97
BN12	NONE	7	3800	510.80	390.40	98
BN12	NONE	7	3803	515.00	384.20	99
BN12	NONE	7	3805	514.00	385.20	100
BN12	NONE	148	3814	515.10	386.60	101
BN12	NONE	7	3797	510.90	385.40	102
BN12	NONE	7	3798	515.90	387.90	103
BN12	NONE	7	3810	509.90	384.20	104
BN12	NONE	7	3800	512.50	385.80	105
BN12	AFTER	7	495	504.50	379.30	106
BN12	BEFORE	715	3800	507.50	386.20	106
BN12	NONE	7	3804	516.40	382.10	107
BN12	NONE	7	3801	514.10	386.60	108
BN12	NONE	7	3803	516.20	390.10	109
BN12	NONE	7	3804	511.50	387.80	110
BN12	NONE	7	3799	514.00	381.90	111
BN12	NONE	7	3798	510.60	391.90	112
BN12	NONE	7	3799	510.80	384.20	113
BN12	NONE	7	3812	511.00	382.30	114
BN12	NONE	7	3803	508.10	391.90	115
BN12	NONE	7	3799	515.80	377.40	116
BN12	NONE	7	3799	516.00	384.90	117
BN12	NONE	7	3798	509.40	386.30	118
BN12	NONE	7	3814	528.60	370.60	119
BN12	NONE	7	3798	508.40	386.00	120
BN12	NONE	7	3799	515.00	384.10	121
BN12	NONE	7	3803	515.60	389.60	122
BN12	AFTER	7	984	502.40	386.00	123
BN12	BEFORE	1211	3801	502.00	387.80	123
BN12	NONE	7	3805	504.70	372.00	124
BN12	NONE	7	3796	505.00	389.80	125
BN12	NONE	7	3804	515.50	385.90	126
BN12	NONE	7	3813	515.10	386.50	127
BN12	NONE	7	3802	506.30	381.50	128
BN12	NONE	7	3804	505.00	388.20	129
BN12	NONE	7	3800	510.90	381.50	130
BN12	NONE	7	3802	518.40	383.80	131
BN12	NONE	7	3800	515.70	397.10	132
BN12	NONE	7	3810	514.80	381.90	133
BN12	NONE	164	3813	517.90	381.30	134
BN12	NONE	7	3797	514.50	386.40	135
BN12	AFTER	7	301	515.40	381.30	136
BN12	BEFORE	530	3811	511.20	376.60	136
BN12	NONE	7	3797	512.00	389.90	137
BN12	AFTER	7	1183	511.20	377.30	138
BN12	BEFORE	1361	3813	508.30	376.50	138
BN12	NONE	7	3808	522.50	394.00	139
BN12	NONE	7	211	545.00	370.80	140
BN12	AFTER	222	1675	522.80	361.20	140
BN12	BEFORE	2130	2215	285.20	56.70	140
BN12	NONE	7	3799	508.60	405.10	141
BN12	NONE	7	3805	514.40	390.90	142
BN12	NONE	7	3809	514.60	384.00	143
BN12	NONE	7	3800	511.90	382.60	144
BN12	NONE	7	3800	513.20	379.00	145
BN12	NONE	7	3812	508.10	388.20	146
BN12	NONE	7	3802	522.00	380.60	147
BN12	NONE	7	3813	503.30	384.90	148
BN12	NONE	7	3795	518.40	376.40	149
BN12	NONE	7	3799	508.20	386.10	150
BN12	NONE	7	3798	514.70	382.80	151
BN12	NONE	7	3799	514.70	391.50	152
BN12	NONE	7	3799	513.80	390.40	153
BN12	NONE	9	1045	510.20	407.60	154
BN12	NONE	1055	1732	516.10	403.70	154
BN12	NONE	1742	3800	499.10	378.30	154
BN12	NONE	7	3814	508.10	383.60	155
BN12	NONE	7	3813	514.20	385.80	156
BN12	NONE	7	3799	513.60	381.10	157
BN12	AFTER	7	3207	507.60	387.10	158
BN12	BEFORE	3415	3799	507.90	409.00	158
BN12	NONE	7	3814	517.50	383.10	159
BN12	NONE	7	3815	514.20	378.30	160
BN12	NONE	7	3812	506.90	388.60	161
BN12	NONE	7	3800	510.10	378.60	162
BN12	NONE	7	3805	511.30	387.90	163
BN12	NONE	7	3798	511.30	384.70	164
BN12	NONE	7	3798	509.50	385.70	165
BN12	NONE	7	3802	513.70	386.20	166
BN12	NONE	7	3806	510.60	386.20	167
BN12	NONE	7	3802	507.40	383.60	168
BN12	NONE	7	3806	520.10	378.80	169
BN12	NONE	7	3807	511.40	380.60	170
BN12	NONE	7	3819	513.00	383.70	171
BN12	NONE	7	3799	511.70	385.00	172
BN12	NONE	7	3797	519.40	389.90	173
BN12	NONE	7	3799	505.80	382.60	174
BN12	NONE	7	3802	516.20	378.40	175
BN12	NONE	7	3809	518.60	384.00	176
BN12	NONE	7	3799	511.60	386.40	177
BN12	NONE	7	3803	515.50	390.00	178
BN12	NONE	7	3198	510.90	388.60	179
BN12	NONE	3353	3800	511.20	396.40	179
BN12	NONE	7	3800	511.50	385.80	180
BN12	NONE	7	3810	505.40	385.80	181
BN12	NONE	7	3799	513.20	379.50	182
BN12	NONE	7	3561	506.30	391.10	183
BN12	NONE	3571	3692	522.60	388.90	183
BN12	AFTER	7	862	512.00	395.00	184
BN12	BEFORE	1091	3813	513.40	382.10	184
BN12	NONE	7	3799	512.10	380.10	185
BN12	AFTER	7	3340	515.20	387.10	186
BN12	BEFORE	3544	3687	570.90	425.90	186
BN12	NONE	7	35	519.30	385.70	187
BN12	NONE	56	89	521.10	385.60	187
BN12	NONE	114	165	520.50	385.20	187
BN12	AFTER	213	2889	505.50	391.90	187
BN12	BEFORE	3491	3560	515.90	400.50	187
BN12	NONE	3626	3806	634.00	428.30	187
BN12	NONE	7	3773	510.20	377.90	188
BN12	NONE	7	3813	508.30	374.00	189
BN12	NONE	7	3797	515.70	379.70	190
BN12	AFTER	7	3304	507.30	383.80	191
BN12	BEFORE	3590	3797	511.50	377.90	191
BN12	NONE	7	3808	519.80	385.20	192
BN12	NONE	7	3740	517.90	378.30	193
BN12	NONE	3766	3799	579.40	382.10	193
BN12	NONE	7	3799	513.20	392.20	194
BN12	NONE	7	2658	512.00	390.00	195
BN12	NONE	2706	2734	515.90	380.70	195
BN12	NONE	3320	3349	512.40	376.00	195
BN12	NONE	7	3713	511.00	383.80	196
BN12	NONE	3728	3798	488.40	377.20	196
BN12	NONE	7	3799	514.00	389.30	197
BN12	NONE	7	3799	512.80	392.80	198
BN12	NONE	7	3799	508.30	382.70	199
BN12	AFTER	7	1335	511.30	385.50	200
BN12	BEFORE	1549	1692	528.00	470.20	200
BN12	NONE	1715	3809	507.40	384.10	200
BN12	NONE	7	3807	517.90	377.30	201
BN12	NONE	7	3442	518.60	378.90	202
BN12	NONE	3743	3797	517.50	365.40	202
BN12	NONE	7	3802	510.60	388.10	203
BN12	NONE	7	3807	513.30	380.60	204
BN12	NONE	7	3804	517.20	384.10	205
BN12	NONE	7	3799	512.10	376.50	206
BN12	NONE	7	3798	513.30	393.00	207
BN12	NONE	7	3798	508.10	396.30	208
BN12	NONE	7	3805	515.80	385.90	209
BN12	NONE	7	3798	513.50	375.20	210
BN12	NONE	7	3796	510.10	385.40	211
BN12	NONE	7	3102	507.00	389.10	212
BN12	NONE	3110	3532	517.60	389.90	212
BN12	NONE	3572	3799	676.30	407.70	212
BN12	NONE	191	295	551.80	425.60	213
BN12	NONE	353	2814	506.20	395.10	213
BN12	AFTER	2838	2936	561.80	412.20	213
BN12	BEFORE	3282	3348	563.60	405.60	213
BN12	NONE	3521	3799	505.90	394.80	213
BN12	NONE	7	3267	510.60	380.70	214
BN12	NONE	3289	3339	516.00	372.10	214
BN12	NONE	3361	3608	514.90	370.50	214
BN12	NONE	3652	3703	518.30	369.90	214
BN12	NONE	7	3811	512.90	386.50	215
BN12	NONE	7	3798	508.60	379.10	216
BN12	NONE	7	3807	503.50	386.90	217
BN12	NONE	7	3811	507.70	376.60	218
BN12	NONE	7	3809	505.80	385.60	219
BN12	NONE	7	3799	507.60	389.00	220
BN12	NONE	7	3569	509.80	387.70	221
BN12	NONE	7	3801	509.30	390.60	222
BN12	NONE	7	3803	512.00	391.50	223
BN12	NONE	7	3799	505.50	389.90	224
BN12	NONE	7	3799	512.80	368.80	225
BN12	NONE	7	3800	518.80	378.70	226
BN12	NONE	7	3809	513.50	375.50	227
BN12	NONE	7	3800	514.40	389.50	228
BN12	NONE	7	3810	513.80	382.90	229
BN12	AFTER	7	3378	511.50	389.10	230
BN12	BEFORE	3592	3804	517.40	424.80	230
BN12	NONE	7	3800	511.80	387.40	231
BN12	NONE	7	3798	514.80	386.20	232
BN12	NONE	7	3802	510.10	380.80	233
BN12	NONE	7	3800	513.10	384.90	234
BN12	NONE	7	3802	511.30	386.30	235
BN12	NONE	7	3264	515.80	381.10	236
BN12	NONE	3490	3800	514.40	417.60	236
BN12	NONE	7	3800	508.10	385.20	237
BN12	AFTER	7	3477	519.70	383.80	238
BN12	BEFORE	3749	3800	534.90	467.30	238
BN12	NONE	7	3797	510.90	380.50	239
BN12	AFTER	7	3060	507.50	380.90	240
BN12	BEFORE	3294	3800	509.50	408.50	240
