Group,Estimate
2,NaN
2,NaN
2,NaN
2,NaN
2,NaN
2,NaN
2,NaN
2,NaN
2,NaN
2,NaN
2,NaN
2,NaN
2,NaN
6,NaN
6,NaN
6,NaN
6,NaN
6,NaN
6,NaN
6,NaN
6,NaN
6,NaN
6,NaN
6,NaN
6,NaN
6,NaN
18,NaN
18,NaN
18,NaN
18,NaN
18,NaN
18,NaN
18,NaN
18,NaN
18,NaN
18,NaN
18,NaN
18,NaN
18,NaN
