"experimentPhase"	"trialnum"	"subject"	"nStreams"	"ring"	"crowded"	"resp0"	"button0"	"cuePos0"	"answer0"	"correct0"	"pairAngle0"	"whichStreamCuedAngle0"	"whichRespCue0"	"whichInPair0"	"cuedStream0"	"responsePosRelative0"	"streamLtrSequence0"	"streamLtrSequence1"	"streamLtrSequence2"	"streamLtrSequence3"	"streamLtrSequence4"	"streamLtrSequence5"	"streamLtrSequence6"	"streamLtrSequence7"	"streamLtrSequence8"	"streamLtrSequence9"	"streamLtrSequence10"	"streamLtrSequence11"	"streamLtrSequence12"	"streamLtrSequence13"	"streamLtrSequence14"	"streamLtrSequence15"	"streamLtrSequence16"	"streamLtrSequence17"	"timingBlips"	"responsePos"
"main"	1	"WN"	2	2	"Yes"	"M"	0	10	"K"	"False"	0	180	0	1	1	1	"AEYPQGXHDZFUNIMTLJKRVBSO"	"SUYZFHVDOIKMJGRNEQLPTBAX"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	11
"main"	13	"WN"	2	2	"Yes"	"P"	0	6	"N"	"False"	120	300	0	1	1	10	"UIXSQDHOMVKPLENBGYFTJRAZ"	"KDALOQNRTHSFMXZBPUIGEYJV"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	16
"main"	16	"WN"	2	2	"Yes"	"S"	0	10	"G"	"False"	60	60	0	0	0	-1	"DTRXVBUNLSGPHFOIJQEKZYMA"	"JPGEMABTXHFUVSLKNZYRIQOD"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	9
"main"	17	"WN"	2	2	"Yes"	"D"	0	7	"V"	"False"	0	180	0	1	1	1	"FGUANZDSOHIBLTRXEVMPKJQY"	"ZEGRAPSVDOQIHJMUNYBTLKFX"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	8
"main"	27	"WN"	2	2	"Yes"	"P"	0	6	"A"	"False"	120	120	0	0	0	-2	"EHZOPJADNBYGITXRMKSFULVQ"	"VDXJEZKLUIFYAPQOHRMTBSNG"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	4
"main"	33	"WN"	2	2	"Yes"	"V"	0	7	"V"	"True"	60	240	0	1	1	0	"TVJASOREFBDXPHLQNIZYGUKM"	"IRFLYGNVBHSDJUKQEXZAMTPO"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	7
"main"	34	"WN"	2	2	"Yes"	"F"	0	6	"R"	"False"	60	240	0	1	1	-4	"TPFVOSXAUNHEJLGIBZMQRYDK"	"HDFOTMREBPZJXKLIVSQYAGUN"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	2
"main"	45	"WN"	2	2	"Yes"	"V"	0	9	"F"	"False"	0	0	0	0	0	-1	"ANEIPLKTVFUQXHGJDMROBYZS"	"EUJLOXYISMHVTAQKNDRBZFGP"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	8
"main"	53	"WN"	2	2	"Yes"	"O"	0	6	"O"	"True"	0	0	0	0	0	0	"YMAKPUOXHGBJFSEIVRZTDQNL"	"QAMEGKDIZUSNJPLHVBOFXTYR"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	6
"main"	70	"WN"	2	2	"Yes"	"G"	0	10	"G"	"True"	60	240	0	1	1	0	"IDOHGTYQANBKMJEVLXRZFPSU"	"KTNXQDZYMFGLOSRUEHJABPVI"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	10
"main"	73	"WN"	2	2	"Yes"	"F"	0	7	"E"	"False"	0	0	0	0	0	2	"NSZGMAUEQFTPKOXLVHRYIBDJ"	"MLYNAQXSJDOBGEIVTZUPFRHK"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	9
"main"	76	"WN"	2	2	"Yes"	"G"	0	6	"B"	"False"	60	60	0	0	0	-1	"YROTXGBMSKVNFLIAJHZEDPUQ"	"KZLXPIHJUBSDGNOAYFVMQRTE"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	5
"main"	77	"WN"	2	2	"Yes"	"Y"	0	8	"V"	"False"	60	60	0	0	0	1	"GKUXTOZEVYNFDBIMSHPJRLAQ"	"TOFQDUMYKISXGREBPHVNAZJL"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	9
"main"	88	"WN"	2	2	"Yes"	"Y"	0	8	"Z"	"False"	120	300	0	1	1	-4	"PFIZUQALHGYSDTMKXVBJERNO"	"PSUVYLARZTEJNKMQIXGDBOFH"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	4
"main"	91	"WN"	2	2	"Yes"	"Y"	0	10	"L"	"False"	120	300	0	1	1	1	"KNJGOLDXQURMTVIZBAPHFESY"	"PGVNFJZBAELYHRIDXMQKTUSO"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	11
"main"	95	"WN"	2	2	"Yes"	"U"	0	8	"S"	"False"	60	240	0	1	1	-5	"QIBFTXYAOPSUGMZDHLRJKVNE"	"GHRUPIYTSZOLDXBANFMEKJQV"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	3
"main"	100	"WN"	2	2	"Yes"	"X"	0	9	"X"	"True"	60	240	0	1	1	0	"ZPOUHLEKVSBGTYXAJIDQNMRF"	"INUVKDJGOXYFHABQPEMZRTSL"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	9
"main"	101	"WN"	2	2	"Yes"	"P"	0	8	"O"	"False"	0	0	0	0	0	-2	"MYIERJPBONHGLSVAFTDZUQXK"	"ARYKHTQUSLOZBGJIVENDMXFP"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	6
"main"	107	"WN"	2	2	"Yes"	"D"	0	9	"O"	"False"	120	300	0	1	1	13	"QHEJBDSYLFVOUNKAPXTGIMZR"	"FVLQEPUBIOZASYXGRKTJMNDH"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	22
"main"	108	"WN"	2	2	"Yes"	"V"	0	10	"A"	"False"	120	120	0	0	0	-1	"SYUJIBXDTVALMENFZQGHPORK"	"QXPVDZJLSKONIYUMBHERATFG"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	9
"main"	109	"WN"	2	2	"Yes"	"K"	0	9	"H"	"False"	0	180	0	1	1	-1	"FVLJMUGBNKZDXIQHRYTPOAES"	"GTDIBSZYKHPQAJMOVXNREFLU"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	8
"main"	121	"WN"	2	2	"Yes"	"J"	0	8	"F"	"False"	0	180	0	1	1	-6	"BNJIVFGSUHOYMKXPDZRELQAT"	"XSJOEKZIFUAQGYVMRDPNLTBH"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	2
