"experimentPhase"	"trialnum"	"subject"	"nStreams"	"ring"	"crowded"	"resp0"	"button0"	"cuePos0"	"answer0"	"correct0"	"pairAngle0"	"whichStreamCuedAngle0"	"whichRespCue0"	"whichInPair0"	"cuedStream0"	"responsePosRelative0"	"streamLtrSequence0"	"streamLtrSequence1"	"streamLtrSequence2"	"streamLtrSequence3"	"streamLtrSequence4"	"streamLtrSequence5"	"streamLtrSequence6"	"streamLtrSequence7"	"streamLtrSequence8"	"streamLtrSequence9"	"streamLtrSequence10"	"streamLtrSequence11"	"streamLtrSequence12"	"streamLtrSequence13"	"streamLtrSequence14"	"streamLtrSequence15"	"streamLtrSequence16"	"streamLtrSequence17"	"timingBlips"	"responsePos"
"main"	27	"IS3SONA"	2	2	"Yes"	"R"	0	7	"L"	"False"	120	120	0	0	0	15	"XBOKNQULDSGZPHTEYFAVMJRI"	"JXVGHOTAYRUQPNBFILMZSDEK"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	22
"main"	37	"IS3SONA"	2	2	"Yes"	"U"	0	7	"O"	"False"	60	60	0	0	0	9	"AEKRGDTOYHXIJBPNULQMFZVS"	"AINLOZVUDXRYPEMGBFTHKSJQ"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	16
"main"	42	"IS3SONA"	2	2	"Yes"	"N"	0	6	"U"	"False"	60	60	0	0	0	3	"ZDREGYUPKNFHVMIBXOSAJTLQ"	"GKNFJBPQEXYHTAOSVRMZLDUI"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	9
"main"	43	"IS3SONA"	2	2	"Yes"	"B"	0	10	"E"	"False"	0	0	0	0	0	11	"JSHYZXIKPLEUGRNDAOQFMBTV"	"BKFETLSDUHAYRIMXNVPQZGJO"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	21
"main"	44	"IS3SONA"	2	2	"Yes"	"Z"	0	9	"Z"	"True"	120	120	0	0	0	0	"KIAMHPBDQZVEXRGYUSONLFTJ"	"GLFEAOUHPTRVXSMZKJIQNYBD"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	9
"main"	48	"IS3SONA"	2	2	"Yes"	"N"	0	9	"G"	"False"	0	180	0	1	1	1	"XDSITAZFLOPKVMGYUHJENBQR"	"IQLYDZASRGNUBFTKXJEVMPHO"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	10
"main"	63	"IS3SONA"	2	2	"Yes"	"Q"	0	8	"G"	"False"	0	0	0	0	0	1	"HZNMIJLPGQDBSEARKFYXTOUV"	"TADBSLNYRQOVPHIJGUXKEFZM"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	9
"main"	68	"IS3SONA"	2	2	"Yes"	"B"	0	6	"R"	"False"	0	180	0	1	1	6	"YSDMZEARJFHPLQVBOUGXNITK"	"NUHPJFRXLAEGBQDZYMVSOKTI"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	12
"main"	79	"IS3SONA"	2	2	"Yes"	"S"	0	7	"S"	"True"	120	300	0	1	1	0	"EITNMDHRXASOGBFPLYJKVUZQ"	"PNUOBMDSVQTHEJZIRYLAFKXG"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	7
"main"	85	"IS3SONA"	2	2	"Yes"	"E"	0	8	"S"	"False"	60	60	0	0	0	15	"MGNABJIXSLUFPDRHOQTZVKYE"	"FTNBPUGJKMXVQAHLZDOSRYEI"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	23
"main"	88	"IS3SONA"	2	2	"Yes"	"B"	0	7	"B"	"True"	0	0	0	0	0	0	"OSMARQUBIPKJDZXHGNYVFLET"	"HOTRXDLSEVFKMPBUNAJIQYZG"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	7
"main"	92	"IS3SONA"	2	2	"Yes"	"Z"	0	8	"B"	"False"	120	120	0	0	0	1	"VHSJRUGQBZFAKXENIMTLYPOD"	"FLDUKJABYIPRNVXMTHQEOZGS"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	9
"main"	97	"IS3SONA"	2	2	"Yes"	"N"	0	10	"M"	"False"	60	240	0	1	1	-10	"FVQOSBEUGIJTYNDRLZKMHPXA"	"NUHVJEPORZMFLXABDQSKTYIG"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	0
"main"	112	"IS3SONA"	2	2	"Yes"	"B"	0	6	"A"	"False"	0	0	0	0	0	-2	"HDQVBPAEYNUGTRLISKFJZOMX"	"QEZYVLNTIJFORDMUGKXSPBHA"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	4
"main"	116	"IS3SONA"	2	2	"Yes"	"B"	0	9	"B"	"True"	60	240	0	1	1	0	"BGOKUEJASZIFVXRHQYMLTPDN"	"FKGHJXINYBAOLDRSVQZUTEPM"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	9
"main"	118	"IS3SONA"	2	2	"Yes"	"N"	0	10	"Q"	"False"	120	300	0	1	1	2	"ZNGBVFPLMHAOIQDJERXUTSYK"	"BIPFRGSEJOQVNKDLHYMUXZAT"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	12
"main"	119	"IS3SONA"	2	2	"Yes"	"M"	0	6	"Z"	"False"	120	120	0	0	0	-1	"BLJIFMZESOPKNYGUHDRAQXTV"	"ZEMRTDGYBIKPNXQLHSAVJUOF"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	5
"main"	121	"IS3SONA"	2	2	"Yes"	"M"	0	10	"M"	"True"	0	180	0	1	1	0	"IRYZPEATMKDHVULSXNQBFGOJ"	"YIFSXEPAJVMBKZQGTDLOHUNR"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	10
"main"	123	"IS3SONA"	2	2	"Yes"	"P"	0	7	"F"	"False"	0	180	0	1	1	1	"LHNVUTOBYAGMDSEPIKFQRXJZ"	"BIGKOADFPYHMZQEVJTXLSRNU"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	8
"main"	132	"IS3SONA"	2	2	"Yes"	"X"	0	6	"Z"	"False"	60	240	0	1	1	-5	"MULBDASHTYKXEOJIGQFNZVPR"	"EXDPBGZKFNQYRAHOJMUIVLTS"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	1
"main"	133	"IS3SONA"	2	2	"Yes"	"H"	0	9	"K"	"False"	60	60	0	0	0	-8	"ZHIBQDMGFKYETXRLOUJASNVP"	"TRPNXJBHZGLSMQUIEVYFADOK"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	1
"main"	136	"IS3SONA"	2	2	"Yes"	"R"	0	6	"M"	"False"	120	300	0	1	1	-2	"HKEOQYVUXGIMNBRDJAZFTSLP"	"FDYZRSMLUXHBEPIGNVKAQOJT"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	4
"main"	145	"IS3SONA"	2	2	"Yes"	"X"	0	8	"Y"	"False"	60	240	0	1	1	-5	"OPRBNZAIDFKHGLUVMQJXYTES"	"TBMXDFPZYAHEVOIRQUSJGKNL"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	3
"main"	172	"IS3SONA"	2	2	"Yes"	"X"	0	9	"I"	"False"	120	300	0	1	1	13	"OSARTQKIYPENJZUFVDLHBMXG"	"NHQJZGYSBIKTOARMFDLVUEXP"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	22
"main"	175	"IS3SONA"	2	2	"Yes"	"A"	0	8	"F"	"False"	0	180	0	1	1	-1	"YJEOBIGVDKTXZUNPQSLAMFHR"	"EZKRMSDAFTGNYVHUPLOQXIJB"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	7
