"experimentPhase"	"trialnum"	"subject"	"nStreams"	"ring"	"crowded"	"resp0"	"button0"	"cuePos0"	"answer0"	"correct0"	"pairAngle0"	"whichStreamCuedAngle0"	"whichRespCue0"	"whichInPair0"	"cuedStream0"	"responsePosRelative0"	"streamLtrSequence0"	"streamLtrSequence1"	"streamLtrSequence2"	"streamLtrSequence3"	"streamLtrSequence4"	"streamLtrSequence5"	"streamLtrSequence6"	"streamLtrSequence7"	"streamLtrSequence8"	"streamLtrSequence9"	"streamLtrSequence10"	"streamLtrSequence11"	"streamLtrSequence12"	"streamLtrSequence13"	"streamLtrSequence14"	"streamLtrSequence15"	"streamLtrSequence16"	"streamLtrSequence17"	"timingBlips"	"responsePos"
"main"	23	"LS2SONA"	2	2	"Yes"	"R"	0	8	"R"	"True"	0	0	0	0	0	0	"FJOKAMGQRTYVPIUNLZHDSBXE"	"XZTHRUDOJSEYVLGQFMNKIBAP"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	8
"main"	24	"LS2SONA"	2	2	"Yes"	"E"	0	8	"E"	"True"	60	60	0	0	0	0	"UYHBAVZFEPKGORXQMTIDJSLN"	"DLNUPTQIABKHZFVMEYJXOSRG"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	8
"main"	33	"LS2SONA"	2	2	"Yes"	"X"	0	9	"V"	"False"	0	0	0	0	0	-9	"XKYGITUOQVBDPZFRLSHMNAEJ"	"NQEAYLJURFDZKBMHPXSIGVOT"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	0
"main"	41	"LS2SONA"	2	2	"Yes"	"I"	0	6	"L"	"False"	60	60	0	0	0	15	"KQBGOVLSMUZEPRFAYTXHDIJN"	"AIHSURXLGMTOZQEYVPJFBKDN"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	21
"main"	64	"LS2SONA"	2	2	"Yes"	"A"	0	8	"A"	"True"	120	300	0	1	1	0	"QKUYIZNXJPOLRSDEHBMTVGFA"	"MFTJRHQBAKPVDLESYINGXOZU"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	8
"main"	71	"LS2SONA"	2	2	"Yes"	"O"	0	9	"S"	"False"	60	60	0	0	0	-1	"JGDQFRTYOSPKNIZXVABLUMEH"	"DQRHZLBSFEOVUKNPMJAYIGXT"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	8
"main"	81	"LS2SONA"	2	2	"Yes"	"M"	0	10	"H"	"False"	0	180	0	1	1	2	"EVJXBPFIGAUYTMHRKNQDLOSZ"	"JIXVSTERAYHQMBZUOGNPLDKF"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	12
"main"	85	"LS2SONA"	2	2	"Yes"	"A"	0	7	"X"	"False"	60	240	0	1	1	2	"PRXANZOFUEYTQLSHVKMIJBGD"	"DLSHKJBXUAGQNTYRZFVOIEMP"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	9
"main"	86	"LS2SONA"	2	2	"Yes"	"K"	0	7	"K"	"True"	0	180	0	1	1	0	"MIKAJVYEULQRBOPDHGSTFNXZ"	"XQRDZOFKHNMPAUJVGBYTILES"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	7
"main"	88	"LS2SONA"	2	2	"Yes"	"K"	0	6	"K"	"True"	120	120	0	0	0	0	"XFTHYZKBNVRMJSUDLOQEAGIP"	"ZOGHLDRMEKQFPUATXYJBSNIV"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	6
