"experimentPhase"	"trialnum"	"subject"	"nStreams"	"ring"	"crowded"	"resp0"	"button0"	"cuePos0"	"answer0"	"correct0"	"pairAngle0"	"whichStreamCuedAngle0"	"whichRespCue0"	"whichInPair0"	"cuedStream0"	"responsePosRelative0"	"streamLtrSequence0"	"streamLtrSequence1"	"streamLtrSequence2"	"streamLtrSequence3"	"streamLtrSequence4"	"streamLtrSequence5"	"streamLtrSequence6"	"streamLtrSequence7"	"streamLtrSequence8"	"streamLtrSequence9"	"streamLtrSequence10"	"streamLtrSequence11"	"streamLtrSequence12"	"streamLtrSequence13"	"streamLtrSequence14"	"streamLtrSequence15"	"streamLtrSequence16"	"streamLtrSequence17"	"timingBlips"	"responsePos"	"eccentricity"
"main"	2	"PB"	2	0	"Yes"	"X"	0	10	"X"	"True"	120	120	0	0	0	0	"BQSPIKHORNXVFLZEUYTJADMG"	"MEYPHZJTBUQLKAGDSFXONVIR"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	1	10	3
"main"	3	"PB"	2	0	"Yes"	"D"	0	8	"D"	"True"	0	180	0	1	1	0	"IHFAUONEMBPZKVRGTQXLYJSD"	"SOEKHTZJDLQGMVIXFANYRBPU"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	2	8	3
"main"	4	"PB"	2	0	"Yes"	"X"	0	10	"D"	"False"	120	300	0	1	1	1	"EBYZHMIDNGJVOQTRAPSXUFLK"	"PJAQEFSGMHDXOBITUKVLYZNR"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	1	11	3
"main"	11	"PB"	2	0	"Yes"	"D"	0	7	"Y"	"False"	0	0	0	0	0	1	"KVQLPRIYDZGHSUFEOJTXNMAB"	"KTULZIXBSOQPNAGVFHRJEMYD"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	2	8	3
"main"	13	"PB"	2	0	"Bouma"	"F"	0	8	"Y"	"False"	120	300	0	1	1	1	"PBTHRQVDSEUKOFNLXGZJMAYI"	"PLHIQKGXYFETMVDSRJNUZBAO"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	3	9	3
"main"	15	"PB"	2	0	"Yes"	"R"	0	9	"J"	"False"	120	300	0	1	1	1	"EFNDQGPBTUMOYARZLSVKIHXJ"	"GSOBITUNYJRKFEQXHAVZLMDP"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	1	10	3
"main"	18	"PB"	2	0	"Bouma"	"U"	0	10	"U"	"True"	120	300	0	1	1	0	"IYDRFAPGTHLJBXVNQKSUOEZM"	"LEMDHOIXAKUTQRFVZSGPYBJN"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	2	10	3
"main"	23	"PB"	2	0	"Bouma"	"X"	0	7	"Z"	"False"	0	0	0	0	0	2	"JBPFYNHZGXKMQIRATLOEVUSD"	"SZDFHYTKXBRLAVOQNJMGPEUI"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	3	9	3
"main"	25	"PB"	2	0	"Bouma"	"K"	0	8	"B"	"False"	120	120	0	0	0	1	"NESZVXLQBKHYAGPORIMUTDFJ"	"EKDPNAUIQSOBFXHYTLVMGZJR"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	1	9	3
"main"	29	"PB"	2	0	"Yes"	"D"	0	6	"P"	"False"	120	300	0	1	1	1	"NGUMDHXOAJSEPLVTIBZFQYKR"	"ZSRYMVPDQBUTOLXNJHGFIEKA"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	3	7	3
"main"	33	"PB"	2	0	"Yes"	"G"	0	9	"J"	"False"	60	240	0	1	1	-1	"TVLSNYRXGPZMUHKBOJIFDEQA"	"VEPUXTHNGJOQYRSIMZDAFLKB"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	4	8	3
"main"	38	"PB"	2	0	"Yes"	"R"	0	10	"R"	"True"	0	180	0	1	1	0	"KIBGTSPUVOZNMFELDXRYAHQJ"	"XBJTYVDOAPRQGSUKLIEFNMHZ"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	4	10	3
"main"	41	"PB"	2	0	"Bouma"	"N"	0	8	"A"	"False"	0	180	0	1	1	3	"AYHBRJUVTFMENXIOKSLZPDGQ"	"QKHYDMELAVZNPXSIOBGTFUJR"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	2	11	3
"main"	43	"PB"	2	0	"Yes"	"R"	0	6	"R"	"True"	120	120	0	0	0	0	"XLHENFRDYBGTQSJAKUOIZVPM"	"HSMZDVLUOQJFXRIPNGABKYTE"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	3	6	3
"main"	49	"PB"	2	0	"Bouma"	"Z"	0	10	"T"	"False"	120	120	0	0	0	1	"AEKLRBXYVSTZOQDUPNGIMFJH"	"NPADVTMEQYUIJRZSFHOBLXKG"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	3	11	3
"main"	55	"PB"	2	0	"Yes"	"A"	0	8	"G"	"False"	60	60	0	0	0	1	"XPYENDZSGAKFRHVTILJUOMBQ"	"SAOFKZPRHMBTXVEGUYNIJDLQ"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	2	9	3
