"experimentPhase"	"trialnum"	"subject"	"nStreams"	"ring"	"crowded"	"resp0"	"button0"	"cuePos0"	"answer0"	"correct0"	"pairAngle0"	"whichStreamCuedAngle0"	"whichRespCue0"	"whichInPair0"	"cuedStream0"	"responsePosRelative0"	"streamLtrSequence0"	"streamLtrSequence1"	"streamLtrSequence2"	"streamLtrSequence3"	"streamLtrSequence4"	"streamLtrSequence5"	"streamLtrSequence6"	"streamLtrSequence7"	"streamLtrSequence8"	"streamLtrSequence9"	"streamLtrSequence10"	"streamLtrSequence11"	"streamLtrSequence12"	"streamLtrSequence13"	"streamLtrSequence14"	"streamLtrSequence15"	"streamLtrSequence16"	"streamLtrSequence17"	"timingBlips"	"responsePos"	"eccentricity"
"main"	45	"CharlieBouma"	2	0	"Bouma"	"P"	0	8	"R"	"False"	60	60	0	0	0	1	"AHEOLVSIRPTNFMJYQXGDBUZK"	"UYLEQVZXPOAKHIMJBGFRSDNT"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	2	9	3
"main"	49	"CharlieBouma"	2	0	"Bouma"	"G"	0	9	"O"	"False"	120	300	0	1	1	-1	"KDVAQRLZBEHJTGIPUMOSYXNF"	"UFIYVSPXGOLKZEAHJNRQDMTB"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	3	8	3
"main"	50	"CharlieBouma"	2	0	"Bouma"	"S"	0	8	"S"	"True"	60	240	0	1	1	0	"VATOXPJUMKGBLFZSQYENIDRH"	"VTZGNFAOSMQPRJEUIXHKBLDY"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	2	8	3
"main"	52	"CharlieBouma"	2	0	"Bouma"	"E"	0	7	"T"	"False"	0	0	0	0	0	1	"NSBKQOGTEHDLRZFYIAMXPJVU"	"BPQRLYNOSITUGEHJXVAFKMZD"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	1	8	3
"main"	65	"CharlieBouma"	2	0	"Bouma"	"E"	0	9	"E"	"True"	60	60	0	0	0	0	"XNZIQKDBFEHRJYGVAPTOSMUL"	"MOPIERZQHAJXBDGSTFLVKYUN"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	1	9	3
"main"	69	"CharlieBouma"	2	0	"Bouma"	"J"	0	6	"T"	"False"	120	120	0	0	0	2	"SVDPGOTNJUAYQHBFRIXMZLKE"	"LMQHVFBAGTSOYIZNPXREUDKJ"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	1	8	3
"main"	70	"CharlieBouma"	2	0	"Bouma"	"K"	0	8	"Z"	"False"	120	120	0	0	0	5	"ADMHVGYFZQEBSKUITJNOLXRP"	"XPOZUVADTFRNEHLGJBIMKSYQ"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	2	13	3
"main"	71	"CharlieBouma"	2	0	"Bouma"	"X"	0	9	"A"	"False"	60	240	0	1	1	8	"XAOMUEITHGKZRSNDLPFBYQVJ"	"EPDITUGLKAZMQNHJFXOSVBRY"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	1	17	3
"main"	75	"CharlieBouma"	2	0	"Bouma"	"J"	0	7	"L"	"False"	60	60	0	0	0	7	"RPSBKVYLZDUEFAJNHQOMGXTI"	"EBTOYSQXKDHJRZNMIVUGLPFA"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	3	14	3
"main"	76	"CharlieBouma"	2	0	"Bouma"	"S"	0	10	"V"	"False"	60	240	0	1	1	-1	"SAILHVUNQKMFYDRZGTPOXEBJ"	"MZLXPJAYGSVIDNTKBRUFHQEO"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	2	9	3
"main"	77	"CharlieBouma"	2	0	"Bouma"	"A"	0	7	"X"	"False"	120	120	0	0	0	-1	"RGSUHJAXZKDBPMEOLYQIVNTF"	"NPBVXMJRSGOUFKEYADIZLHTQ"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	2	6	3
"main"	78	"CharlieBouma"	2	0	"Bouma"	"O"	0	10	"E"	"False"	0	0	0	0	0	8	"ZAFKIYJLBXEDQVNHPMOUTSGR"	"GDREPHTXVNYFKSLZBUQJAIOM"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	2	18	3
"main"	82	"CharlieBouma"	2	0	"Bouma"	"E"	0	6	"A"	"False"	60	60	0	0	0	2	"KMGQOUATEZBJYNVDPFIRXLHS"	"YEPGTUSROKDNBJHQZFIAXVML"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	1	8	3
"main"	93	"CharlieBouma"	2	0	"Bouma"	"L"	0	9	"I"	"False"	0	0	0	0	0	-1	"TSXZKODYLIREAHPGBVNJMFQU"	"ABUTEVIQOYJLSNKPDGHRMXZF"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	1	8	3
"main"	96	"CharlieBouma"	2	0	"Bouma"	"H"	0	6	"H"	"True"	60	240	0	1	1	0	"OSJMXYRFTVKBZDEALNPUGQHI"	"YANUVOHILTSXMKBQERZDJPFG"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	1	6	3
"main"	97	"CharlieBouma"	2	0	"Bouma"	"V"	0	10	"Y"	"False"	120	300	0	1	1	-2	"ORPFLVNZDKHSIGEBXYUQMATJ"	"ZOJHBDSTVLYAPUQKFNGIRXME"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	1	8	3
"main"	101	"CharlieBouma"	2	0	"Bouma"	"H"	0	9	"Z"	"False"	120	300	0	1	1	3	"ELPHKMJXDQFNZTBYRASIVOGU"	"NBFEIQDYSZMTHLOVXARPGKJU"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	2	12	3
"main"	102	"CharlieBouma"	2	0	"Bouma"	"K"	0	7	"L"	"False"	0	180	0	1	1	-2	"EHYNBOAMGVUXPKZFSQLJIRTD"	"IFANQKELXSMBTJZGVUPRHYOD"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	3	5	3
"main"	103	"CharlieBouma"	2	0	"Bouma"	"R"	0	7	"M"	"False"	60	60	0	0	0	2	"VBHZOFQMSRIGKETPDUJNLAXY"	"YZMBPJNTXORGUDQAFELIHSVK"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	2	9	3
"main"	104	"CharlieBouma"	2	0	"Bouma"	"F"	0	6	"F"	"True"	120	300	0	1	1	0	"FVGSYBOTHQXDLPZIJAEUNRMK"	"RLDNZXFKIBAMYEOVGUHSQTJP"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	3	6	3
"main"	113	"CharlieBouma"	2	0	"Bouma"	"U"	0	7	"U"	"True"	60	240	0	1	1	0	"IGPONDXAQSYKBJFZRLMHUTEV"	"VAYHRQFUMTKPLDZBIJNXEGOS"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	1	7	3
"main"	114	"CharlieBouma"	2	0	"Bouma"	"A"	0	10	"A"	"True"	60	60	0	0	0	0	"BIMGTLQNRUAZSJFVDKEYOPXH"	"JGZOATXDUIKMRNEYPFQBVLHS"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	1	10	3
"main"	121	"CharlieBouma"	2	0	"Bouma"	"J"	0	8	"U"	"False"	60	240	0	1	1	-1	"EHVLRQXUGMINOTBZDAKFSYPJ"	"DMELVQOJUTKGHRPXBIFZSAYN"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	1	7	3
"main"	123	"CharlieBouma"	2	0	"Bouma"	"T"	0	6	"X"	"False"	0	180	0	1	1	3	"DQTHIPRFYANVEXJSMGZUOLKB"	"RUFVYNXSOTBDPEAQMHKJGZLI"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	1	9	3
"main"	125	"CharlieBouma"	2	0	"Bouma"	"T"	0	7	"S"	"False"	120	300	0	1	1	-1	"LYNUDSGBRZIOKHEJPAVMTQFX"	"PMOFLVTSHAEBIKDZJYURQXNG"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	2	6	3
"main"	128	"CharlieBouma"	2	0	"Bouma"	"H"	0	9	"I"	"False"	120	120	0	0	0	2	"RGZMKDEUAIYHJLPFBNSOXQVT"	"YHINGTRLZMJQDBXKUVSAPOFE"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	2	11	3
"main"	131	"CharlieBouma"	2	0	"Bouma"	"L"	0	9	"L"	"True"	60	60	0	0	0	0	"MYZODGSJKLQREHFITUABNXPV"	"TQZFOLHJKMDPARVXYNIBUSEG"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	2	9	3
"main"	134	"CharlieBouma"	2	0	"Bouma"	"O"	0	10	"R"	"False"	0	180	0	1	1	1	"NPBOJUELFSGIZQKYAHTDMXVR"	"BPZNALFTGYROJKSVQIXHUDEM"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	3	11	3
"main"	137	"CharlieBouma"	2	0	"Bouma"	"O"	0	8	"M"	"False"	0	0	0	0	0	-8	"OAPKRFSHMDTEYIGNJXQUBZVL"	"YKILDZOERFXHNVASUTGJPBMQ"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	2	0	3
"main"	140	"CharlieBouma"	2	0	"Bouma"	"E"	0	7	"X"	"False"	120	120	0	0	0	1	"LJKAYDPXEHFUZQTMVNSGORBI"	"NILEZKQYUSTJFAGRBMPOHDXV"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	3	8	3
"main"	146	"CharlieBouma"	2	0	"Bouma"	"A"	0	8	"Y"	"False"	120	300	0	1	1	-2	"YSAURKZEPJMDLFTNQIGHBXVO"	"VGHSJXAKYEQMFLDNPBRIUTOZ"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	2	6	3
"main"	150	"CharlieBouma"	2	0	"Bouma"	"B"	0	6	"B"	"True"	120	120	0	0	0	0	"AIHKTNBVLFEUOSQXJZMPGRDY"	"BTLXSRZJUAYDGKPOHFEVNMQI"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	2	6	3
"main"	151	"CharlieBouma"	2	0	"Bouma"	"Y"	0	10	"Q"	"False"	60	240	0	1	1	1	"UQFAXRYTIZEHOPJLMDKNVSBG"	"XFKSTZNJGMQYPVEUHBRIOADL"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	1	11	3
"main"	152	"CharlieBouma"	2	0	"Bouma"	"J"	0	8	"Z"	"False"	120	120	0	0	0	3	"KBVNSIGUZHEJYFAQPOXMLRTD"	"IRMDTBFUVYQNPGSOXAZEHJKL"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	2	11	3
"main"	156	"CharlieBouma"	2	0	"Bouma"	"P"	0	9	"B"	"False"	0	180	0	1	1	1	"NYFEOAQBMGXRTJHUDKLVIZPS"	"THVIDULQNBPGYJSMOKAEXRFZ"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	3	10	3
"main"	158	"CharlieBouma"	2	0	"Bouma"	"L"	0	6	"P"	"False"	60	60	0	0	0	1	"OHITFAPLDRUEBGQNSVKMYZXJ"	"HEAFIRMBXLZNTOVUPYKDQJSG"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	2	7	3
"main"	162	"CharlieBouma"	2	0	"Bouma"	"M"	0	8	"Y"	"False"	0	180	0	1	1	-6	"RLAZMIYNHGOJPFDQSEBVUXKT"	"XAMFPERUYVKBZGLTSODQJIHN"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	2	2	3
"main"	164	"CharlieBouma"	2	0	"Bouma"	"H"	0	8	"S"	"False"	60	60	0	0	0	1	"RNOLJXEPSHYZQFITDVAMGBUK"	"EAQDGXZMVSONTJBKHYRFLIUP"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	1	9	3
"main"	167	"CharlieBouma"	2	0	"Bouma"	"G"	0	9	"V"	"False"	60	240	0	1	1	1	"VAZGJONERBMFSHPYUTQXIKDL"	"PXBIASFOEVGMHYDTKNLZURJQ"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	1	10	3
"main"	168	"CharlieBouma"	2	0	"Bouma"	"J"	0	7	"D"	"False"	0	0	0	0	0	1	"RTXIKEUDJNOHLQMSPYVBGFZA"	"BTRAILVPFHQDGUMEYOZJKXNS"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	2	8	3
"main"	170	"CharlieBouma"	2	0	"Bouma"	"P"	0	10	"L"	"False"	120	120	0	0	0	-1	"VKQBJUNYZPLXAESGFDTHMIRO"	"IJONAZGVHEKXPTQSLFURYMBD"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	1	9	3
"main"	171	"CharlieBouma"	2	0	"Bouma"	"B"	0	6	"Y"	"False"	0	0	0	0	0	-1	"GMNLIBYQVHTZSOXUDFJKPEAR"	"QRJHVSAFETLYUDONZPIKBGMX"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	1	5	3
"main"	177	"CharlieBouma"	2	0	"Bouma"	"G"	0	10	"G"	"True"	0	0	0	0	0	0	"UQAOIVMBDJGZRPSFLYTNHKEX"	"LDJRZXNBEVOUMGYSKIFAHPTQ"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	1	10	3
