"experimentPhase"	"trialnum"	"subject"	"nStreams"	"ring"	"crowded"	"resp0"	"button0"	"cuePos0"	"answer0"	"correct0"	"pairAngle0"	"whichStreamCuedAngle0"	"whichRespCue0"	"whichInPair0"	"cuedStream0"	"responsePosRelative0"	"streamLtrSequence0"	"streamLtrSequence1"	"streamLtrSequence2"	"streamLtrSequence3"	"streamLtrSequence4"	"streamLtrSequence5"	"streamLtrSequence6"	"streamLtrSequence7"	"streamLtrSequence8"	"streamLtrSequence9"	"streamLtrSequence10"	"streamLtrSequence11"	"streamLtrSequence12"	"streamLtrSequence13"	"streamLtrSequence14"	"streamLtrSequence15"	"streamLtrSequence16"	"streamLtrSequence17"	"timingBlips"	"responsePos"	"eccentricity"
"main"	97	"CharlieWiderBouma"	2	0	"Bouma"	"M"	0	6	"T"	"False"	60	240	0	1	1	1	"PQGNXSAZMBKVLHDTUFOEJIRY"	"UHPKXNTMDAFGERQOLVBSYJIZ"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	1	7	3
"main"	101	"CharlieWiderBouma"	2	0	"Bouma"	"U"	0	8	"Z"	"False"	120	120	0	0	0	-1	"SIAKDVLUZHTYEQBNRFMPJGXO"	"FBDXZPAYMSLQOVINJHRETGUK"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	2	7	3
"main"	102	"CharlieWiderBouma"	2	0	"Bouma"	"F"	0	7	"S"	"False"	60	240	0	1	1	4	"KNDSZHXMVQJAGFUBEYLPTOIR"	"URYGEHLSPXVFMDBKIOZATJQN"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	2	11	3
"main"	105	"CharlieWiderBouma"	2	0	"Bouma"	"P"	0	10	"S"	"False"	120	120	0	0	0	2	"QZGBAIFHEOSJPDYTVRXLNKUM"	"GQJTPDFHVLISOUYRBAZKNEXM"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	1	12	3
"main"	107	"CharlieWiderBouma"	2	0	"Bouma"	"S"	0	6	"A"	"False"	0	0	0	0	0	1	"OQRIZKASBFDHNVTEUJLMYPXG"	"BDXAYVPSLTRMFIEZUOGJQNKH"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	2	7	3
"main"	108	"CharlieWiderBouma"	2	0	"Bouma"	"P"	0	6	"N"	"False"	0	180	0	1	1	1	"NMKEIJBPTHLOGZRVQXDFUAYS"	"TLJVEBNPHIGFKYXROQMDSZUA"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	1	7	3
"main"	112	"CharlieWiderBouma"	2	0	"Bouma"	"U"	0	9	"Q"	"False"	60	60	0	0	0	-8	"OUMSDJZYXQVLPGKBTAFHENRI"	"DHMEPNBSUGRKZFAYJLVXTOIQ"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	1	1	3
"main"	113	"CharlieWiderBouma"	2	0	"Bouma"	"E"	0	8	"B"	"False"	60	60	0	0	0	1	"SYZRLKXQBEFPNDTUHVGJAIMO"	"JEAVDPZYFRHUBKTLSNIXMOGQ"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	3	9	3
"main"	115	"CharlieWiderBouma"	2	0	"Bouma"	"P"	0	9	"P"	"True"	0	180	0	1	1	0	"VJHSAEOZQYMXDUTGBKFPRLNI"	"BMLXYZSGFPNEQHIJUOKVARTD"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	3	9	3
"main"	116	"CharlieWiderBouma"	2	0	"Bouma"	"L"	0	6	"I"	"False"	120	120	0	0	0	-1	"DAVHBLIZQFJUYRXGSNTPKEMO"	"IAEYRMQNBHTVSUOLDGFZJKXP"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	5	3
"main"	118	"CharlieWiderBouma"	2	0	"Bouma"	"T"	0	6	"A"	"False"	120	300	0	1	1	-5	"KMBXGHIPNEVLFRTSJZDAOYUQ"	"ITSNMUABRPQLFYZXKGEHDVOJ"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	1	1	3
"main"	122	"CharlieWiderBouma"	2	0	"Bouma"	"O"	0	6	"Z"	"False"	60	60	0	0	0	2	"KSHGYXZDOLFIABTPEVJMUQNR"	"GRZXJKFVBOYLEANTMQHIUSPD"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	2	8	3
"main"	126	"CharlieWiderBouma"	2	0	"Bouma"	"G"	0	9	"G"	"True"	60	240	0	1	1	0	"JEINTVRYSOXULGMZDAPHBQKF"	"DEPHRXOMKGUBNLYJIZVTFQAS"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	1	9	3
"main"	127	"CharlieWiderBouma"	2	0	"Bouma"	"A"	0	7	"G"	"False"	60	60	0	0	0	-1	"LEBJPHAGFIKUMXQDVNOZTRSY"	"EXYPOAKLZSIBDMFNJTQVURGH"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	1	6	3
"main"	130	"CharlieWiderBouma"	2	0	"Bouma"	"D"	0	8	"U"	"False"	0	180	0	1	1	-2	"XHJATQVDRMSZUOPYGLNEFKBI"	"TVKMEQDOUBILXHAGJSZNFPRY"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	6	3
"main"	131	"CharlieWiderBouma"	2	0	"Bouma"	"G"	0	9	"N"	"False"	120	300	0	1	1	1	"DUBFOIAZNQVGXERPHLYJTSMK"	"ROEQAYLZINGVSPTDHMUJFBXK"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	1	10	3
"main"	133	"CharlieWiderBouma"	2	0	"Bouma"	"A"	0	7	"A"	"True"	120	300	0	1	1	0	"DZOTBQKHMESIFLANPUVXRYGJ"	"RVZHPFTAIMSXUDQGNBJELYKO"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	1	7	3
"main"	144	"CharlieWiderBouma"	2	0	"Bouma"	"U"	0	10	"A"	"False"	60	60	0	0	0	1	"DRSYLIEXVNAUPHQOZMFKGTJB"	"UNTOHQPRZVSKIDBYELGXJFAM"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	1	11	3
"main"	148	"CharlieWiderBouma"	2	0	"Bouma"	"I"	0	8	"T"	"False"	60	240	0	1	1	1	"VMXESYNTKUGBRQAHJIOLDFPZ"	"YGZJNAFLTIQODPMXVRSKHBEU"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	1	9	3
"main"	149	"CharlieWiderBouma"	2	0	"Bouma"	"D"	0	8	"D"	"True"	0	0	0	0	0	0	"JQLKAGBXDUFSNZERHTYIVPOM"	"HUIVQKLYSOPTXMBZRGDNFJAE"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	2	8	3
"main"	151	"CharlieWiderBouma"	2	0	"Bouma"	"D"	0	7	"D"	"True"	0	180	0	1	1	0	"RSHGNEZJVTAFLXPOBIMKUYQD"	"GTQBRPSDHVMUINYZAOLJKXEF"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	3	7	3
"main"	154	"CharlieWiderBouma"	2	0	"Bouma"	"I"	0	9	"A"	"False"	120	120	0	0	0	1	"PNGTZHUYFAIRBDXLVMQSJEKO"	"FHBEMJOKZYTGRIXVNQSPADLU"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	3	10	3
"main"	160	"CharlieWiderBouma"	2	0	"Bouma"	"E"	0	7	"E"	"True"	120	120	0	0	0	0	"SPKZXFYEMAVJHUORTGBIDQLN"	"RYALUFQOVHTPEIXNSJDMKBGZ"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	2	7	3
"main"	163	"CharlieWiderBouma"	2	0	"Bouma"	"J"	0	10	"L"	"False"	0	180	0	1	1	1	"TFXNPGBZJRAIMOKEVLHQYUSD"	"PRGBAYVZISLJFNKEOHUTQXMD"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	2	11	3
"main"	168	"CharlieWiderBouma"	2	0	"Bouma"	"U"	0	9	"F"	"False"	0	0	0	0	0	1	"EYKBRXLVTFUIPAZQGONDMSHJ"	"TOMZXEUJNHPSQBIRGDFYALKV"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	2	10	3
"main"	175	"CharlieWiderBouma"	2	0	"Bouma"	"Z"	0	8	"Z"	"True"	120	300	0	1	1	0	"APZXFQJDLSMHVGNTKUROYBEI"	"BLGOPYKDZAVQNMFHRJUSEXTI"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	2	8	3
"main"	176	"CharlieWiderBouma"	2	0	"Bouma"	"I"	0	10	"T"	"False"	0	0	0	0	0	1	"DHYNOVQMEXTISUZPFAGKJLRB"	"VKGAISMEUNLBFTYJOXQZDRPH"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	2	11	3
