experimentPhase	trialnum	subject	task	noisePercent	targetLeftRightIfOne	resp0	answer0	correct0	whichStream0	whichRespCue0	responsePosRelative0	streamLtrSequence0	streamLtrSequence1	streamLtrSequence2	streamLtrSequence3	streamLtrSequence4	streamLtrSequence5	timingBlips
main	0 	CL 	 oneCued 	 0.0 	 right 	C 	T 	0.0 	0 	0 	1.0 	SNLWRQZGMBTCFVIOJKAXDYUPEH	OPXNAVCUHERLGTQJMKZBSFIDYW	RSZNCGPEQHIBMYJOWLKFUTXVAD	BOHANRTEMVIQPFXGKULSJCDYWZ	SZIPRLNFKJXOYDECUMQGTWVHBA	NDTBFLRMYAKHXOJQECIVGPUZSW	0
main	1 	CL 	 oneCued 	 0.0 	 left 	X 	X 	1.0 	3 	0 	0.0 	RFGSVTIQBJLNXOZWUKPYECDAHM	NZJDQMWEGROBKHXSYIVAFTLPCU	UTKINZGAEMLSQBHYWRDCFOXPVJ	RGANSVKXCUOQMJIPLDTEWHYBFZ	LCWFHRIJUETVDBSOXQKGPZYANM	VODIAGFRELKXTCBJUZWSYMNHPQ	0
main	2 	CL 	 oneCued 	 0.0 	 right 	W 	N 	0.0 	1 	0 	1.0 	OXFMTHLBRIWPEVSYZGAQDJKCNU	TJHBKDPUNWRCEVYOQLIFXZAMGS	MSLHNXCTIBVGOJDZWEYQAKPFRU	NWRVLAXFYDPTQIGJMZOHUBKECS	EQVJYDWNGPLSZFTIHRKUACBMXO	OUHNWMJRLXQFEAVCKIGSTYPDBZ	0
main	3 	CL 	 oneCued 	 0.0 	 right 	E 	J 	0.0 	0 	0 	1.0 	CDYIAXJEZKBLVWPQRGHONTFMUS	KRIWGYLHCQMFUNTXBZPSAVDOJE	WCMPBRLXQYOADETSFKNGJZUIHV	DZLWRYHVOAICGXPTNBQSFUKEJM	RUCXDOQVJBZGYTSAEWFPLHKNMI	RCODVXGNMUYEWKAIPZHTSQBLJF	0
main	4 	CL 	 oneCued 	 0.0 	 right 	G 	G 	1.0 	0 	0 	0.0 	BPAFJTWZDGULVICNROHMEXKQSY	SKZAGNWBUFQRXIMLYPCJEVOTHD	QDAMZXULRSBPJYHTGCWKFVIOEN	JXWGAFSTMBCREODVINZPQYKLUH	JTRVOBYPZLGXSCKWQHNMAUIEDF	SZHEPCDKUOBNAJVFMTYWLQRXIG	0
main	5 	CL 	 oneCued 	 0.0 	 left 	Q 	L 	0.0 	5 	0 	1.0 	YAFSVGXHRIOEPCBWJULTZNMKQD	AQONIKLJGZYHREPCMTBXUFDSWV	DYOSLKNCBUQPXAJMWFTGERVIZH	GNEXKIFLOMWRSJHZDTYBVAPUCQ	OVMTJGQSXZHALRBFYDIWUECNKP	VWYMHNLQZCKFSBGRDPUXAOITEJ	0
main	6 	CL 	 oneCued 	 0.0 	 left 	R 	R 	1.0 	1 	0 	0.0 	WXAVRYNEKIOBDSJQCGTPLFZHUM	KPAFYVOLTJRGNHCQXWISMBDZEU	JSHRVXOMYFPCIAEWNDBKTGLQZU	JVNLAWPHMRBSFEYQGCDZUXKTOI	YZQNWRIMUEAHBVFPOCGDLTKXJS	VHWFYORNLUZAQITJPEXGCMKBSD	0
main	7 	CL 	 oneCued 	 0.0 	 right 	P 	P 	1.0 	4 	0 	0.0 	NFPWKBQJMVLUGXZAEOHRCISTYD	BXAWIZRUHGFEKSDOYCPMTJNLVQ	VWQSLDBKYNARJHOEXTIMPCFGUZ	LKROEBJGIPZMHWQAUYSTFVDCXN	CBRNHDEPLWUXKJSYVOITZAGQFM	VNHAPERJWUSOZXTMKQCIGYLDBF	0
main	8 	CL 	 oneCued 	 0.0 	 right 	G 	B 	0.0 	0 	0 	1.0 	APCMIDSBGZRJEKLUNXTHYQFVWO	ITJHFLNDKCRXGPUAVMZBYWESOQ	EUNSYVQFWDCBPRLATIJHMOZGKX	NSODFGEMYXWLCITQKZUBHJVRPA	AUJYSEGOWNQXKFIDPBTHZVRMLC	XHFOZWTVEABCJMYGLPRSDUKNIQ	0
main	9 	CL 	 oneCued 	 0.0 	 left 	A 	E 	0.0 	5 	0 	1.0 	MTBVRAGZPEKJIDLCSHXNOUFQWY	VBQYNSTXOZHLMAPRJFDIEKWGUC	QDWBAJFRXGKYNCEMLVHIPZSUTO	OQGUTLCFBRIXNYWMPVSJHZDEKA	TJPDCFUMIQNWSBHYKZRLVXEAOG	HSTRLCDUXEABNPJWIMVKZFYQOG	0
main	10 	CL 	 oneCued 	 0.0 	 right 	D 	L 	0.0 	2 	0 	1.0 	NWHTBIYGCMDAXSOPZEUQFJLVKR	HQPANBXDFWEZCLIGKMSOJTVYUR	CHQBSPLDKMJONVTXRYGUEWZAIF	RVZPHBOEFJGDANLYCKUQMTXIWS	LEGZVFOXMYKIJAPURDHQSTNCWB	HQLVDRNBIXFSOGTEZJMKWYAUCP	0
main	11 	CL 	 oneCued 	 0.0 	 right 	E 	E 	1.0 	2 	0 	0.0 	TNRKDZWEPMJUGXOQALBYSCFVHI	NVAKHWYLEBJPGUFQSRIMCTODXZ	VXWLPCZMFGEIYORNQBKJDATUSH	QKZXNJCMRBTUWSHAVFOPLYGIED	CZHFOULSYJQVPGRAKNTWBEXMDI	VSAOCBQHTYWGUPEZLIKRJXFNDM	0
main	12 	CL 	 oneCued 	 0.0 	 left 	A 	A 	1.0 	5 	0 	0.0 	TPEFZKNVSWUROAILYJDQGHBCXM	SLPNRYFJGWKBDEUZXHQVTAMOIC	OYKSJACQEXFURPMVLBGHDNWIZT	ZXOCNIVJMQHGWLFKRSDATEUYPB	EYKIDLNWTMGPQRJXVUFZCASHBO	ESUBZMHKAVXRTOQPCDJIFLWNYG	0
main	13 	CL 	 oneCued 	 0.0 	 left 	G 	G 	1.0 	2 	0 	0.0 	OCKGLXAEWYRNQFMHPBDVUZSTIJ	RDEAJTQZMVYHSWPOXCBUFIKGLN	ZVQBMPLGUTYWXEKFSDHAOIJCNR	EPNQKFAYLDTORGCIUHWJBMXZVS	NPLQCZIAXVGMREBJFYSDKHTOWU	NFSOWAIDVBXPRGCZETJLMHKYUQ	0
main	14 	CL 	 oneCued 	 0.0 	 right 	Z 	Z 	1.0 	4 	0 	0.0 	NRDQEOJHKIFLGTMZPAWVSCBYXU	MBLKRHJNYEPGUTZFWODSQIAXCV	DPYMEUVCKBWXJTZQAIGNSFLORH	EBRDYTXFSIPUCZHKNMOQLWJGVA	MNEBTOXJZVDAFKRIPGYWHQULCS	DINEKQHGALWVXPSBFUTZMRCJOY	0
main	15 	CL 	 oneCued 	 0.0 	 left 	U 	H 	0.0 	3 	0 	1.0 	FKHUWYRZIBOTEXSJGMVCDPQLAN	DAMSCWHFXIQUGVLETYJBZROKPN	LBEZXOUJKMRWQYCIGSNVPTDHFA	XOKQMNSWFHUARGTELYJBPIVZDC	IGCOQVLKNSWBDHRTAMUYJEXPFZ	ZRNPKMYCQXBDLAHTFUEISWGVOJ	0
main	16 	CL 	 oneCued 	 0.0 	 left 	Q 	D 	0.0 	0 	0 	1.0 	TWIZMSKCXODQNBHPLVGAUFEJRY	QCXUFPGIVESNATZMKBJLODHWYR	TPDUAZJXSMBIWGCNRYOKLVHFEQ	VOLXHWDFPGAYURIEZTCMKQJSNB	ONDALMICEUBSPTHQWXZJFKVGRY	LOXHRKGCVATUBJQDENFIZMWYPS	0
main	17 	CL 	 oneCued 	 0.0 	 left 	T 	T 	1.0 	1 	0 	0.0 	WJHSXVPDKGFYRIEMACBZOULQTN	HMAIGXQRTUBCDFNVELSJKWYOPZ	QVLGPTWZBECYINSKFURMXJDOHA	QOURPVAFHNYGLJIKMSDCXBWTZE	TGOUNDHJWEMKYVRLPBIQZAFSCX	VAFQKEWNJBMYGSPCHXROTZULDI	0
main	18 	CL 	 oneCued 	 0.0 	 right 	J 	T 	0.0 	4 	0 	1.0 	OVDPECUNFKJIAZWQMTBLHXSGRY	NYPAXLZSMVGHFWQOECTKRJDIUB	FQPTMEYSJKXWVCAUGNOZBRIDHL	NMTOSKBRXJGUCVDYEFLIHAQPZW	EWCGVOAQPTJKXUHRZFDMYLSNBI	RYPKNVGOMSEHIJDQCTWUFLAXBZ	0
main	19 	CL 	 oneCued 	 0.0 	 left 	Z 	A 	0.0 	3 	0 	1.0 	SGAULWCRKODTNQIMYBXEZHVJPF	YUGQKACJIFHOEWLRZVTBNSXMDP	BDSNOMTVWFKEYGURJIPLZQACXH	OHFREWAZJYBNCVUGTPIXDKQMLS	BMLWTENAJIKXFCHYDQSZUPORVG	XSQDBJNVFIHROCWEGMLYPUTAKZ	0
main	20 	CL 	 oneCued 	 0.0 	 left 	A 	N 	0.0 	3 	0 	-1.0 	GTSKZPWCRHLNIBQOYVJDEAXMUF	DMRHUPKWAYLGSFNOZTQCBXVJIE	SOMPFGCKTEWDVALJZQUBHNIYXR	EVLGRIWHTANZUOBPQJKMFXDSYC	OLNZAYVJRHKSGDTEFUWIXBPQMC	LYVOTFAKMCZBNIQJEGDRUHWPXS	0
main	21 	CL 	 oneCued 	 0.0 	 right 	S 	S 	1.0 	2 	0 	0.0 	SDGXAJLWNKMHZOVQBFTRCIUYEP	HURMSVLKXQWNTOGACZDPJBIYEF	GUVHOJBDMASRYFPXINETQCWLZK	YZJHEPVCRKQTODFIGSNMBWUXLA	KUVFJAIGBEZTMSXQLWODRYHNPC	XOKYNSAMRUZELQPDGWHFBVJCTI	0
main	22 	CL 	 oneCued 	 0.0 	 right 	C 	F 	0.0 	3 	0 	1.0 	LSOMNQRGIHEWPUCYVJKADFTBZX	SMNTYPZWAKFOJIVDQLRGUBCHXE	MLEOARZIWCYUDNXQPJBTVHFSKG	OMALQZBJFCGYPNUTHIWXRKVEDS	WSYCBTJIEQDKLMAUFVHPRZNXGO	HSVTUJRFKGWBEMACXNZOPILDYQ	0
main	23 	CL 	 oneCued 	 0.0 	 left 	Z 	Z 	1.0 	1 	0 	0.0 	XKTEMODFPGCSJQILNAHVZURBWY	YGCHMQUPZNRXDWKVTLBEAIFJOS	TDYZOCMHBAINEPGLKXQRUWVSJF	YIXPEBGCLKJZQVOMRNTFDWHSAU	HZNXWMFKOJQEIBUTAGCDYLSVRP	CYTGZNXQBOKFESLMDIVUPJAHWR	0
main	24 	CL 	 oneCued 	 0.0 	 right 	K 	K 	1.0 	5 	0 	0.0 	DLNBCVUWXAZMEKJPFHTIGYQROS	LQRSNDAKUCEGFJVYOIZBWPTMHX	BGQLWIKCYAPTHRXMNZESVFJODU	CHESXJOVYMWPBRDUNTKZGQLIFA	PIOGXEQWCNSVRTKHADFBZYULJM	IUNSQYLKOEBHTAGMCJVWZXFDPR	0
main	25 	CL 	 oneCued 	 0.0 	 left 	W 	U 	0.0 	1 	0 	14.0 	BPXWCEFTHQIMJNLSGZODVRAKUY	FOKYJMUCHDXLTVISNPRAWQBEGZ	TDJLWYBQCONXIUMSAGEZHPVKFR	ADZELIVFRWSPNGQCJMTXOUBHKY	SNQAIZXBLWTODGVPEMJYUKRHFC	VWKOJUDLNHPXIRAFGBZSCYETMQ	0
main	26 	CL 	 oneCued 	 0.0 	 left 	S 	S 	1.0 	5 	0 	0.0 	VGNQHCILJDMBSETRXOPZFYWAKU	HRWZOXLQUIPJFBVTSMAEGKNCYD	ZMCVYBSTPQADKLFOIJXHUGERWN	XCVBUARYGTZNJSKIQODWHLEPMF	KTJSVCZBFAOPXNMQDEYRHUGILW	DYTBUJIQHSNEVRXZMGWLCPFOAK	0
main	27 	CL 	 oneCued 	 0.0 	 right 	X 	X 	1.0 	1 	0 	0.0 	UALMNHJQZECWBXFDYVPTSIKORG	VWFDTLSQIXOMYHABRJKGECNUPZ	OPYGLEDNABVIHTMQZCFKRJSWXU	BWNGZDXTRIAHYVPKEQLOJUFCMS	QZCGBTRDFYVOPLAXJEMSUWIHKN	CXVNQFWOETULYHPARMSBGJKZDI	0
main	28 	CL 	 oneCued 	 0.0 	 right 	R 	R 	1.0 	0 	0 	0.0 	NJBAUIWTRFXOHVEGLYZPDKMCQS	MKVJUBZPIDOWQGNRLYCTESAHXF	OFMPJISVBNYQRLXKDCGZWTAHUE	MKAPIHDXCBJWURYNEFVZSQLTOG	NVDAYJUOKZICPRLSXTMBWFEQGH	RTIMCZWXDUGOBAFLPYQSEVHNJK	0
main	29 	CL 	 oneCued 	 0.0 	 right 	L 	T 	0.0 	2 	0 	2.0 	TECAQHPDVSOYGULMKJBRZNIFXW	DNGKUBVTQIMAWPOLSYJEXHZRFC	DZKIHJTRLVANOWGCFQXBPSMUEY	PEXUNDKVBYZWGLIOTQARMCFHSJ	RLKUMJIQCFAWOBVYHEPSXNZGTD	APBJVLGIRXUQHFEWZMCTNOYSDK	0
main	30 	CL 	 oneCued 	 0.0 	 left 	E 	E 	1.0 	2 	0 	0.0 	PMLGVKENFUOIQCHWDTBSAYXZRJ	EDCLUBVTQOZNKIHFAMYWGJXRPS	ICDOTYPJFZELWHRGQAXBNVMKUS	ERAYQPONICTLGZSUXKJVMWDFBH	LHSICJFQTKYRDEBZWXAVNOGMUP	KUFTMNEGPSIQOWBJCLRADVHYZX	0
