1,0,1,0.84,0,NaN,NaN,0,NaN,NaN
1,0,1,1.08,0,NaN,NaN,0,NaN,NaN
1,0,1.5,0.84,0,NaN,NaN,0,NaN,NaN
1,0,1.5,1.08,0,NaN,NaN,0,NaN,NaN
1,0.5,1,0.84,0.4333,0.95904,0.95904,0.4277,0.9554,0.62187
1,0.5,1,1.08,0.42373,0.38977,0.91194,0.42197,1.0577,0.93795
1,0.5,1.5,0.84,0.37481,1.1209,0.54375,0.42003,1.3089,0.64496
1,0.5,1.5,1.08,0.39616,1.1792,1.1792,0.3933,1.293,0.66343
1,1,1,0.84,NaN,NaN,NaN,0.98297,1.0111,0.62038
1,1,1,1.08,NaN,NaN,NaN,0.83922,1.0869,0.76527
1,1,1.5,0.84,NaN,NaN,NaN,0.88871,1.3229,0.69382
1,1,1.5,1.08,NaN,NaN,NaN,0.98074,1.6376,0.84955
2,0,1,0.84,0,NaN,NaN,0,NaN,NaN
2,0,1,1.08,0,NaN,NaN,0,NaN,NaN
2,0,1.5,0.84,0,NaN,NaN,0,NaN,NaN
2,0,1.5,1.08,0,NaN,NaN,0,NaN,NaN
2,0.5,1,0.84,0.44389,0.89252,0.89252,0.44056,0.96444,0.52989
2,0.5,1,1.08,0.45365,-0.059838,0.80111,0.4424,0.87058,0.82655
2,0.5,1.5,0.84,0.37182,1.35,0.70492,0.40207,1.6179,0.77795
2,0.5,1.5,1.08,0.50462,1.3141,1.3141,0.49621,1.4422,0.78279
2,1,1,0.84,NaN,NaN,NaN,0.96088,1.045,0.67509
2,1,1,1.08,NaN,NaN,NaN,0.81369,1.1119,0.79316
2,1,1.5,0.84,NaN,NaN,NaN,0.8483,1.4696,0.70774
2,1,1.5,1.08,NaN,NaN,NaN,0.92559,1.4367,0.89279
3,0,1,0.84,0,NaN,NaN,0,NaN,NaN
3,0,1,1.08,0,NaN,NaN,0,NaN,NaN
3,0,1.5,0.84,0.060759,4.9977,4.9977,-0.053956,2.123,1.3226
3,0,1.5,1.08,0,NaN,NaN,0,NaN,NaN
3,0.5,1,0.84,0.38269,0.9987,0.9987,0.38523,1.025,0.62838
3,0.5,1,1.08,0.35141,0.98841,0.98841,0.35789,0.88513,0.65369
3,0.5,1.5,0.84,0.42786,0.67048,0.5931,0.47935,1.2775,0.66937
3,0.5,1.5,1.08,0.32066,1.3252,1.3252,0.31274,1.3109,0.74456
3,1,1,0.84,NaN,NaN,NaN,0.82726,1.1218,0.73065
3,1,1,1.08,NaN,NaN,NaN,0.86961,1.1168,0.75981
3,1,1.5,0.84,NaN,NaN,NaN,0.83803,1.4674,0.74654
3,1,1.5,1.08,NaN,NaN,NaN,0.82028,1.5068,0.80143
4,0,1,0.84,0,NaN,NaN,0,NaN,NaN
4,0,1,1.08,0,NaN,NaN,0,NaN,NaN
4,0,1.5,0.84,0,NaN,NaN,0,NaN,NaN
4,0,1.5,1.08,0,NaN,NaN,0,NaN,NaN
4,0.5,1,0.84,0.42576,0.72283,0.76757,0.42911,0.88462,0.74846
4,0.5,1,1.08,0.41043,1.082,1.082,0.40786,1.0221,0.71073
4,0.5,1.5,0.84,0.40049,1.0049,0.48923,0.44951,1.2664,0.62077
4,0.5,1.5,1.08,0.36174,1.1902,1.1902,0.36183,1.0956,0.77157
4,1,1,0.84,NaN,NaN,NaN,0.82582,1.0372,0.7228
