1,0,0,0.6,0,NaN,NaN
1,0,0,0.84,0,NaN,NaN
1,0,0,1.2,0,NaN,NaN
1,0,1,0.6,0,NaN,NaN
1,0,1,0.84,0,NaN,NaN
1,0,1,1.2,0,NaN,NaN
1,0.5,0,0.6,0.48258,0.98256,0.61507
1,0.5,0,0.84,0.517,1.049,1.0004
1,0.5,0,1.2,0.51395,8.7755e-13,2.1088
1,0.5,1,0.6,0.48137,2.4406,1.6496
1,0.5,1,0.84,0.51556,1.6063,3.415
1,0.5,1,1.2,0.36141,2.103,1.3798
1,0.9,0,0.6,0.89148,1.127,0.71594
1,0.9,0,0.84,0.88481,0.83507,1.2455
1,0.9,0,1.2,0.85237,1.458e-11,1.9122
1,0.9,1,0.6,0.85772,2.5671,1.2692
1,0.9,1,0.84,0.87988,2.016,3.3926
1,0.9,1,1.2,0.88657,1.419e-13,3.4799
2,0,0,0.6,0,NaN,NaN
2,0,0,0.84,0,NaN,NaN
2,0,0,1.2,0,NaN,NaN
2,0,1,0.6,0,NaN,NaN
2,0,1,0.84,0,NaN,NaN
2,0,1,1.2,0,NaN,NaN
2,0.5,0,0.6,0.54515,1.1684,0.50927
2,0.5,0,0.84,0.43882,0.95677,0.74222
2,0.5,0,1.2,0.51036,3.3245e-12,2.2869
2,0.5,1,0.6,0.41424,2.5272,1.2
2,0.5,1,0.84,0.4671,2.0665,1.5007
2,0.5,1,1.2,0.4423,1.9084,1.5244
2,0.9,0,0.6,0.82639,0.99331,0.58784
2,0.9,0,0.84,0.89142,1.1119,0.94455
2,0.9,0,1.2,0.78207,0.41119,1.445
2,0.9,1,0.6,0.87656,3.1023,1.8146
2,0.9,1,0.84,0.85608,2.1146,2.6867
2,0.9,1,1.2,0.67438,1.5409,1.4094
3,0,0,0.6,0,NaN,NaN
3,0,0,0.84,0,NaN,NaN
3,0,0,1.2,0,NaN,NaN
3,0,1,0.6,0,NaN,NaN
3,0,1,0.84,0,NaN,NaN
3,0,1,1.2,0,NaN,NaN
3,0.5,0,0.6,0.40575,1.0997,0.52391
3,0.5,0,0.84,0.44671,1.1526,0.91714
3,0.5,0,1.2,0.60406,9.887e-12,2.8234
3,0.5,1,0.6,0.48258,2.6647,1.3702
3,0.5,1,0.84,0.40812,2.2041,1.2302
3,0.5,1,1.2,0.42525,2.0499,2.2548
3,0.9,0,0.6,0.86027,1.1206,0.80978
3,0.9,0,0.84,0.85097,1.0664,0.8869
3,0.9,0,1.2,0.90842,1.1857e-12,2.4112
3,0.9,1,0.6,0.78713,2.8417,1.3675
3,0.9,1,0.84,0.90975,2.1535,2.5222
3,0.9,1,1.2,0.90298,7.5529e-12,4.039
4,0,0,0.6,0,NaN,NaN
4,0,0,0.84,0,NaN,NaN
4,0,0,1.2,0,NaN,NaN
4,0,1,0.6,0,NaN,NaN
4,0,1,0.84,0,NaN,NaN
4,0,1,1.2,0,NaN,NaN
4,0.5,0,0.6,0.44994,1.0697,0.60508
4,0.5,0,0.84,0.47353,1.0543,0.98762
4,0.5,0,1.2,0.50254,9.6131e-12,2.2656
4,0.5,1,0.6,0.46285,2.7993,1.5236
4,0.5,1,0.84,0.48677,2.5762,2.2648
4,0.5,1,1.2,0.4078,1.6353,1.4373
4,0.9,0,0.6,0.82503,1.1222,0.59066
4,0.9,0,0.84,0.8749,1.0704,1.0668
4,0.9,0,1.2,0.69741,0.90348,0.98578
4,0.9,1,0.6,0.89009,2.9399,1.9199
4,0.9,1,0.84,0.88758,1.6158,3.6126
4,0.9,1,1.2,0.94245,2.4426e-13,4.2533
5,0,0,0.6,0,NaN,NaN
5,0,0,0.84,0,NaN,NaN
5,0,0,1.2,0,NaN,NaN
5,0,1,0.6,0,NaN,NaN
5,0,1,0.84,0.051905,3.414,0.054249
5,0,1,1.2,0,NaN,NaN
5,0.5,0,0.6,0.57226,1.123,0.71976
5,0.5,0,0.84,0.43643,0.98085,0.99022
5,0.5,0,1.2,0.40386,0.69335,0.95323
5,0.5,1,0.6,0.40594,2.177,0.81381
5,0.5,1,0.84,0.35756,1.9992,1.1653
5,0.5,1,1.2,0.60442,1.0777e-12,4.8457
5,0.9,0,0.6,0.85883,1.0576,0.76085
5,0.9,0,0.84,0.86377,1.0459,0.99666
5,0.9,0,1.2,0.75872,0.72267,1.0835
5,0.9,1,0.6,0.778,2.7117,1.3359
5,0.9,1,0.84,0.74706,2.1393,1.9429
5,0.9,1,1.2,0.73741,1.8626,1.482
6,0,0,0.6,0,NaN,NaN
6,0,0,0.84,0,NaN,NaN
6,0,0,1.2,0,NaN,NaN
6,0,1,0.6,0,NaN,NaN
6,0,1,0.84,0,NaN,NaN
6,0,1,1.2,0,NaN,NaN
6,0.5,0,0.6,0.54453,1.2662,0.87033
6,0.5,0,0.84,0.47161,1.0478,0.74531
6,0.5,0,1.2,0.419,1.5747e-12,1.6991
6,0.5,1,0.6,0.39445,2.6243,1.2535
6,0.5,1,0.84,0.53315,1.8878,2.7213
6,0.5,1,1.2,0.50078,1.1704,2.2951
6,0.9,0,0.6,0.92249,1.1454,0.59917
6,0.9,0,0.84,0.79185,1.0331,1.0285
6,0.9,0,1.2,0.8075,1.2169e-10,1.8166
6,0.9,1,0.6,0.8411,3.1128,1.7051
6,0.9,1,0.84,0.94493,1.2717,4.3969
6,0.9,1,1.2,0.81579,0.2444,3.9527
7,0,0,0.6,0,NaN,NaN
7,0,0,0.84,0,NaN,NaN
7,0,0,1.2,0,NaN,NaN
7,0,1,0.6,0,NaN,NaN
7,0,1,0.84,0,NaN,NaN
7,0,1,1.2,0,NaN,NaN
7,0.5,0,0.6,0.39956,1.2014,0.57955
7,0.5,0,0.84,0.48476,0.92456,0.77143
7,0.5,0,1.2,0.53391,6.1509e-11,1.6939
7,0.5,1,0.6,0.5182,2.5235,1.3261
7,0.5,1,0.84,0.45304,2.2575,1.434
7,0.5,1,1.2,0.29547,1.8861,1.002
7,0.9,0,0.6,0.87537,1.1113,0.59422
7,0.9,0,0.84,0.82621,0.90981,1.0135
7,0.9,0,1.2,0.84728,1.4475e-13,2.1984
7,0.9,1,0.6,0.78265,2.5632,1.3204
7,0.9,1,0.84,0.77375,2.5473,2.0454
7,0.9,1,1.2,0.85617,1.55,3.2704
8,0,0,0.6,0,NaN,NaN
8,0,0,0.84,0,NaN,NaN
8,0,0,1.2,0,NaN,NaN
8,0,1,0.6,0,NaN,NaN
8,0,1,0.84,0,NaN,NaN
8,0,1,1.2,0,NaN,NaN
8,0.5,0,0.6,0.49717,1.2233,0.58917
8,0.5,0,0.84,0.44833,0.89272,1.0831
8,0.5,0,1.2,0.43708,0.97004,0.76865
8,0.5,1,0.6,0.46163,2.609,1.2291
8,0.5,1,0.84,0.3237,2.1512,1.2369
8,0.5,1,1.2,0.42464,1.4129,2.1462
8,0.9,0,0.6,0.82243,1.136,0.71786
8,0.9,0,0.84,0.81935,1.0457,1.187
8,0.9,0,1.2,0.85928,1.2919e-12,2.3228
