experimentPhase	trialnum	subject	task	noisePercent	targetLeftRightIfOne	streamsPerRing	baseAngleCWfromEast	resp0	button0	cuePos0	answer0	correct0	whichStream0	whichRespCue0	responsePosRelative0	streamLtrSequence0	streamLtrSequence1	streamLtrSequence2	streamLtrSequence3	streamLtrSequence4	streamLtrSequence5	streamLtrSequence6	streamLtrSequence7	timingBlips
main	0 	LT52 	 oneCued 	 0.0 	 right 	 8 	 180 	X 	0 	6 	H 	0.0 	3 	0 	1.0 	MGJAXIUDKNZPVBSHFYOQRTEL	LFOUMHAYKDVIGNTXJZRSBEQP	POVZURYHBGEKTSLJMXNIQFAD	TKOEQSHXRAGFIVUNMDYPLZJB	EGLOQXJRADISVBMHPNZFYUTK	YOIRQETUXSABVGNMFDJHKLZP	HBOKRYGVEQMTZAFLDSNIPUJX	OFBAPVUZDKMEYQJLHRNISTXG	0
main	1 	LT52 	 oneCued 	 0.0 	 right 	 8 	 315 	N 	2 	10 	Z 	0.0 	5 	0 	1.0 	JNDZFOGSALVIEPKBTMURXQYH	OUZQJEVBKYAGFDIPLMRXHNST	PZNIGXHSTBRVLQDUJKYOEFMA	SYEDLGMVUIPONXFQRZJATBKH	KOTAPMRVEDSHYJFIZBGNUXQL	LMXJBVRSFPZNQYUHTKEGADOI	QRVANEJITHOBXPFLGSDZUKMY	OPNHYMSIKTBQVZRAGFEJUDXL	0
main	2 	LT52 	 oneCued 	 0.0 	 right 	 2 	 315 	S 	0 	7 	S 	1.0 	1 	0 	0.0 	ATQFZMHRNBUYOJSPIXVKDELG	FELOKTBSXQUZHMGVAPINJYDR	-99	-99	-99	-99	-99	-99	0
main	3 	LT52 	 oneCued 	 0.0 	 right 	 8 	 180 	X 	0 	8 	N 	0.0 	2 	0 	1.0 	POSGMEKLZVTHNDIUQYBAJXFR	LAHNDIUEFYRKVTOZMQBXPSGJ	BMAJYRLUNXGSDKIPFQVOETZH	JYTXVIAPMLFOURQDEGZSKBHN	ZPODVEISXYLHFGKATQJNRMBU	BFHOMYXKZPUGTADEVRSNJLQI	ZIMUQSLVYBHJRODKFENXATGP	JPOIHFYBDQGSXTERZKMVULNA	0
main	4 	LT52 	 oneCued 	 0.0 	 right 	 8 	 45 	R 	0 	8 	N 	0.0 	1 	0 	1.0 	OKZXLYFIVJBGEQMARHUDSNTP	POKALIQUNRVFBESTGJZYXMHD	HUELZBTQGSYNAFKXIPMROJDV	DEPIJYRNUKSBHQTXFZMALOVG	JNGQRBUMZAPTSELFKIDOHXYV	KEJAZTBHGFQIPLMOVSUXYRND	JEMTIODFZNKSYRPUQBLAGXHV	YJDPGVAZTONIMSRUKEFLHQBX	0
main	5 	LT52 	 oneCued 	 0.0 	 right 	 2 	 90 	E 	0 	6 	O 	0.0 	0 	0 	4.0 	AGKMINOFZBEVTDHUPQXLSRJY	QIYVAXGEBPNZOJTMFDLSKUHR	-99	-99	-99	-99	-99	-99	0
main	6 	LT52 	 oneCued 	 0.0 	 right 	 2 	 0 	S 	2 	8 	F 	0.0 	0 	0 	1.0 	IBJMXVROFSHGUETNYLAQPDKZ	KDSMPJUEHIYRVTBXGLQZOAFN	-99	-99	-99	-99	-99	-99	0
main	7 	LT52 	 oneCued 	 0.0 	 right 	 2 	 225 	E 	2 	8 	E 	1.0 	1 	0 	0.0 	UTEXRNJPVALIOGSYQBZMKFDH	DSQOPARZEBMLJTXGIUKHVYNF	-99	-99	-99	-99	-99	-99	0
main	8 	LT52 	 oneCued 	 0.0 	 right 	 8 	 180 	S 	0 	7 	K 	0.0 	2 	0 	1.0 	EGXQPORHNISBLMZVUDYTJFKA	RSLQKYUHZFDNBPEIAJOMTXVG	JDGTQORKSILXHPAYVNBEUMZF	GMTLBQVXNFZADUEIOHJSRYKP	RLPXYGJSUNTFVIEADOMZQKBH	MPUAINSBVEJLXFRDGYTQKZHO	TXMASEJYPNFORQHGIKUVLDZB	BRPJHZITGLEVYFNAOQDSUMKX	0
main	9 	LT52 	 oneCued 	 0.0 	 right 	 2 	 225 	N 	0 	6 	B 	0.0 	0 	0 	1.0 	YEZKPHBNTGLRVSJDUOXMFQIA	ZLIRADOGTQUKBNFXJSEVYHMP	-99	-99	-99	-99	-99	-99	0
main	10 	LT52 	 oneCued 	 0.0 	 right 	 2 	 0 	M 	0 	7 	A 	0.0 	0 	0 	1.0 	JZVTPUEAMNLRXISBDOYKFHQG	HBOGMZJEFNAUXILVKTYPSRDQ	-99	-99	-99	-99	-99	-99	0
main	11 	LT52 	 oneCued 	 0.0 	 right 	 8 	 180 	H 	0 	8 	E 	0.0 	3 	0 	1.0 	ARHFDJBGSMETPLNQIXYKVUOZ	HNMYETIOFAGKDSQBZXUJLVRP	NIFOEUKJYXAZPLTMBDVRGHSQ	XSUYZBRDEHGAMNJOPVLKTQFI	XJTGMPALRQKHOFIYENVSZBUD	JGRANSQFDMHEZBKULYOXVTIP	KXJTQNDYZBIHRVSAFPUEOLMG	EHOBDGPAMRUKZVYLJNXQISTF	0
