experimentPhase	trialnum	subject	task	noisePercent	targetLeftRightIfOne	streamsPerRing	baseAngleCWfromEast	resp0	button0	cuePos0	answer0	correct0	whichStream0	whichRespCue0	responsePosRelative0	streamLtrSequence0	streamLtrSequence1	streamLtrSequence2	streamLtrSequence3	streamLtrSequence4	streamLtrSequence5	streamLtrSequence6	streamLtrSequence7	timingBlips
main	0 	IK42 	 oneCued 	 0.0 	 right 	 2 	 135 	S 	0 	9 	S 	1.0 	1 	0 	0.0 	UMKRABEFSNTPDQXHIGVOJYZL	IYFUOXLRQSHDAMNJZGETPKBV	-99	-99	-99	-99	-99	-99	0
main	1 	IK42 	 oneCued 	 0.0 	 right 	 2 	 270 	O 	0 	8 	O 	1.0 	0 	0 	0.0 	YPHAQSMJOTKUZBERNDVFGILX	SDBRVAJXPYQUTNMLEIFGOZHK	-99	-99	-99	-99	-99	-99	0
main	2 	IK42 	 oneCued 	 0.0 	 right 	 2 	 180 	M 	2 	10 	D 	0.0 	0 	0 	1.0 	XNQKVEOPJADMLRTSFHUBIYGZ	IUDAPSJHRMYBFXENQZGKOLTV	-99	-99	-99	-99	-99	-99	0
main	3 	IK42 	 oneCued 	 0.0 	 right 	 8 	 0 	R 	2 	7 	D 	0.0 	4 	0 	1.0 	YDHTIEVQZKRBNOJXMSALPFUG	QHTIEYSBDPZNKMFVOGRLJXUA	LBQNFSXRIYGHDVJPOUETZAKM	TNMOXZGSQYBKRAEHFDPJULVI	TGZJLOHDRNEIYBSUFPAQMKVX	SDURLKTJXPQFZAGIEHMVBONY	PBSLYDQNVFOGKJRZTEXAIUMH	JHFENZAVXDLURYBMISTGOPQK	0
main	4 	IK42 	 oneCued 	 0.0 	 right 	 2 	 315 	Z 	0 	8 	T 	0.0 	0 	0 	2.0 	XYVSEUFBTAZLMRDHGPOQJNKI	PHSFLOUJYRXKNDZAVBQIMEGT	-99	-99	-99	-99	-99	-99	0
main	5 	IK42 	 oneCued 	 0.0 	 right 	 8 	 225 	M 	0 	7 	F 	0.0 	6 	0 	1.0 	JBVSOAGUIYXPLRQKDEMTNHZF	AFNGVRIHMXUQEKBYSOLPDZJT	JTSVARYXODHNFGILBKPZMEUQ	XSTLQYZORKBNGVMJUEIDFHPA	SIKPEODYRXLAZHFBTQGUMJNV	EQDPJYNGASUXBVZMKFLHORTI	IJZXSRGFMDYPKOUBEAVNQTLH	JXQGUAIKBPZYRENDFHMOLTVS	0
main	6 	IK42 	 oneCued 	 0.0 	 right 	 8 	 135 	N 	0 	10 	M 	0.0 	0 	0 	7.0 	TFOKVIEGXHMLQZDPANBSRYUJ	RKOXESBHJIDMFLQATVZPUGNY	ROXGAYBJVKINTQLFESHDMUPZ	MPRJUGBELXZYHDASQONIFVTK	OLDXZKYRBPNISGEVMUQTAJFH	ADTIHLJPYQRBXNEFOGSKUMZV	IYRNOMKZSJXPFTUHEQAGVBDL	ESITDRAQFOZVHJUKPLMGNBXY	0
main	7 	IK42 	 oneCued 	 0.0 	 right 	 8 	 180 	R 	0 	10 	T 	0.0 	7 	0 	1.0 	ASOGHUZYPTRDFXJIBNMKQVEL	XBGSHNJIYVOUTMLKRZQFPDEA	OLENSMTVZIYJADPKFUHXBRGQ	QVIXUEPZJDMYGNKFBLHRASOT	LDPAMBXTNISEYHVRGJQFUOKZ	FNYVKQIASPXZMETRGULDOBHJ	BREYXKOTQPFMSUDVLIGHANZJ	FKSHULJXINTRPODBQAVEMGZY	0
main	8 	IK42 	 oneCued 	 0.0 	 right 	 2 	 0 	E 	0 	10 	N 	0.0 	0 	0 	4.0 	YSIJKHPVUGNFQOEZALBXMDTR	EIGYOPQBSMNAVDHJLFKTRZXU	-99	-99	-99	-99	-99	-99	0
main	9 	IK42 	 oneCued 	 0.0 	 right 	 8 	 180 	A 	0 	8 	A 	1.0 	3 	0 	0.0 	MVFAUJSHDNITPEKOZBRQYGLX	EUPNOKQRZDMGTXJFHAYBLVIS	XHQBKARNIZYSVOLMPEDUJFGT	JFKDRUSIATOEYNGQZMVBLXPH	YZIGNQEXKAJRPBFTVLUMSHOD	YZEKGOSQVNTXJLPHBAFUDRIM	NFRVSXBEAGZDOKHTLPQMYIUJ	OTJHDVQBYIZKLMPARSUXGNFE	0
