1,0,1,0.6,0,NaN,NaN,999,999,999
1,0,1,0.84,0,NaN,NaN,999,999,999
1,0,1,1.08,0,NaN,NaN,999,999,999
1,0,1.5,0.6,0,NaN,NaN,999,999,999
1,0,1.5,0.84,0,NaN,NaN,999,999,999
1,0,1.5,1.08,0,NaN,NaN,999,999,999
1,0.5,1,0.6,0.45347,1.06,0.53118,999,999,999
1,0.5,1,0.84,0.4031,0.91349,0.56417,999,999,999
1,0.5,1,1.08,0.42018,0.81037,0.69151,999,999,999
1,0.5,1.5,0.6,0.39378,1.3937,0.35284,999,999,999
1,0.5,1.5,0.84,0.42006,1.3106,0.68121,999,999,999
1,0.5,1.5,1.08,0.35043,1.4235,0.66458,999,999,999
1,1,1,0.6,0.83723,1.044,0.5877,999,999,999
1,1,1,0.84,0.82952,1.0411,0.68415,999,999,999
1,1,1,1.08,0.81969,0.93349,0.96159,999,999,999
1,1,1.5,0.6,0.83129,1.4851,0.57299,999,999,999
1,1,1.5,0.84,0.81418,1.4745,0.71547,999,999,999
1,1,1.5,1.08,0.91649,1.5208,0.84028,999,999,999
2,0,1,0.6,0,NaN,NaN,999,999,999
2,0,1,0.84,0,NaN,NaN,999,999,999
2,0,1,1.08,0,NaN,NaN,999,999,999
2,0,1.5,0.6,0,NaN,NaN,999,999,999
2,0,1.5,0.84,0,NaN,NaN,999,999,999
2,0,1.5,1.08,0,NaN,NaN,999,999,999
2,0.5,1,0.6,0.45041,0.90162,0.53104,999,999,999
2,0.5,1,0.84,0.35267,0.86465,0.5877,999,999,999
2,0.5,1,1.08,0.41667,0.98266,0.66761,999,999,999
2,0.5,1.5,0.6,0.44101,1.332,0.52513,999,999,999
2,0.5,1.5,0.84,0.3585,1.2862,0.58093,999,999,999
2,0.5,1.5,1.08,0.50205,1.4891,0.90771,999,999,999
2,1,1,0.6,0.8428,1.0333,0.57448,999,999,999
2,1,1,0.84,0.89409,0.92336,0.73937,999,999,999
2,1,1,1.08,0.8849,1.1392,0.72274,999,999,999
2,1,1.5,0.6,0.83118,1.3714,0.56806,999,999,999
2,1,1.5,0.84,0.82971,1.4508,0.70984,999,999,999
2,1,1.5,1.08,0.82261,1.4964,0.8364,999,999,999
3,0,1,0.6,0,NaN,NaN,999,999,999
3,0,1,0.84,0.014798,1.4768,0.058848,999,999,999
3,0,1,1.08,0,NaN,NaN,999,999,999
3,0,1.5,0.6,0,NaN,NaN,999,999,999
3,0,1.5,0.84,0,NaN,NaN,999,999,999
3,0,1.5,1.08,0,NaN,NaN,999,999,999
3,0.5,1,0.6,0.48846,0.85286,0.51862,999,999,999
3,0.5,1,0.84,0.4718,1.1257,0.58628,999,999,999
3,0.5,1,1.08,0.43763,1.0079,0.66913,999,999,999
3,0.5,1.5,0.6,0.43641,1.307,0.59663,999,999,999
3,0.5,1.5,0.84,0.38989,1.125,0.72346,999,999,999
3,0.5,1.5,1.08,0.49132,1.3161,0.76535,999,999,999
3,1,1,0.6,0.89011,0.88431,0.53665,999,999,999
3,1,1,0.84,0.82686,1.0424,0.73829,999,999,999
3,1,1,1.08,0.82977,0.96546,0.87225,999,999,999
3,1,1.5,0.6,0.95879,1.4566,0.56285,999,999,999
3,1,1.5,0.84,0.83454,1.5574,0.72645,999,999,999
3,1,1.5,1.08,0.81565,1.3662,0.84878,999,999,999
4,0,1,0.6,0,NaN,NaN,999,999,999
4,0,1,0.84,0,NaN,NaN,999,999,999
4,0,1,1.08,0,NaN,NaN,999,999,999
4,0,1.5,0.6,0,NaN,NaN,999,999,999
4,0,1.5,0.84,0,NaN,NaN,999,999,999
4,0,1.5,1.08,0,NaN,NaN,999,999,999
4,0.5,1,0.6,0.43062,0.77868,0.57727,999,999,999
4,0.5,1,0.84,0.44414,0.91499,0.65291,999,999,999
4,0.5,1,1.08,0.45643,0.79553,0.72118,999,999,999
4,0.5,1.5,0.6,0.47393,1.4088,0.52126,999,999,999
4,0.5,1.5,0.84,0.4241,1.3551,0.59249,999,999,999
4,0.5,1.5,1.08,0.43949,1.298,0.86368,999,999,999
4,1,1,0.6,0.83905,0.9982,0.54184,999,999,999
4,1,1,0.84,0.83211,1.0529,0.63644,999,999,999
4,1,1,1.08,0.82608,1.0695,0.87828,999,999,999
4,1,1.5,0.6,0.83045,1.4124,0.56056,999,999,999
4,1,1.5,0.84,0.81114,1.5352,0.8376,999,999,999
4,1,1.5,1.08,0.89006,1.514,0.88671,999,999,999
5,0,1,0.6,0,NaN,NaN,999,999,999
5,0,1,0.84,0,NaN,NaN,999,999,999
5,0,1,1.08,0,NaN,NaN,999,999,999
5,0,1.5,0.6,0,NaN,NaN,999,999,999
5,0,1.5,0.84,0,NaN,NaN,999,999,999
5,0,1.5,1.08,0,NaN,NaN,999,999,999
5,0.5,1,0.6,0.36046,0.7681,0.56095,999,999,999
5,0.5,1,0.84,0.43434,1.0377,0.66994,999,999,999
5,0.5,1,1.08,0.44206,0.91281,0.8304,999,999,999
5,0.5,1.5,0.6,0.3444,1.3174,0.28201,999,999,999
5,0.5,1.5,0.84,0.3962,1.2728,0.63014,999,999,999
5,0.5,1.5,1.08,0.42062,1.3019,0.76821,999,999,999
5,1,1,0.6,0.83933,0.9423,0.51475,999,999,999
5,1,1,0.84,0.82799,1.0641,0.69345,999,999,999
5,1,1,1.08,0.83004,1.0414,0.89842,999,999,999
5,1,1.5,0.6,0.83053,1.3988,0.60747,999,999,999
5,1,1.5,0.84,0.8493,1.3853,0.72557,999,999,999
5,1,1.5,1.08,0.81565,1.4658,0.84773,999,999,999
6,0,1,0.6,0,NaN,NaN,999,999,999
6,0,1,0.84,0,NaN,NaN,999,999,999
6,0,1,1.08,0,NaN,NaN,999,999,999
6,0,1.5,0.6,0,NaN,NaN,999,999,999
6,0,1.5,0.84,NaN,NaN,NaN,999,999,999
6,0,1.5,1.08,0,NaN,NaN,999,999,999
6,0.5,1,0.6,0.33071,0.80079,0.51405,999,999,999
6,0.5,1,0.84,0.41769,0.79204,0.63526,999,999,999
6,0.5,1,1.08,0.35968,1.2211,0.59421,999,999,999
6,0.5,1.5,0.6,0.44402,1.2535,0.58899,999,999,999
6,0.5,1.5,0.84,0.40586,1.3633,0.72176,999,999,999
6,0.5,1.5,1.08,0.42687,1.3223,0.71427,999,999,999
6,1,1,0.6,0.84659,0.93902,0.58193,999,999,999
6,1,1,0.84,0.82389,1.0315,0.67748,999,999,999
6,1,1,1.08,0.83605,1.0498,0.8461,999,999,999
6,1,1.5,0.6,0.83117,1.4395,0.57666,999,999,999
6,1,1.5,0.84,0.82936,1.4802,0.7208,999,999,999
6,1,1.5,1.08,0.82357,1.2917,0.86045,999,999,999
7,0,1,0.6,0,NaN,NaN,999,999,999
7,0,1,0.84,0,NaN,NaN,999,999,999
7,0,1,1.08,0,NaN,NaN,999,999,999
7,0,1.5,0.6,0,NaN,NaN,999,999,999
7,0,1.5,0.84,0,NaN,NaN,999,999,999
7,0,1.5,1.08,0,NaN,NaN,999,999,999
7,0.5,1,0.6,0.35263,0.81249,0.51087,999,999,999
7,0.5,1,0.84,0.51117,0.88847,0.76199,999,999,999
7,0.5,1,1.08,0.43485,0.5565,0.80358,999,999,999
7,0.5,1.5,0.6,0.45237,1.3083,0.5225,999,999,999
7,0.5,1.5,0.84,0.4543,1.4002,0.68898,999,999,999
7,0.5,1.5,1.08,0.38533,1.2911,0.81613,999,999,999
7,1,1,0.6,0.84653,0.90306,0.59644,999,999,999
7,1,1,0.84,0.8268,1.103,0.65699,999,999,999
7,1,1,1.08,0.81774,1.07,0.85889,999,999,999
7,1,1.5,0.6,0.8299,1.4272,0.56018,999,999,999
7,1,1.5,0.84,0.82969,1.3998,0.73813,999,999,999
7,1,1.5,1.08,0.92427,1.371,0.85666,999,999,999
8,0,1,0.6,0.032376,-2.2376,-1.068,999,999,999
8,0,1,0.84,0,NaN,NaN,999,999,999
8,0,1,1.08,0,NaN,NaN,999,999,999
8,0,1.5,0.6,0,NaN,NaN,999,999,999
8,0,1.5,0.84,0,NaN,NaN,999,999,999
8,0,1.5,1.08,0,NaN,NaN,999,999,999
8,0.5,1,0.6,0.40076,1.0632,0.51717,999,999,999
8,0.5,1,0.84,0.45715,1.1042,0.64085,999,999,999
8,0.5,1,1.08,0.36254,1.0565,0.61211,999,999,999
8,0.5,1.5,0.6,0.38321,1.269,0.47869,999,999,999
8,0.5,1.5,0.84,0.39074,1.3413,0.6055,999,999,999
8,0.5,1.5,1.08,0.43609,1.5452,0.76181,999,999,999
8,1,1,0.6,0.839,0.86187,0.58155,999,999,999
8,1,1,0.84,0.82984,1.106,0.70062,999,999,999
8,1,1,1.08,0.81921,1.1127,0.94833,999,999,999
8,1,1.5,0.6,0.83285,1.5796,0.60807,999,999,999
8,1,1.5,0.84,0.8508,1.4999,0.6908,999,999,999
8,1,1.5,1.08,0.82232,1.3331,0.95524,999,999,999
9,0,1,0.6,0,NaN,NaN,999,999,999
9,0,1,0.84,0,NaN,NaN,999,999,999
9,0,1,1.08,0,NaN,NaN,999,999,999
9,0,1.5,0.6,0,NaN,NaN,999,999,999
9,0,1.5,0.84,0,NaN,NaN,999,999,999
9,0,1.5,1.08,0,NaN,NaN,999,999,999
9,0.5,1,0.6,0.42909,1.0018,0.51982,999,999,999
9,0.5,1,0.84,0.39383,0.91235,0.56986,999,999,999
9,0.5,1,1.08,0.46567,0.98844,0.74375,999,999,999
9,0.5,1.5,0.6,0.46122,1.4188,0.58498,999,999,999
9,0.5,1.5,0.84,0.47849,1.3639,0.79393,999,999,999
9,0.5,1.5,1.08,0.44263,1.3226,0.8113,999,999,999
9,1,1,0.6,0.84965,0.97721,0.56289,999,999,999
9,1,1,0.84,0.93952,1.0889,0.66169,999,999,999
9,1,1,1.08,0.83988,1.2282,0.77963,999,999,999
9,1,1.5,0.6,0.83035,1.3751,0.59951,999,999,999
9,1,1.5,0.84,0.82911,1.4416,0.81673,999,999,999
9,1,1.5,1.08,0.95434,1.4419,0.80233,999,999,999
10,0,1,0.6,0,NaN,NaN,999,999,999
10,0,1,0.84,0,NaN,NaN,999,999,999
10,0,1,1.08,0,NaN,NaN,999,999,999
10,0,1.5,0.6,0,NaN,NaN,999,999,999
10,0,1.5,0.84,0,NaN,NaN,999,999,999
10,0,1.5,1.08,0,NaN,NaN,999,999,999
10,0.5,1,0.6,0.45542,0.87352,0.52404,999,999,999
10,0.5,1,0.84,0.52335,1.0323,0.6326,999,999,999
10,0.5,1,1.08,0.41963,0.82868,0.60013,999,999,999
10,0.5,1.5,0.6,0.43042,1.4083,0.511,999,999,999
10,0.5,1.5,0.84,0.41961,1.353,0.65159,999,999,999
10,0.5,1.5,1.08,0.37948,1.3543,0.74237,999,999,999
10,1,1,0.6,0.84356,0.99957,0.58003,999,999,999
10,1,1,0.84,0.83744,0.9676,0.65668,999,999,999
10,1,1,1.08,0.84129,1.1259,0.79615,999,999,999
10,1,1.5,0.6,0.83246,1.4887,0.5485,999,999,999
10,1,1.5,0.84,0.83414,1.5142,0.73846,999,999,999
10,1,1.5,1.08,0.83446,1.3253,1.0138,999,999,999
