experimentPhase	trialnum	subject	task	noisePercent	targetLeftRightIfOne	resp0	answer0	correct0	whichStream0	whichRespCue0	responsePosRelative0	streamLtrSequence0	streamLtrSequence1	streamLtrSequence2	streamLtrSequence3	streamLtrSequence4	streamLtrSequence5	timingBlips
main	0 	SH 	 oneCued 	 0.0 	 right 	M 	F 	0.0 	5 	0 	17.0 	SBYZEGOFTDRKVQHAIJNCWLUMXP	GZKLYFCVMNIJABWQHSPTERDOUX	CWLVKRIZFMPXDNOBJQYSTHAGEU	STMKCBGPADIZNVXHOWQYJRULEF	YMIGKRWNXAJBSOLCFUVHZDPQET	OXNSIEGYFAVLKQJPUDZCHBRWTM	0
main	1 	SH 	 oneCued 	 0.0 	 right 	Q 	I 	0.0 	4 	0 	19.0 	WZAHIRBMPOYNTXFKEUJLSVQDGC	PQUKZYNVIGSAFODXWBCTEMRHLJ	EWCZXPHOQTLJAIUKYMFNRGDBSV	YCRPIWJXHBEVDKOUTSMZFGLANQ	GVPZNHICDUEJTRBSFYLAOXMKWQ	NYFIJOBGUXKDTMLHSPCQZWEAVR	0
main	2 	SH 	 oneCued 	 0.0 	 right 	R 	D 	0.0 	4 	0 	-7.0 	ADVUETBKWHYGQZCIJRLOFNXSPM	FURQMLTJHOYVZXENDAISWGCBKP	TQAKOPCRFYDLWGUVBHMEXZSJIN	GRSNXYQMLADVKCWPBZUTJFIEHO	TXRSYJBHQDAEPFUMVKINLGWOZC	WRVDOYPEUHTBAQJLFGIZXKCSMN	0
main	3 	SH 	 oneCued 	 0.0 	 left 	T 	N 	0.0 	3 	0 	1.0 	UHIAFXRNJEBSTZGKVCDMWPOQLY	ZREUHISTCBOLFWVPYQNJKMGDAX	GZWEOBHPCLKXIUYMVANSQFJRTD	RXJLPCSONTVKHDEQBUAZMWFYGI	JBETKLUFNZSQPHWRMCADVOGIXY	LIUYJNHPFBODCAZWQGKRMSXTVE	0
main	4 	SH 	 oneCued 	 0.0 	 right 	U 	G 	0.0 	0 	0 	8.0 	KRIPCSHOYTGZLAVXBNUJFQWMED	HWBQXSOPFNTRDZVGIYUMCKELJA	XVATGMLZEWSDCRIKPJOHBFUQYN	IPBJCNZWYLGAXSDMFTVRHKUQOE	PZWUCMBFQOJGIVDXLKRYSHTEAN	LEQRUDBYVGHPANJMIZFKXTOWSC	0
main	5 	SH 	 oneCued 	 0.0 	 right 	R 	Z 	0.0 	1 	0 	6.0 	LOYZDPNTKIFSHWGBVCUEJXQMAR	SNHMLPKVYZJBGQUROXECFIWTDA	PCOEVHTZMAIJRYLFSBQWKDUXGN	OETSYQJPZFXWDLGKMBVNHCIUAR	XLKNCBFHVEAZOMTJQWPRUSYDGI	VYXTOHBJKIMZCSDGQFRLAPWENU	0
main	6 	SH 	 oneCued 	 0.0 	 left 	O 	K 	0.0 	1 	0 	1.0 	MHYGZUEWSVDXAPCQJRBNKTLIOF	APYSVDQUFKOIXCMBTRZLNHEGWJ	RWGCQDSVIHJPZUKYNMEXFOBTLA	CLWHSRPKAXGNUIQDYVBEMJFOZT	HJYUWVSBKQEDCPXGTNRZIOFLAM	UORCFXWSPGYIHLJBEAKVNTZDMQ	0
main	7 	SH 	 oneCued 	 0.0 	 left 	E 	K 	0.0 	5 	0 	15.0 	ZHCYSKFBGALWTEVXNRPIOUMJDQ	MNJWTBXGDFQOPKERLHYAUVIZSC	GAZIHQRKLFYDNVJCTOXBMWESPU	MXSLVFPUDRJWNCBYHZGEAOIKQT	WJEZPDRMQYTKLNCBVOXHUIFAGS	WITFQYXUJKZHPSDAGLBCVROMEN	0
main	8 	SH 	 oneCued 	 0.0 	 right 	U 	F 	0.0 	0 	0 	3.0 	XDCKOAIFQZURMELYSNJTHGBVWP	IHJXQWMZKPUVLYRNCSAOGBDTEF	HPBXKYTCNWIVFEASMLDZOJQUGR	UWHIYCFGXJLKVRAQDPSEZTOMNB	CRBLSYWUDPZJFEMGNQTOIVXHKA	GZYWIKOTNSALEBCFQHJPMRVXUD	0
main	9 	SH 	 oneCued 	 0.0 	 left 	R 	R 	1.0 	4 	0 	0.0 	WLSTIOHXFCYGEJPBAMKNUDQRZV	NDSVLGXQZMBKOCRHFPTYAEWIJU	DXFVMPTQYKNSCGJAILOZREBWUH	RNYGBPVTFWDQEHIKOLCXJSMAZU	HXVWONGEAPRQKFCITSYLBZMUDJ	MXDLHUTAGKNEJZPWYQBVRCSOFI	0
main	10 	SH 	 oneCued 	 0.0 	 right 	P 	T 	0.0 	3 	0 	-6.0 	MSGKPEXBJDATCYZROLWFIUVHQN	BANHEVQPFSKDUJGRLZTMYOICXW	WKBUXRLOEJTNFVSMAHZPCYGQID	PLWHKNTSGXYCEADOJQZFBIURMV	ADXPVNWOJLRCIMFSYBZKGHQTEU	UBSWFDOMXVPRJKZCTQLHEIANYG	0
main	11 	SH 	 oneCued 	 0.0 	 left 	R 	Y 	0.0 	3 	0 	3.0 	WYOMCLBIXKJFRQDVNSZGHAPUTE	QZEFCLUNWBHJXMIGDAPKORTVSY	DXIQBVYFMHPWLCOEZJKRTSNAGU	UNDPHZXYOMRTVCIGQJFWKESABL	ASQYFEVHRBCZMDUTNOKJILPWGX	RGHFAYTBPKQCZSMVNXUDEWLOIJ	0
main	12 	SH 	 oneCued 	 0.0 	 left 	T 	E 	0.0 	2 	0 	-4.0 	GVTWFPOSUJXZICEKABRYNHLMDQ	EYTUMRJFPGHONKLBVIQZDCXAWS	UATNRZEXQIDMWOJLKCGHVFBSYP	KRMFWZXTEUHNJPBIVAYLCDGOQS	PDAKCFQZVUITBNWHLGYMJERSOX	EQNVSUWRGIOLZFTJCYADBHPMKX	0
main	13 	SH 	 oneCued 	 0.0 	 left 	Q 	A 	0.0 	0 	0 	1.0 	FYWIMLTAQNORCZXUGDBVHKPJSE	ZEVJLHTDNYBRKOAMQSICUWPFGX	FRJBXCESTIUAYLKWVZDNHPGOQM	SOCNQRYPUXKDMBGVIHWAEFLTJZ	YGTSKDZEMIPQXVRBNAJWLUCHFO	MBFANJCSHXVGWEYDQZTPLUKIRO	0
main	14 	SH 	 oneCued 	 0.0 	 left 	X 	D 	0.0 	0 	0 	1.0 	JRAEFPGWBTDXQUYICZLOHMNSVK	FNUDYJAWKOIHVCBPLQSZTERGMX	NIPKMQTJCWUXFGDYLVBZAOSRHE	ZLIBPRNOKWXYQMJCGDVUFEASTH	PUNHXVZQGBODYLRJFMTICKAESW	IHXMOUQRKDGCVJWTBYAZPNLSEF	0
main	15 	SH 	 oneCued 	 0.0 	 left 	X 	C 	0.0 	3 	0 	14.0 	HMEBUXSYZKIAFTWOVNCDLPGJQR	EUFOPSMITWGRDNBHCKVQLXZJAY	NHPGQRDVWXCMBALKJSUIFEYOZT	DPLRJVCNZMESQYFWOKAHXUBTIG	DGBSZAIJWMELQYTKOURFXHVCNP	YJSAIVWNTDEBXLFOGHRKMQZPCU	0
main	16 	SH 	 oneCued 	 0.0 	 right 	O 	J 	0.0 	1 	0 	-2.0 	FNIWESTMXDORJZKGVLUHCQYBAP	VFKGPCOYJDUIAWLEBTZQHXRMNS	AXWYRVQUJEKFBGDLSTHINZMPOC	HCJVDSGWUOBTXILPNMAYQKREFZ	DIVYWHEZMBKPTXQUGOLJNSCRAF	DHVWQEOYCNRKLTIGPFZXAJUSBM	0
main	17 	SH 	 oneCued 	 0.0 	 left 	P 	P 	1.0 	3 	0 	0.0 	TQEVOFUXAHKLSBINJYDPMZRGWC	CRVZXWTDAMPLBEFOJUNSKGYHIQ	TOQBHGXCUSANEYFKMVIPJZDRLW	EIHJTSVUPYDFCZAWMGXQKBLNRO	LNZXUPHDRVJFQTSAWMBYGCEKIO	EPZQILNDWXOTFVAGCKJBYMHRUS	0
