experimentPhase	trialnum	subject	nStreams	ring	crowded	resp0	button0	cuePos0	answer0	correct0	pairAngle0	whichStreamCuedAngle0	whichRespCue0	whichInPair0	cuedStream0	responsePosRelative0	streamLtrSequence0	streamLtrSequence1	streamLtrSequence2	streamLtrSequence3	streamLtrSequence4	streamLtrSequence5	streamLtrSequence6	streamLtrSequence7	streamLtrSequence8	streamLtrSequence9	streamLtrSequence10	streamLtrSequence11	streamLtrSequence12	streamLtrSequence13	streamLtrSequence14	streamLtrSequence15	streamLtrSequence16	streamLtrSequence17	timingBlips
main	0	IS3SONA	2	1	Bouma	M	0	10	V	False	120	150.0	0	0	0	1	RFSLYTZOEDVMKXNHIBJPAQGU	ITREBONAMLJXUQGSZHKPFDYV	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	1	IS3SONA	2	2	Bouma	R	0	6	Q	False	60	60.0	0	0	0	1	ZGVKIEQRXSUJTFHYODPMNALB	GYLAOBUHNDZVFKERQIXJPSMT	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	2	IS3SONA	2	2	Yes	S	0	10	T	False	60	60.0	0	0	0	1	GJZKREPADBTSLOIFQUVHYMXN	XNOEIGVASQHZFBRJKMDTYULP	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	3	IS3SONA	2	1	Yes	X	0	7	X	True	60	90.0	0	0	0	0	DKFLHYRXQVSAZTJIUMNGEBPO	TSNIXHZYPORJAUGFQMEKVDLB	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	4	IS3SONA	2	2	Yes	P	0	9	F	False	0	0.0	0	0	0	11	ETMDHZBSAFGJKLNQYUXOPVRI	EHLTZJUVSODKMYBIAGFNRXPQ	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	5	IS3SONA	2	2	Bouma	M	0	9	Y	False	120	300.0	0	1	1	-1	OJRPVLDYHXQBTSMAKINGEFZU	UTLGAIDQMYNFHZVBKRPOXEJS	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	6	IS3SONA	2	0	Bouma	B	0	10	K	False	120	300.0	0	1	1	-1	YEPLAURTHNQJMBOXGIKSZFVD	DPEQLOANVBKGZMTYUHXIRFSJ	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	7	IS3SONA	2	1	Yes	P	0	10	O	False	0	30.0	0	0	0	-3	NMBXSEIPFHORLAYTKUDZJGVQ	KXJSHPOEIYATZNBDFRMLGVQU	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	8	IS3SONA	2	1	Bouma	B	0	8	G	False	120	150.0	0	0	0	10	VUASHQXFGPETJZMYNDBKLROI	RHTDGSAUENVQPJLYXFBOKMIZ	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	9	IS3SONA	2	0	Bouma	H	0	10	X	False	60	60.0	0	0	0	1	RMKODLBYAVXHTIZNEUSFPQJG	HNSQYLZIGKBATEPDMXROUJVF	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
