"experimentPhase"	"trialnum"	"subject"	"nStreams"	"ring"	"resp0"	"button0"	"cuePos0"	"answer0"	"correct0"	"pairAngle0"	"whichStreamCuedAngle0"	"whichRespCue0"	"whichInPair0"	"cuedStream0"	"responsePosRelative0"	"streamLtrSequence0"	"streamLtrSequence1"	"streamLtrSequence2"	"streamLtrSequence3"	"streamLtrSequence4"	"streamLtrSequence5"	"streamLtrSequence6"	"streamLtrSequence7"	"streamLtrSequence8"	"streamLtrSequence9"	"streamLtrSequence10"	"streamLtrSequence11"	"streamLtrSequence12"	"streamLtrSequence13"	"streamLtrSequence14"	"streamLtrSequence15"	"streamLtrSequence16"	"streamLtrSequence17"	"timingBlips"	"responsePos"	"fixationReject"
"main"	21	"18TM5"	18	0	"R"	0	10	"R"	"True"	0	0	0	0	0	0	"XMVAKOUNPSRTHIBFYJZLGQED"	"JMVLEBZNIQPKUXHRGSODYTFA"	"UYTZFDBEHGNVKSIPOXMARLJQ"	"NFSKVURIDLMJBPZXOQTYEAHG"	"SPIOGFNUZMXDBRJQYHVLKTAE"	"GZKPYVJXMFTLDABNOEUISRQH"	"TEYIKDHVXUMQROAZGPNJSFLB"	"AXNLVPGRTDSKFMBUIZJYEOHQ"	"EKPADQNZHXLOGSVRYTUFMJBI"	"YTAGDQXIEKVZBJLRPSFNMHUO"	"TUFKXZRMHAVLPDEBNQIYJOSG"	"QIJTRFMZVAGPXLHKESDNOBYU"	"MNPVIDUFRXHZJQTLEKSABGOY"	"HIPESNBRJZOUYDMFGXKVTLQA"	"JELOGADYZUFTRMXVPNHQSBIK"	"FIEQPOUDSNZLGVHKXABYTRJM"	"UXGSDKRPJVAYHIQOZFENTLMB"	"TZAUYRQOPXKBMHVJSINDEFLG"	0	10	FALSE
"main"	26	"18TM5"	18	0	"K"	0	9	"E"	"False"	60	240	0	1	4	1	"GMBDJUOREATVNLHKXPYSFQZI"	"LINVOZAMYBXSHQRKDUTJFPEG"	"PORVILNASZGTYFMDUKQEHXBJ"	"AEPRUMLHYNDFIGTVOQSKZXJB"	"LPOTMAFUVEKHRIYQNBXZSGDJ"	"IRXSZMYLUNGKEBHJTQVDAOPF"	"FENVAYGDSZTUKRHXLQBMIOPJ"	"MVLKNRFSAEYBDZQGHJTPOUXI"	"PJHISYKGAMRFLNBXUQDVZTOE"	"LSYMHIBOZQVTXPFDNAEGKJRU"	"QKITDBXJZOPVMFYHASULERGN"	"FAOXMGQYNSHIVDLTUKBRJZPE"	"FDJQEZIVBYRNSLTMAGHUPXKO"	"GJYMRUXTVHPBIQSZAKEOFNDL"	"XJKESYNAGZBMQUPIFHTLOVRD"	"GLPXRDYQMBONSHJVEUKTAFZI"	"BVTHSRDXJQAOLGEKMYIUFNPZ"	"UPDZTREOQJVIHYALBSMKGXNF"	0	10	FALSE
"main"	30	"18TM5"	18	2	"B"	0	8	"P"	"False"	60	240	0	1	16	9	"NDQYTFPAEMIHOSXRZBLUJVKG"	"MYJFGHLPKBQUSRXIOTADNZVE"	"JOGQDZLBYKFXSAEUMVHNIPTR"	"BSONTUFPKYJXMZQAHLGIEDVR"	"DPLOUNYMKZERHSAVQIJGTFBX"	"PJUYKREGSNDXBQFMVIOZTLHA"	"BPTDEIGSMULOYXVZJAHRQKFN"	"OAQKLUMZFHTBERSIDNPGJXVY"	"GLUAVDEXSBPFYQTZNJOMIKRH"	"RZNDSTKYVILXPQGJMAUHFBOE"	"QLXDBMEJHZVFGYIAUNSORKPT"	"TRKDIHFMJXENLQSYVPBUOAGZ"	"HRKZSUDVXQLGPBJOEFIATMYN"	"EINPTLUXOZKQYGJHFMVRSABD"	"HNEFXDZOSILAUJMYRVBGPQKT"	"XRVHTFQDOIALNEBPJUZKMYSG"	"FKEHLMOGPSNUDJYXRBAZVITQ"	"VABFTYUPQLMHEIJDKRSONZGX"	0	17	FALSE
"main"	33	"18TM5"	18	2	"X"	0	10	"U"	"False"	120	120	0	0	14	2	"ZXTOBLUYVKFSJDRNEIAPGMQH"	"XPOVRYAILFBTUJMQEHSDNKGZ"	"EUHDLPXYQZKNFABVRSMOTIGJ"	"LTDGXNZIJHMSQFABYVEOPKUR"	"NRXFQHDIZVBESLPJAGOUMYTK"	"JSEMXYFUVOZKTPGARBDINHLQ"	"OFSBRJMQDTLXGIENVZUAYHPK"	"RGMSALZITYENUVPXKDBQHJFO"	"PSERJIVDUMNLYHFAXZBKOGQT"	"FQAGKSIPEYZNXLHTMRDBJOUV"	"VEFSLZHPGNQKDUIARBYXJMTO"	"EGLBHQKUXAJNMRVTPFZIDYSO"	"KQJASBXTMGLIVNPOHDZEYFRU"	"IFBGKZNDYRTMQXOLEVJSUAPH"	"JDPVQHGOREUSXKYZLNTIFBMA"	"ERVIOQSGNZYDXHKFPJMTBLAU"	"PRULAVDJOZBSQETYGKXFNHIM"	"TVFLBAKOUNMPERXDQIJHYZSG"	0	12	FALSE
"main"	36	"18TM5"	18	0	"F"	0	9	"T"	"False"	60	60	0	0	1	1	"OEJZADBMXSGKHULRQNIYFTPV"	"OIPSGHQZDTFBNYMJLEVKXUAR"	"SALNPZYDKEVFUJXTGRIQMHOB"	"ERPZATVLONBJKMIQSFUGXHYD"	"NTKIJRYHMZPQEDAXBVSUGFLO"	"XYRDBHJQKPNOZILMUASGFTVE"	"XEUFJMOIPZTAGVDLQHBKNSRY"	"UXBRGPVLEOJYIFQHSKTNZDAM"	"IJNQDVGBEZUFXKSHOPYMTALR"	"VXQPJNSABORUHMLTEDYGFKIZ"	"LHFEIPUROVJTGBDKYMSAZQXN"	"ZTPUIMKHGBXYLANSREVJDFQO"	"GQOMDFHLKIUAVJTYNPEZBRSX"	"EMSROFXGPZQINULHDYTJVAKB"	"TQDBOHUALZVGSXJEPKFMNYIR"	"JTFQHERINSDLOMGUVXBKZPAY"	"PIYZXOMGAFBEUJRSHLQNDKVT"	"NHUAQTDVZBFMKXRIPOSJELGY"	0	10	FALSE
"main"	42	"18TM5"	18	2	"M"	0	8	"S"	"False"	0	0	0	0	12	2	"MXJNZEPGLAKTFURIDHBYOQSV"	"DOQBXVSYNHKULFGRZPETIJAM"	"DEXSKMQORHYTBANGFLUPIZVJ"	"IAFEOTVHGQMNLSDJKBUXRYPZ"	"GKUTDIVEAQMHXFORSNBLPYZJ"	"KRPGDQBYLMNVIZSJOHEAXTUF"	"OSLRBDNUJPIGEKFYTHAMXZQV"	"SLYEJZGVBPTKUQARXMDNOFIH"	"DRIAELVGTNBPSHMFYKQOXJUZ"	"UHMNLISRBZPVYAQXOEJDGKTF"	"DHKJOPFTSAZRELQMUNGBVIYX"	"XHMTIYNKRBVSAZJOQGEFLPDU"	"LVPHJRINSQMYFKXDEOBTUZAG"	"ETKIOLUMHQSRFNVAZXJPGYDB"	"XHTQZGUIMOEFJRAVSYDPLBKN"	"FPUAXZMNLJSYIRHDQKTEOGBV"	"YAUOVZRJPBDTNHSGXELQFKMI"	"AHREKSMBJUNXDLOZVGTYFPIQ"	0	10	FALSE
"main"	46	"18TM5"	18	1	"M"	0	6	"M"	"True"	120	330	0	1	11	0	"EIMJROASLDPUVXKYZGHBQNFT"	"BERKIQMDJZFVUOHGSPXANTLY"	"AQJIDFOBNLZHGTMKXVPSREUY"	"SZMDPIVXUAKJFBQEGLNORYHT"	"UDFYNSBJLMEGVOKHPQTIXRZA"	"QHXMBIESLGONVARUPJKZDTYF"	"DHBRVMXJTYGUKNAIZQSFOPLE"	"UIBAYFMKLDQPSXHZVOETGRJN"	"TAOBDUQXMIPESNYZHFRJGKLV"	"ZUDPBIXJKLAEQOTSMNGHYFRV"	"UBRSJYDFQIXTELMKGVZHNAOP"	"XBAPJQMUDNESROHZVKFYILGT"	"IMPRJHESBLNGZTKUVAFOXDQY"	"UKDPOXLBVRFEHSYIGZJQATNM"	"TORAFPVDXSLJQZYMHEUNIBKG"	"LJZFGYHEINXATMODPKUVQSRB"	"YGPFAIEURHBXOMTSZVJKNQLD"	"UDGTASHJBEPZRFNLYMIQKVXO"	0	6	FALSE
"main"	47	"18TM5"	18	2	"N"	0	8	"J"	"False"	120	120	0	0	14	15	"RHOVKANIFJLXTEBMDPQGSYZU"	"SGFOZYVPXEMNJUKTBLQIADHR"	"JDBYITGMSZOHNEUVAQXFLRKP"	"HUGQIEZJPSDLVBMORXYKATNF"	"UPMJYQOLFSETKIDGNVZRAXHB"	"MZULHOYRKIAEQXJSPBFDTNGV"	"YRZVKFLOBATNEJDPSGMQXIUH"	"SVQXLADFPZRHOBTGUNYEKIJM"	"GHMXDFYZLAONTEUJPSRBKQIV"	"PTGNJMEKXFAYSVOURDHQZLBI"	"JYKZLGPMBRFHITQSXAOUVNED"	"SGQBKMUJOIRANLHEVYDPTZFX"	"QLXUMGZBRDSFNVHKYTJIOPEA"	"ULYRPBTJGVOAMXQNZSKFHIED"	"TXELUFBGJIMPORQHYZDVAKSN"	"NDGVIFULBSAZEMQJYTPKHOXR"	"SRZQOPHTIABDLVJGXUFYMNEK"	"EVAQHURSNLZYXOFIJDKPGTBM"	0	23	FALSE
"main"	49	"18TM5"	18	0	"E"	0	7	"E"	"True"	0	180	0	1	3	0	"BQOIZAHVFYNJXGRULPSETMKD"	"HOMFBIUZQYJDGRVNLEXPAKTS"	"QOASXERUGFDMYHTILPVNBKJZ"	"OPKZQJFEVUAGRDLXTBINSHYM"	"RYAVTFEQPOLNKBDXJHZSMIUG"	"KPJSZBDNTQIHGAXFYUEVLOMR"	"MVSJZGHQTLBFDKEYIONPRAUX"	"FIJEUGXBVDYLPTAMRSHQNKOZ"	"SLPYEOBVUXGFNRQMAKJTIDZH"	"YNJUFLHXZPMSOBIEQDVAKGTR"	"ZVDYTBPLKFNOGJMAUIHXQERS"	"NMFXPUHDTKLEIVSYBRGQZAOJ"	"QNGLOYRFVMJIHEXKUSPDTZBA"	"GSZEHOJRFVMYBNATKDQPXLIU"	"SOYVGFZKPLAUBMXHNRJETIDQ"	"DOTQIHVLMNYJKBRFSXUPGEZA"	"DZEBGFSUVNAILTPMRYJXHOQK"	"XIPQLVHJKBSRNMZADYGETOFU"	0	7	FALSE
"main"	50	"18TM5"	18	0	"V"	0	7	"F"	"False"	120	120	0	0	2	1	"JYOMTIHBKXEPVDGLURZQAFSN"	"KLIXDEQJZUOFMAVHRGTSYNBP"	"MKXJOESFVDHTQUINRLBGAPYZ"	"MOPDSFUZBQYGTRNAELXHVJKI"	"PLIAKYZXDVMFREQGOJTSBHUN"	"VZDKXSYHOUQRBAIFPLJNTMEG"	"GFENKVYUJMDOLQSBTZXIARPH"	"XBUMODYRFNHTZJPQEKAGSILV"	"TUIAOXGRBQPYJHSLKMFVNZED"	"LKDNMOZUXBPREIHGVJAQTSFY"	"ASKRBGNZEFJPDOVHUTXMIYQL"	"IPEXAVGJSUNZTKRDQOBLMFHY"	"VFLTBKRQUMSENGPZYHAXDIJO"	"ZTYKFODNQRUXEABGMSVHPLIJ"	"JFSXGRMNDYLEIUVPBOTZQKAH"	"SIUDNHRVFAZMPEXGOJLYQTKB"	"QDOIKGYSFBXZPRAETUHLVMJN"	"DGKUNTMBPLYVXIQSFHOZEAJR"	0	8	FALSE
