"experimentPhase"	"trialnum"	"subject"	"nStreams"	"ring"	"resp0"	"button0"	"cuePos0"	"answer0"	"correct0"	"pairAngle0"	"whichStreamCuedAngle0"	"whichRespCue0"	"whichInPair0"	"cuedStream0"	"responsePosRelative0"	"streamLtrSequence0"	"streamLtrSequence1"	"streamLtrSequence2"	"streamLtrSequence3"	"streamLtrSequence4"	"streamLtrSequence5"	"streamLtrSequence6"	"streamLtrSequence7"	"streamLtrSequence8"	"streamLtrSequence9"	"streamLtrSequence10"	"streamLtrSequence11"	"streamLtrSequence12"	"streamLtrSequence13"	"streamLtrSequence14"	"streamLtrSequence15"	"streamLtrSequence16"	"streamLtrSequence17"	"timingBlips"	"responsePos"	"fixationReject"
"main"	23	"18JG"	18	1	"X"	0	9	"S"	"False"	120	150	0	0	8	1	"OULSVTFIZEJQRNYBGMKXADPH"	"KAEULMRIQZYOJVXPFGDBNTHS"	"UMHEIVAPQZBFKYDOJNGTRXSL"	"PZYFKBEQUOSDLMXIJAHRVGNT"	"KGEMVBPSNXUJTYAHIOQRDLZF"	"XDQPAJYKBLGRNFIUSEHZVMTO"	"QJXVDPZEBYTAKMOISLNUFGRH"	"FARIZGVMJXUSYOENPBLQKTDH"	"JIAMBZPHRSXKGVDOQNUEFLYT"	"QTVEZRGANBXKHPFYDIMOSULJ"	"XHRIDNKSFGOZYABMUEVLPQJT"	"FTYOLUPNRBIVSDKAGXMEHZQJ"	"DUIRKXLJQTGHMSYOBVPNFZEA"	"DQFSBRNVUIKAOPTJYZELGMHX"	"UENIJXTGLAZFDOPYBMSRVQHK"	"MGERXLJSKTPUNAVBHYZQIOFD"	"KFSXGUNQAERYIHZBPMLTOVJD"	"RUOGAFEQBVLKITPZMNSDYJHX"	0	10	FALSE
"main"	31	"18JG"	18	1	"A"	0	7	"S"	"False"	120	330	0	1	11	1	"ZSFLBTQIAJVUXNDHRPGOEYKM"	"BTYHGRSXPIDEKMQZNLOUJAFV"	"OSIGMHZUAEVDLBRNTXYKPJQF"	"QVDNRUHZYKLXPBAJFGOMETSI"	"LUHASDKGNTPEFBZXORVYJIMQ"	"IKFODLANQURHTXJBMVSGPYZE"	"FBQJPUHAGLNXKZOTISEYVMDR"	"ZYDIQUSMBOLNVXGKPRFEHTAJ"	"EVTOYPDMGXJANZFQUSIKLRHB"	"SJMEGBVTPINDQKRZHAOYFUXL"	"BQYTGNFOAVDUEHZRXIJPSLKM"	"MVYQEJLSAONIXTRDBHGUPZFK"	"JARBMNOFKSEZYGHTIPLUQXVD"	"LAPYUZQEFHXTJVNODBIGMRSK"	"QETGBOMIZRFDVLKHNXSYPAJU"	"DXSMVNJHTGYELPUIFBRZAOKQ"	"HTGAYPUNMLQDOZIJFXVBERKS"	"LVSGRPINJDBAEUHFTQYXMKZO"	0	8	FALSE
"main"	32	"18JG"	18	1	"R"	0	6	"Y"	"False"	120	150	0	0	8	1	"KZLUTJPSARYDMHBFNVIOQGEX"	"SRJAIMXQDTUNBYOPFZVLEGKH"	"TUIXZBYSVJDKFAPLGNMHEQRO"	"PNHAFTMVEQLBZIDSOYKUXRJG"	"VDTFKQRBGXUJPNIOELAMZHSY"	"ZFMIVJXPQGTBURSOYHAKENDL"	"RZPAKQDMXFLUYGBSOJEHINTV"	"PQRDKTEOXFSIZJVHAYLBNUMG"	"EUQIODYRXSLHFMZGVKNBPTJA"	"NAJTQGVFEYBIPXLDSORMUZHK"	"JRSONBPEZTDYIAMVHQXGFKLU"	"SAUQDVRBOFLKYHNXMPZJTGIE"	"PHTOAFGYNSXUJVKDZBMQILER"	"YJBDPHZIKGAUVREOLTSQXMNF"	"XAQNHSMVBFEIZOPDRLKGJYUT"	"ZNUDKIEQTLFHGYMROASPXVBJ"	"LJEIMOVPKFTBUSDXNRAGYQHZ"	"XYIOGFSVREZUPBHMJLKDTAQN"	0	7	FALSE
"main"	34	"18JG"	18	1	"U"	0	6	"V"	"False"	0	210	0	1	9	2	"JQGXUPRIMYOFBESVLNATDZKH"	"XAQFZNUSMYJPDBELTORKVHIG"	"NFKGTLXEHVIORMBDSJYUZQAP"	"IHSXFUGMTNJEPYKODLVAQRZB"	"DJBQHATRNZSILEGOUMPKVFXY"	"HXYSTDLONFJIPAMRUQGVKZEB"	"MEFBLZYKUOVXSARDPNTIGJQH"	"SGPOMERJDAQXUBFZTINLYVHK"	"GTNUVIYQRALDBMHKPEZJSFXO"	"DLQNRMVZUXPABYSOGKFHIJET"	"TFYDRZJAVNGMIUSBPHOKXQLE"	"DVTBHQXGOIMRYLFNZEUSJKAP"	"EVOKSJMYXNBZDRGPATUILHQF"	"SMLVTXUQAHGEKFNBDPZIRJOY"	"KNYPUTJDHFEBGALMSVIOQRZX"	"OFXJKZNQTVPURILMABYHGEDS"	"TAZYQORSKJNMHBDGFVEXUIPL"	"QTRVLSHKJYDBEFXNZPAIUGMO"	0	8	FALSE
"main"	36	"18JG"	18	0	"O"	0	6	"K"	"False"	120	120	0	0	2	13	"ZIQMVTFXHOAKYPBSLJGRUDNE"	"TZVNBSKLEAROPDUHQIGJMYFX"	"HERDALKQYFXSBMJPTZIONUVG"	"ARVMLFHEGBQYNZUTODIPJSXK"	"GTVRKZQMASIOHXDPUEYFLJNB"	"XFEBNJPZIKGHLTSVMRQUYDOA"	"KGQXALMYIFEOUSHBRNJVPTDZ"	"MRUFSDVXOZHJBAQPELKTIGYN"	"UGHZPORIMADJBKNXLETYSFVQ"	"LSMQFNKZJDXVGPABUYTOIHER"	"AEZLJKBNSFPGYOTIDVQXMRUH"	"OEAGSYJNZFTRQPDHBVULKMIX"	"TDESBXUIPVQGFZJOARYLKNHM"	"HUKVORYGAFXLDJTZPQIEMNBS"	"VEDZKGABTORXFLSYHUNMJIPQ"	"HPLXODIFBERZQYGVAMTSJNUK"	"UPZDSQLOHRIGKYBVJEXFTMAN"	"BXDRZMEQJYUTGPOASILNFVHK"	0	19	FALSE
"main"	38	"18JG"	18	1	"R"	0	9	"R"	"True"	120	330	0	1	11	0	"UBYDKTSZQPRMJEIXLAVHONGF"	"OIUHPGSADLRBYXVFTKJQNZME"	"FSZKONRHUBAVMGDXQJEYLPTI"	"MYZAOTUVHPIXKJFGEBNSQDLR"	"AGQOSMPKTRDLHJFYZBNEXVIU"	"PFVDIZNOJTSMAXKYHLEBRUQG"	"SGZPHNRUIKVXEQOYBDFLJAMT"	"LEFXDVYAUOQJHKRBGMSPZNIT"	"BZLMKSGUEYQVHTJFRIODXANP"	"NBERFTHPILDOMJQZSYUVXKGA"	"GEFYSLTXDUBVRQONHMKIPAJZ"	"OHPNIQAEURFVSMLKGYJTBXZD"	"UPEHSGKTFVROJMLBIXQNAYDZ"	"RMHLYQDJSBAPZFOKUGXTNVIE"	"KNTABYHLUJMVDFZRXIQOEGSP"	"BARLDJZUHNYSEQTMFGOIXVPK"	"INRLTSQVGZPKADOYFBMXUEHJ"	"EVXZBQMYOTKLUSJFGRPHADNI"	0	9	FALSE
"main"	42	"18JG"	18	1	"K"	0	7	"Z"	"False"	60	90	0	0	7	1	"RXPAEMZVYUSDKLBFOIJNTGQH"	"SFNRKMHGIPATVLEQZBDXYJOU"	"LHZFQJBKMXNAGOVDUETPYSRI"	"HYBANQKZTSVRJXUGDIMOPELF"	"GYVNUZKTDQBEHLMJAXRIFPOS"	"HRTVMOZSDXKIAYJNLGEFUBQP"	"QZVBTLSPMXDAIOFUKENRYJHG"	"GSDJQYPZKVMILUHROBXAFNTE"	"TYUOPGMARZVLQFBHEINJSXDK"	"EDZAPQILGYBXJVOTKNSFMRHU"	"BOVAGJERNSMXKHYFPDUZQTIL"	"ELYOXKJHDPMNQZBVFSIRUATG"	"IEXJFRGPQNVKUDSHTMLOZAYB"	"GVZOKAUDNFBRQEPTXYILJMSH"	"LUAEVBHGXZJDYQFPORNSMIKT"	"FQKNIDJSOBZLYHXEUGTAVRPM"	"XKJLTSVMIFGNRBZQOADUYEPH"	"AEZNDQTMUXPJGKVFIYLSROBH"	0	8	FALSE
"main"	43	"18JG"	18	2	"R"	0	7	"E"	"False"	120	120	0	0	14	1	"ZKUXRGHIFMSVANPEJLYTODQB"	"TMPVQKDSJXUBIYAEHRFOLZGN"	"ODMXJHSUVINLBPKGEFYQAZRT"	"STFUVDAGBPRXOZEJQMNKYIHL"	"LKQIMSHPTVFANRZXJDGUOBYE"	"MVOQGIFJLKXTYRPSABDUNZHE"	"SPOLUMTJDIEYAHXQNBKFGZRV"	"PKOHZFJUGENTLRIDASXBVYMQ"	"QVAUGHJMSFIEOKPNYXLTZDRB"	"RBOEJHAMLSNGTIZKVUFXDYPQ"	"ASLMPOZRNVYUTEHGBQFIJKXD"	"KJAEQBHMXZRIFNLVTPODYGSU"	"DAXKQPGEHSNUFOILZRYTVBMJ"	"VSXMRBHDLPZAIEOFQJGKNUYT"	"OHSJVIKERTPMFLQYNGZAXUBD"	"SKNIPHMGBLYEQFVZAOTDUJRX"	"HVXZDTGEKBONYSJAPIMLUQRF"	"ZMHJNALUQXOISDBFTKPVEYGR"	0	8	FALSE
"main"	47	"18JG"	18	2	"E"	0	6	"F"	"False"	60	60	0	0	13	1	"LJMYTXAHDRKOQZPEVGNISUBF"	"DPMETGKVSYFJINLUXHQRBOZA"	"NRPDZLUTFYOXEGHAKJMBVSIQ"	"FNOJQIRUZPXVELYBGMSDKHAT"	"QDVKYPJMSUZLINBXRHOETAFG"	"TAKHXNJDQIPLBVZURGEMYSFO"	"BDUAHITKNPEGLQFRZJMVXYOS"	"JUNXRFZSAHPLGTEKIDVBQYOM"	"HDXQPKSYTNGBZUFOARJLMIEV"	"QLYENRXPVBTOMGAIHUSFZKDJ"	"MZRQGBLNHYPJKSVIFXADTEUO"	"TORBFIJXNPYMQZLVEUHGDASK"	"IKMZSYNXBVEQRPHLTAOFJUDG"	"IGYPHNFERLMQVBSTDXOAJUZK"	"VZJMNGFTEBUXKSQODAPIRLHY"	"DMSFHGXQKTBVJPRIALEUNYOZ"	"XMVRQEFGUIYOHKTLNBJAPSZD"	"MDFIRNGOLBZSQEYXTAHPVUKJ"	0	7	FALSE
"main"	48	"18JG"	18	1	"M"	0	8	"E"	"False"	120	330	0	1	11	2	"PMAFTOULJRXSQVDKGYBZHNEI"	"AVMDLITPKENUOHFSJYRZXQBG"	"MDSZGEJALYUKPNHQTVORIXFB"	"QVEUBIDNLKHSYZMJTAXRGFPO"	"HEYNUVSFKAQMGRBZIJLPDXTO"	"IGEHTDYBRSUPALOXMJZVFKNQ"	"OHRPQEYXMNIUJTVKBAFDSGZL"	"JOAVLSMIQBTGKDFYZHXRPENU"	"BIZXDQGUHENYLKPAVJSTRFOM"	"VUAZGDNLJSBETMQXHORIKFPY"	"UYAVJPBFMNSDIZTLOXHKRQEG"	"VTDNQPGSEJMXKZRHIUBFALOY"	"RVAIFPZTYXOKQUDGHBLENMJS"	"UVKZFEAYJMXSQILRGBTPHDNO"	"VOPQAJXKGMBDTSEYFHIUNZRL"	"EVYHBLTXOAMZKPGFURINDQSJ"	"DQEPNTSHABIRYGLJUKXFOMZV"	"BPKOHJGLUZVXASYTMNDREQIF"	0	10	FALSE
