"experimentPhase"	"trialnum"	"subject"	"nStreams"	"ring"	"resp0"	"button0"	"cuePos0"	"answer0"	"correct0"	"pairAngle0"	"whichStreamCuedAngle0"	"whichRespCue0"	"whichInPair0"	"cuedStream0"	"responsePosRelative0"	"streamLtrSequence0"	"streamLtrSequence1"	"streamLtrSequence2"	"streamLtrSequence3"	"streamLtrSequence4"	"streamLtrSequence5"	"streamLtrSequence6"	"streamLtrSequence7"	"streamLtrSequence8"	"streamLtrSequence9"	"streamLtrSequence10"	"streamLtrSequence11"	"streamLtrSequence12"	"streamLtrSequence13"	"streamLtrSequence14"	"streamLtrSequence15"	"streamLtrSequence16"	"streamLtrSequence17"	"timingBlips"	"responsePos"	"fixationReject"
"main"	24	"18RN"	18	1	"E"	0	7	"Q"	"False"	60	270	0	1	10	7	"YKVFLXODNPIMHTBAJGURESQZ"	"OFSZDJYNMGKQIBRTEVAUPLXH"	"IVJKEUZOTSHAXMDYLNPQGFBR"	"IKDOFMVGQUESRPNZJTAYHXLB"	"LKVPJNOHBQEUXZYRMGDTSFAI"	"RNUGEXIYMQZKAPSBTJOLDVHF"	"GAIUYEXRSMQHDFNPKVTZLOJB"	"PTDJVNBXSGFLRKEYIUQMAHOZ"	"HPMGUDLVQBSAIEKXJYNFOZRT"	"LXZAYNFEQDHMBVOKIGSRTPJU"	"FROZVTXQYBAMPGELJSDUNKIH"	"BEQSTFODUJLXKIPMGZAHRYNV"	"JPLNEKZUIHFGQRBASVYMODXT"	"FTEPIYOJHMSNKDURXLBAZQGV"	"FHQVRJKZXINMYGPLTUDEOBAS"	"SDYOKVNHTJIURLPABGMZFEQX"	"MSRHTBEXALYPUVJFZDNQOIGK"	"XVYEQFMNGRDULKSJBTHAZIPO"	0	14	FALSE
"main"	25	"18RN"	18	2	"X"	0	10	"B"	"False"	60	60	0	0	13	1	"DSGRPEVKNFXMQOHYBUALJIZT"	"SJXAZEIPLUFVNBTKHYDQOMGR"	"BGJUPTVMKSARNDXQEFIHOZLY"	"YOGBAQURSNJLZKEDHMTFXVIP"	"JQFKOBXUPRATDVMHNYILSGEZ"	"TXQBJDGKLVYSIHOAPURNEZFM"	"GVMFOKHRQPULANZEBXYDSTJI"	"VZQKFIREUJGYBPSTHODMXNLA"	"JXLKENPVRDMSAUHTGFBOYZQI"	"JLSOKMHXFRTNAGZQIBYDVUPE"	"AFEPYUBNQGVZILXDJKMTHSOR"	"IHRTVJPBKNMQAZDXGOLFSEYU"	"IVZFQDYSHBGULAMNTEPKRJXO"	"MINODTYJPUBXHKVEZRGLSAQF"	"PNJVXTGKOHURLFYBEIQDMASZ"	"BRPTSGUZVYIEKDQOLNMAHFJX"	"JPDLTGBFERAYKQSHZVMUINOX"	"XKIGLOAYEBSTJVFMUHRDQPNZ"	0	11	FALSE
"main"	30	"18RN"	18	2	"N"	0	7	"Z"	"False"	0	0	0	0	12	3	"TEMXIKDLZHOGARSVYPQBFUJN"	"AJTIVHMBRXGNQFUKDESPZOLY"	"JZGFQTPYVKDLSXBRANEMUOIH"	"TJZMDEQXNGPULSIYKAFBVOHR"	"YAZKMQPRXIFNEBDOLVHUJGTS"	"HATOVYLPMJGBKZRNEDSFIUXQ"	"AXDMTZBLNEOVFPYUIJGKSHRQ"	"JBATMVZFRGDEYHLIOQNSKUPX"	"ZTRBHLPYVAGSOJQEXDMFUINK"	"DGSMZPYJLONKTVIFBEUXQHRA"	"LRDVFJAZPENHITYKBQGUSOMX"	"DNRAMYIPTKJQOGXSHZLFUBVE"	"DOLUPMRZXGNQBVFIKSEATYHJ"	"SGYXJPVQUREBFHAZLKOINMDT"	"GTEKMBIZSJYOQLRVPFAUDXHN"	"GNZLKYDQXJTRFMAVOEPIUSBH"	"HZMGTVKONYLAIXDRBQEJPUFS"	"OMPFGTRLSHIZUXQEVKBJDNAY"	0	10	FALSE
"main"	31	"18RN"	18	2	"S"	0	10	"Y"	"False"	0	180	0	1	15	1	"IVJDTMEGYLBQZHKAOFUNRXPS"	"ADBNJUGMIXZTSEFVKQPRHYOL"	"EPYKNAMJBSHVFIGRUTLOQXDZ"	"TFBQSPYKANUERHGOXDIZVLMJ"	"EHAUZPJOVDQSYTXNGKRFLIBM"	"GJHDKOIXLYEMVUARTPZQFSNB"	"VLFUTBHZSYOMAIRXEKQJGPDN"	"TFJZHMNBSPRVUKDYEQXGOLIA"	"HBUXVGATKRYPZOENJLIFSQDM"	"XEKBRVNJSDQLGZFPHTOMUAIY"	"DLSXVMTFOKAIZPGJBHYUEQRN"	"XQZDRLUVOSHIJTBAFEGMYNPK"	"SMVRALYTJOBPEFKHIZUDGQNX"	"KLBEUHAIPYODMNTVZJSQRGFX"	"ILKUGNDXRABJPYFTZVSEOHQM"	"BXDAMQTFJOYSPINGZKLURVHE"	"VDIUMGJLYEFAZNXTHPRKQOBS"	"KIJVXZRDGQLMAHSYOUTFPEBN"	0	11	FALSE
"main"	36	"18RN"	18	0	"H"	0	7	"L"	"False"	60	60	0	0	1	1	"XTZBGAVSPEUHOJNRMYKLFQDI"	"KYNZJUGLHMIXPBSQTRFEOVDA"	"VAPLFXBUEQOIMTGSYRKHDNZJ"	"OVDZPGBHMNAQUJEKRFLXSTIY"	"MYTQKFGPZJILVEDAOXNBSURH"	"NIRVGZLHDJYSFUBAQXMPOEKT"	"OXBMRUQYGVNLEHPJKADFTZSI"	"IKSDPEGHMLXBNTYJOZVRFQUA"	"SHJTZKXOLYNQUBERMADPVGFI"	"JEBRVOQNUTKFDHLYSMZGXAPI"	"SMPLBTIRKJYUXAHGVQFZOEDN"	"TENLIDVXSHYFJOUZGQAMPKRB"	"ZXROFBEJKANHGQSTIYDPMLVU"	"LVUGBHIOXZQTKFDJRYESMAPN"	"XHVRIKSNGYLPFZJUDAQOEBMT"	"EHBVNRKFSPLYMDIJQUTGAXOZ"	"JABVKGTDUMEHFYZRSIOLPQXN"	"GNRLKEPIXBQSZAFJOUVDHMTY"	0	8	FALSE
"main"	44	"18RN"	18	1	"H"	0	9	"V"	"False"	120	150	0	0	8	2	"KSZYBRGIDFEMNOAJXVQHPTLU"	"LXMUPOKVZEYHDQNFGJTIASBR"	"GSVTNYEFZBMOQRHLPDUJIXAK"	"VOUGZHYIBADXNFRJPSTEQLMK"	"NLZAQRYGHMBOSJFKVTXEIDPU"	"GDPAZSYJKITEVBRQMXUHFNOL"	"DSVOEYTUNXKBGQPZLHIMFJRA"	"RFTUIPXKZBMNSLJAVHEQYGOD"	"AIQNYOPSUVGHBMKRZXTJEDFL"	"ILUMOJVSZYQPKRDXAEBNFHGT"	"IRTLYJXOHNBVMZQGFDEASKPU"	"BLDZIMAYUFRQOPTHKSJGEVXN"	"GKPSONRZHBQADFVYEXUTILMJ"	"ATUIVLHNBGXSFMPDRJZKYOQE"	"ZHETDASYOBGVMFKRINQJPXLU"	"SGIZJDVBLTFHRXUPNKMEOYAQ"	"HYVKGZNDAPQEBLXJSOUMTFRI"	"SGYOLRBDZVUPINAETFXHJQKM"	0	11	FALSE
"main"	46	"18RN"	18	1	"T"	0	8	"F"	"False"	120	330	0	1	11	2	"FTAKQRSUIPLYVGBDMZNEJXOH"	"ABQVPIHLYUZRXFTSMKGNJODE"	"JHLBZEKFADQNXUOPGYTRIVMS"	"DXUQMFZVSAYIKLTHBOJRNEGP"	"HJNQBOIADKYUTMGPELVSFRZX"	"UGIMRFQYPZKHOTBAXSLDNJEV"	"RNTFGPJAZYUDHEVMKXQLSOBI"	"JTOVGNRKMUZXLYESDBPAFHIQ"	"DZJQRBOULMSFHVYGKEXIPNTA"	"RFMDZUPGTOVHXKASINLYEBJQ"	"PBZTSEFALUHGRNXIQMVOKDYJ"	"IASHJLOZFUTRENPKGVQDMYBX"	"FUZJTAHKYIBMXVLODRESPNQG"	"NHXJDTKELUFMPVZSIBQOYRAG"	"LXMVQGURZSFDANIJOYKPHBTE"	"TLXRJDGOQBNAKIZMEFYSHPVU"	"GIEVJYZNSHQRMOBUPDALXFTK"	"QVIXUYNBMPRETGJZFHLKADOS"	0	10	FALSE
"main"	49	"18RN"	18	0	"Z"	0	10	"O"	"False"	120	300	0	1	5	2	"BVLXEYNHJMKFSDTAQUIPZGOR"	"YGBXZDQOLASIPJTKNUHVEMFR"	"IEOSBYKVTGUFLMPZNJHXAQDR"	"ZPYXDJVMRFBESQHKOUITNGLA"	"BGASDHFQVULZEIMRXJKOTYNP"	"ABGQPKYELTODZIRJSVXUFHMN"	"YLRVITKOXZGNFSAEQMPHDBUJ"	"SKIDZUJAFHTMBQGRXYEVOPLN"	"USYAXFIPNJDREKHQMBVLOTZG"	"BKPEVUDOSIYAQHTGJNLMFRZX"	"NGOKEFVPDTRUYIMQHABJSLZX"	"UGVDQEJOZPHATFNBSKMIRLYX"	"GUPEBVQJFSYKLHDMXZAIRONT"	"YRIPAXEHOFLZNJVKDGUTQMSB"	"JOAHYTSZDEIKMBXLGVNRQPUF"	"HIXAGLSKQJYDTRNPUVEZBOMF"	"RXBGQKZHSDYANTIPOJMEUFLV"	"MDVRULAXFEJNGSTOYBIHKPQZ"	0	12	FALSE
"main"	52	"18RN"	18	2	"F"	0	9	"Z"	"False"	120	300	0	1	17	3	"LKJTSGQHPDNZRXUFEVBYOIMA"	"GNFIVPOQKSAXTRHUBZJYLEMD"	"EHDAFSQXZUPIKLVJYRGTOBNM"	"KHEUTZJVOIDSABFXRGLYQMNP"	"AYIKGZSUVPTXDNORLEHMBJFQ"	"QTMDANFSOBRHJEVXYZKIGLPU"	"PSNIMVRTEZYHOUJQDLABXFKG"	"JZLIXAGNKTRFMVQOBSDHYPUE"	"HSPXGAKJFRNUYDIMEVLBQOTZ"	"SBJKVQZNUEHMPLGFOYXRTIAD"	"JALOZTVHGNUDMSQFBKEXIYRP"	"KEZVTNAXJOMHSDLBYGPRFUIQ"	"FVKXQBPEYIMHOUZJDGRATSNL"	"XBDLYHVJZNGTSPIAOMUQKERF"	"ABUTJOZEFRSVLXNIKQYDPGHM"	"PKTEARVYOXJISUNDMFQGZLHB"	"IQJAMDGZKHYOERXLVSBPTNFU"	"QIJSPNTOEZLRFABHVMYUXKDG"	0	12	FALSE
"main"	56	"18RN"	18	0	"L"	0	6	"I"	"False"	60	60	0	0	1	1	"HDVSIBMFGXNRLEAJYKZTQUOP"	"NZGKPFILJDOSTQMYAXBUHRVE"	"MOTRHQPLDFZXIJGYSKANUEBV"	"HBJKLZGRPTXSDVNIOFYEQUMA"	"UJADNOHKGYVXIBLPQZSTFERM"	"IXVRNHPBJZUSAKOLQMDFGTYE"	"NHMARSBQYOEKTFVDXZGPUILJ"	"IMHURLOYBPDETGJNKZQXSAFV"	"SJABOKPXHQFNLGIEVRMYDZUT"	"HDPMSAOZQYLUNKXRJBVEITFG"	"UFONBAXQKIDGJHRZVEYLPMST"	"IPOQZUGYHAXVMTSLDEJNKRFB"	"HKAFJXNVITMLYBZQSPROEUGD"	"ESGQYMXHBNLATUVZDOPRFIJK"	"NXKLAFZBSHQIRYJDETMPVOGU"	"GZBFJEKXDSVOMPIHYLTAUNQR"	"EGBHLMDKUAFJYQRNPZOVTXSI"	"VOESFZJTRDHIQPGXYLBAUMNK"	0	7	FALSE
