4,0,1.5,0.6,0,NaN,NaN
4,0,1.5,0.84,0,NaN,NaN
4,0.5,0.5,0.6,0.50546,0.54478,0.60158
4,0.5,0.5,0.84,0.48894,0.78805,1.0301
4,0.5,1,0.6,0.46924,1.0464,0.76287
4,0.5,1,0.84,0.52763,1.0328,0.77935
4,0.5,1.5,0.6,0.52248,1.4932,0.79277
4,0.5,1.5,0.84,0.53661,1.6297,0.8125
4,1,0.5,0.6,1,0.49004,0.67671
4,1,0.5,0.84,1,0.505,0.92735
4,1,1,0.6,1,0.95995,0.72734
4,1,1,0.84,1,1,0.8775
4,1,1.5,0.6,1,1.5295,0.61902
4,1,1.5,0.84,1,1.465,0.87107
5,0,0.5,0.6,0,NaN,NaN
5,0,0.5,0.84,0,NaN,NaN
5,0,1,0.6,0,NaN,NaN
5,0,1,0.84,0,NaN,NaN
5,0,1.5,0.6,0,NaN,NaN
5,0,1.5,0.84,0,NaN,NaN
5,0.5,0.5,0.6,0.5423,0.52819,0.65621
5,0.5,0.5,0.84,0.60611,0.62549,0.89353
5,0.5,1,0.6,0.53487,0.90244,0.72111
5,0.5,1,0.84,0.51695,1.1342,0.8122
5,0.5,1.5,0.6,0.55153,1.5411,0.7088
5,0.5,1.5,0.84,0.57684,1.377,0.90468
5,1,0.5,0.6,1,0.49004,0.67671
5,1,0.5,0.84,1,0.455,0.92085
5,1,1,0.6,1,1.0552,0.68093
5,1,1,0.84,1,1.03,0.87699
5,1,1.5,0.6,1,1.54,0.72647
5,1,1.5,0.84,1,1.54,0.85345
6,0,0.5,0.6,0.099679,5,1.0221
6,0,0.5,0.84,0,NaN,NaN
6,0,1,0.6,0,NaN,NaN
6,0,1,0.84,0,NaN,NaN
6,0,1.5,0.6,0,NaN,NaN
6,0,1.5,0.84,0,NaN,NaN
6,0.5,0.5,0.6,0.45007,0.42159,0.64923
6,0.5,0.5,0.84,0.58569,0.62433,0.97788
6,0.5,1,0.6,0.49939,1.0796,0.6171
6,0.5,1,0.84,0.56408,1.0576,0.83203
6,0.5,1.5,0.6,0.5177,1.5606,0.70126
6,0.5,1.5,0.84,0.57657,1.3514,0.8119
6,1,0.5,0.6,1,0.50499,0.69177
6,1,0.5,0.84,1,0.55,0.90967
6,1,1,0.6,1,0.94959,0.64868
6,1,1,0.84,1,1.02,0.83045
6,1,1.5,0.6,1,1.5146,0.59174
6,1,1.5,0.84,1,1.61,0.85316
7,0,0.5,0.6,0.083722,3.1886,0.58302
7,0,0.5,0.84,0,NaN,NaN
7,0,1,0.6,0.099877,0.55977,1.0284
7,0,1,0.84,0,NaN,NaN
7,0,1.5,0.6,0,NaN,NaN
7,0,1.5,0.84,0,NaN,NaN
7,0.5,0.5,0.6,0.51764,0.54711,0.70052
7,0.5,0.5,0.84,0.51887,0.55744,0.96726
7,0.5,1,0.6,0.55668,1.1601,0.76849
7,0.5,1,0.84,0.47997,1.0477,0.78333
7,0.5,1.5,0.6,0.53252,1.4767,0.68784
7,0.5,1.5,0.84,0.45759,1.6377,0.82819
7,1,0.5,0.6,1,0.54982,0.68253
7,1,0.5,0.84,1,0.495,0.82457
7,1,1,0.6,1,1.0051,0.60994
7,1,1,0.84,1,1.12,0.89197
7,1,1.5,0.6,1,1.5099,0.65326
7,1,1.5,0.84,1,1.47,0.85386
8,0,0.5,0.6,0,NaN,NaN
8,0,0.5,0.84,0,NaN,NaN
8,0,1,0.6,0,NaN,NaN
8,0,1,0.84,0,NaN,NaN
8,0,1.5,0.6,0,NaN,NaN
8,0,1.5,0.84,0.054,2.5169,0.072034
8,0.5,0.5,0.6,0.446,0.42311,0.51684
8,0.5,0.5,0.84,0.49666,0.34165,0.97758
8,0.5,1,0.6,0.54039,1.0103,0.67555
8,0.5,1,0.84,0.59218,1.039,0.94143
8,0.5,1.5,0.6,0.53249,1.5751,0.6092
8,0.5,1.5,0.84,0.45789,1.3675,0.78557
8,1,0.5,0.6,1,0.52478,0.64474
8,1,0.5,0.84,1,0.505,0.81848
8,1,1,0.6,1,0.89448,0.66771
8,1,1,0.84,1,0.865,0.90376
8,1,1.5,0.6,1,1.6046,0.68384
8,1,1.5,0.84,1,1.54,0.85929
9,0,0.5,0.6,0,NaN,NaN
9,0,0.5,0.84,0,NaN,NaN
9,0,1,0.6,0,NaN,NaN
9,0,1,0.84,0.32401,5,4.2375
9,0,1.5,0.6,0,NaN,NaN
9,0,1.5,0.84,0,NaN,NaN
9,0.5,0.5,0.6,0.51001,0.61218,0.75516
9,0.5,0.5,0.84,0.50952,0.70549,0.92025
9,0.5,1,0.6,0.54153,0.93686,0.75429
9,0.5,1,0.84,0.49799,1.0804,0.71293
9,0.5,1.5,0.6,0.47439,1.3994,0.56662
9,0.5,1.5,0.84,0.51863,1.4955,0.81747
9,1,0.5,0.6,1,0.5,0.65333
9,1,0.5,0.84,1,0.53,0.92688
9,1,1,0.6,1,0.97994,0.69352
9,1,1,0.84,1,1.065,0.92778
9,1,1.5,0.6,1,1.51,0.7275
9,1,1.5,0.84,1,1.52,0.84236
10,0,0.5,0.6,0,NaN,NaN
10,0,0.5,0.84,0,NaN,NaN
10,0,1,0.6,0,NaN,NaN
10,0,1,0.84,0,NaN,NaN
10,0,1.5,0.6,0,NaN,NaN
10,0,1.5,0.84,0,NaN,NaN
10,0.5,0.5,0.6,0.4939,0.52759,0.70806
10,0.5,0.5,0.84,0.53913,0.61251,0.77282
10,0.5,1,0.6,0.54574,1.0268,0.77703
10,0.5,1,0.84,0.52827,1.1126,0.94726
10,0.5,1.5,0.6,0.50565,1.3937,0.68214
10,0.5,1.5,0.84,0.4632,1.5073,0.84864
10,1,0.5,0.6,1,0.49001,0.7275
10,1,0.5,0.84,1,0.54,0.86509
10,1,1,0.6,1,1.0555,0.64458
10,1,1,0.84,1,0.985,0.91366
10,1,1.5,0.6,1,1.5098,0.61068
10,1,1.5,0.84,1,1.515,0.97456
