"experimentPhase"	"trialnum"	"subject"	"nStreams"	"ring"	"crowded"	"resp0"	"button0"	"cuePos0"	"answer0"	"correct0"	"pairAngle0"	"whichStreamCuedAngle0"	"whichRespCue0"	"whichInPair0"	"cuedStream0"	"responsePosRelative0"	"streamLtrSequence0"	"streamLtrSequence1"	"streamLtrSequence2"	"streamLtrSequence3"	"streamLtrSequence4"	"streamLtrSequence5"	"streamLtrSequence6"	"streamLtrSequence7"	"streamLtrSequence8"	"streamLtrSequence9"	"streamLtrSequence10"	"streamLtrSequence11"	"streamLtrSequence12"	"streamLtrSequence13"	"streamLtrSequence14"	"streamLtrSequence15"	"streamLtrSequence16"	"streamLtrSequence17"	"timingBlips"	"responsePos"
"main"	10	"LC1SONA"	2	1	"Bouma"	"J"	0	9	"D"	"False"	60	90	0	0	0	-1	"LGPXVNFRJDUKEHMIQBAYZSTO"	"EXFYNLAORIQZMHBUJGVSDKPT"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	8
"main"	11	"LC1SONA"	2	1	"Bouma"	"P"	0	8	"P"	"True"	120	330	0	1	1	0	"QZKHGARDFUPOYLMESJVBINTX"	"SXRGTQVZPIFBDEJUOMYNKLHA"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	8
"main"	19	"LC1SONA"	2	1	"Bouma"	"G"	0	6	"D"	"False"	120	150	0	0	0	1	"UOBEQJDGRSFYXZAHMLNIVPKT"	"IUPXEOVJZSKAHNBQTMGRFYDL"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	7
"main"	21	"LC1SONA"	2	1	"Bouma"	"N"	0	6	"R"	"False"	60	90	0	0	0	-3	"SYJNFDRMBATQPOUIKGHLXZVE"	"SQMJEHPUZGXYKFIVDLONRABT"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	3
"main"	22	"LC1SONA"	2	1	"Bouma"	"H"	0	6	"P"	"False"	0	30	0	0	0	2	"QDKNLUPMHFJETOIGBVXRYZSA"	"ETXUNIJKMORBYDZPLGAVQSHF"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	8
"main"	23	"LC1SONA"	2	1	"Bouma"	"U"	0	6	"X"	"False"	120	330	0	1	1	-4	"KOYVZTSGPIQFRLBJMXUEDANH"	"TGUVMPXOYRJZNSFDBALQIKHE"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	2
"main"	35	"LC1SONA"	2	1	"Bouma"	"K"	0	7	"P"	"False"	120	330	0	1	1	1	"RHFLMADZXYNUBQSTIEKPVGOJ"	"XVBUMAFPKIHZONGRDSTLYEQJ"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	8
"main"	37	"LC1SONA"	2	1	"Bouma"	"B"	0	10	"B"	"True"	60	90	0	0	0	0	"UFYLDPONQKBEJAGRSXMIHZTV"	"LJHYEAGKXQSVMUBROZDTFNPI"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	10
"main"	49	"LC1SONA"	2	1	"Bouma"	"D"	0	10	"Q"	"False"	0	210	0	1	1	2	"BAJSUPTFLIZKDYVREXQHONMG"	"PVUKSZEXJOQIDNBHMGATRYLF"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	12
"main"	53	"LC1SONA"	2	1	"Bouma"	"S"	0	8	"F"	"False"	60	90	0	0	0	-1	"EJZMPBYSFIQRDVNGOHLTAKUX"	"PJNYBESGDFHVXARIZQTUOKML"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	7
"main"	58	"LC1SONA"	2	1	"Bouma"	"R"	0	10	"G"	"False"	60	270	0	1	1	9	"XRQODYIENSFHLJVUTPGMBKAZ"	"EXZKYLUMJOGPVBNIASDRQFHT"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	19
"main"	60	"LC1SONA"	2	1	"Bouma"	"H"	0	7	"I"	"False"	60	90	0	0	0	1	"JPOTFQVIHNEUDKLZGSMYRXAB"	"XSYPTHRMZJFLANQIDUGVEKBO"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	8
"main"	73	"LC1SONA"	2	1	"Bouma"	"H"	0	9	"B"	"False"	0	30	0	0	0	-1	"VFIPMQATHBRXZNEKYJSDLGOU"	"PNOLBSRFMJVQEYDAGKITHZUX"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	8
"main"	89	"LC1SONA"	2	1	"Bouma"	"Y"	0	10	"Y"	"True"	120	150	0	0	0	0	"GPUMISZRJLYXFANETOVQBHDK"	"YIRQLBSMZXUODKETFNAJVGHP"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	10
"main"	99	"LC1SONA"	2	1	"Bouma"	"O"	0	7	"H"	"False"	0	210	0	1	1	-1	"RJHTXIBMEOUFZQNKLVAPDYGS"	"DLGVUMOHQJAKESXIZBRTPYNF"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	6
"main"	106	"LC1SONA"	2	1	"Bouma"	"Q"	0	6	"X"	"False"	60	270	0	1	1	2	"GSKVHDOBZPYLINEXRUFTMAQJ"	"JFDIPYXBQTMSGEHUVOLAKNZR"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	8
"main"	112	"LC1SONA"	2	1	"Bouma"	"N"	0	10	"P"	"False"	120	330	0	1	1	1	"EHNILOPXMUSYBFJRQAGZVDKT"	"QBYUSERLJDPNIOTHZVFKAMXG"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	11
"main"	121	"LC1SONA"	2	1	"Bouma"	"P"	0	9	"I"	"False"	120	150	0	0	0	1	"MHQZLUKGAIPSRVJYNETDFBOX"	"FLHNDIAPJTYEUOGMSBKRXVZQ"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	10
"main"	125	"LC1SONA"	2	1	"Bouma"	"K"	0	8	"T"	"False"	120	150	0	0	0	1	"ZLEIMXVSTKYGBANHUQFPRDOJ"	"INLVJXQHTPOGMEBYDFSRZAUK"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	9
"main"	126	"LC1SONA"	2	1	"Bouma"	"T"	0	9	"I"	"False"	60	270	0	1	1	1	"VDQMXNTUFBSEOKRHYGAIPJZL"	"HOGKXDUREITLVJSFQPYMBZNA"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	10
"main"	128	"LC1SONA"	2	1	"Bouma"	"P"	0	9	"P"	"True"	0	210	0	1	1	0	"VAQBMDJZKEOGPTHNYUXIFLSR"	"EFMXIGUOHPTBDLVSRAQYJKNZ"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	9
"main"	131	"LC1SONA"	2	1	"Bouma"	"U"	0	8	"L"	"False"	60	270	0	1	1	2	"RBDVOLMGHSFUIZJXKNTEYAQP"	"BTIJFSRQLYUKHPMEANVDZOXG"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	10
"main"	132	"LC1SONA"	2	1	"Bouma"	"G"	0	7	"B"	"False"	120	150	0	0	0	1	"PEOLHRABGKSVJZUXNYTQFDMI"	"PGAZOEJNDQHIRVKTXMLBUFYS"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	8
"main"	138	"LC1SONA"	2	1	"Bouma"	"R"	0	8	"X"	"False"	0	210	0	1	1	1	"TJLNOFXDAKIZQMVHRPBYGUES"	"PUAEIJQZXRFTMYNDGOBHLVKS"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	9
"main"	140	"LC1SONA"	2	1	"Bouma"	"A"	0	9	"R"	"False"	120	330	0	1	1	1	"TGYLANHFMRPJQVDXBOUSIZKE"	"NGYXLIJETRAQSHDUOZBKFPMV"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	10
"main"	142	"LC1SONA"	2	1	"Bouma"	"T"	0	7	"L"	"False"	60	270	0	1	1	1	"PEYSUBFNZIKHAGDQJLMVTORX"	"AKXDFIULTGQROBYZJPEHMNSV"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	8
"main"	148	"LC1SONA"	2	1	"Bouma"	"U"	0	8	"X"	"False"	0	30	0	0	0	-1	"TRIDBVQUXOPLNGAEYZJSKMFH"	"AVJRLHFBOTGENPQKIMXDYSUZ"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	7
"main"	152	"LC1SONA"	2	1	"Bouma"	"H"	0	10	"H"	"True"	0	30	0	0	0	0	"QOYZDXRAFIHPJLVBMEGSUNTK"	"PJOIQUKERZHSGDLTMAFNBYXV"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	10
"main"	159	"LC1SONA"	2	1	"Bouma"	"H"	0	7	"H"	"True"	0	30	0	0	0	0	"XJVUYGNHDLIRZTKPFEQOSBAM"	"GAZUEIBSOLJXKRDMQNTYPFVH"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	7
"main"	179	"LC1SONA"	2	1	"Bouma"	"L"	0	6	"T"	"False"	0	210	0	1	1	2	"DUBPZEQRGJYXFHKAMLSVTNIO"	"MOPEJGTYLASZFKXQRIDHBNVU"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0	8
