experimentPhase	trialnum	subject	task	noisePercent	targetLeftRightIfOne	resp0	answer0	correct0	whichStream0	whichRespCue0	responsePosRelative0	streamLtrSequence0	streamLtrSequence1	streamLtrSequence2	streamLtrSequence3	streamLtrSequence4	streamLtrSequence5	timingBlips
main	0 	IT 	 oneCued 	 0.0 	 left 	E 	D 	0.0 	2 	0 	8.0 	ZQYHWVTJODSRACBFIKGLPUENMX	TBHFXSIGLQPCUNOEWZJVAKDRYM	QZPKNTRBAODCVJWGHXEUYMISLF	VHPOTZXBLAEFWYNUIQSJKMRCGD	ULDANKQFEGOTWZBJRIXYSMVCHP	VCOBTEPJNAZUGMQRWLIYFXSDHK	0
main	1 	IT 	 oneCued 	 0.0 	 right 	E 	T 	0.0 	3 	0 	5.0 	YUTZBCFIWMONHVRPDLAKJEXQGS	KEYQDCFBUSILHVGTRNZXWOPMJA	ILPYMVHKQSWARCOGEXNUFDBTJZ	KFIQLSBPZTGXAREYMJVCUOHWDN	QMWFOEDGLNHVTRZSAYJUXKIPCB	BTRJWYPHZQOKSCIFENDUVAMXLG	0
main	2 	IT 	 oneCued 	 0.0 	 left 	W 	L 	0.0 	0 	0 	5.0 	JXMPOGNVLIRZDWFUQKYSBEHATC	YROKHMSFJBUCDQLEXZPTVIANWG	LVZJNBIXWUTRQCPGADHYFOEKMS	VNZGOPIBATESFQLCURDMWYHKJX	CZGETQUDRJLSONMAFHPKXYBVWI	RQKIANSTUYFZOLVWXCDBHPMGEJ	0
main	3 	IT 	 oneCued 	 0.0 	 left 	W 	T 	0.0 	5 	0 	5.0 	NEYDCOMSJLITGWFVRZPAHUQKBX	IHJURCXQEYVBWTGODFAZSNKMPL	IXCVARZJGUTHMEBODFYWPSNKQL	NPYKCLEDZGBFSXJIWQOHTAVMRU	XBDWVYOQKFCLPTUAGJZHSNIMER	BDGCXRVPMITYNKZWUHSEOQJFAL	0
main	4 	IT 	 oneCued 	 0.0 	 right 	O 	G 	0.0 	5 	0 	5.0 	MEDATRCXPHKZINWQSJYOVUFLGB	HZLSCDIXOKTPVNUGREWBMJYAQF	ELCBNRYXAKZMJWDIVSTFHOGPQU	KAVPBRJTXDCLHOZYQIFWSMGEUN	CTNYZKHJXEDVSORGBAPUQMWILF	JVKXQMGCUWIOSFPENRYZHATLDB	0
main	5 	IT 	 oneCued 	 0.0 	 left 	S 	N 	0.0 	2 	0 	5.0 	QYNOEIPCBTWMKHRFADVUJSLGZX	MAJBTHOZIVLSWCQYGDFERXKUPN	BUTMQLNZHAOSWGVRPJFDIYKXEC	GJNPEXLITAMUZYQVHODBCRWKFS	SDMNPEYCWRZUIXFLVGAHQOJTKB	MDCWSKGJTYXUHZNABQFELPVOIR	0
main	6 	IT 	 oneCued 	 0.0 	 right 	T 	H 	0.0 	3 	0 	3.0 	PHZJBXDFLMGSVWYTQUIKNACOER	KVQUBREPWIAJXYTHSNFGDMOCLZ	LAXHWCDZUQSGREMIOFJPBKTVYN	LVDUZWHYGTBKRJIANSQEMOXCPF	GRQCVWXKEPFTZAOBYUMDSNLJHI	XSRAZKOEIPMJTBCVQYUHFGWLND	0
main	7 	IT 	 oneCued 	 0.0 	 right 	W 	E 	0.0 	5 	0 	14.0 	SFIQMPLZCGRNHAUBTKVXWOEDJY	FHRQGWVXPKUYZBOTIDSCEMJNAL	ZWOCVHQPBKDAJGUFNETSXRYIML	MCPSZJIAVQOBGENHYKXFDULTWR	FKMTAPGZHBICOLYQSXENRWUVDJ	QHTUGSFRMEYLKVINOXZJCPBWDA	0
main	8 	IT 	 oneCued 	 0.0 	 left 	Q 	P 	0.0 	4 	0 	-1.0 	KQBLVUGTSROAXEDNMJHFIYZWPC	UKVIRGCJLYAMEOFWXBQSNDTPZH	UIYJWVBGEMQCLFTPSNOHKZXDRA	MBNYKCELVJDGOWHTPXZSQAUIRF	LMUTZINWQPARODXGYBHCJKFSEV	RHFCNEVYIASLKXPDTZOBGWMQJU	0
main	9 	IT 	 oneCued 	 0.0 	 left 	U 	Y 	0.0 	3 	0 	-6.0 	WAUVZKTGFPXHNELMSJBCYDIQRO	TIFVOGZEDKYNWSJULMBCQRPHXA	ANKFRBXPSZMEDUJOQHTIGVWCYL	XUAJCGTYMLONDFWQPZRSIEKVHB	SXKQTBONCPIUWEYJRLZMFDHAGV	GNSFXZURAIDPQEKHMLYTJWVOCB	0
main	10 	IT 	 oneCued 	 0.0 	 right 	T 	L 	0.0 	4 	0 	5.0 	SWOHNCJTALVXEZPQYKDBMIFGRU	IWRXTDUBJQFPVGKEMZLHCSYNOA	UQBWCGFXRDMAHVIELKOSPNYJZT	KDTSMUAPILCXNHYVBFGQOWZJER	FNZQUYIVBMLWGOKTDHRPSJACXE	WMYDKOIGBCJURSXVHAZFTLPNQE	0
main	11 	IT 	 oneCued 	 0.0 	 left 	Z 	W 	0.0 	0 	0 	3.0 	ESABYJUCTWLFZKQPGMXVIRODNH	TOEWZBINGXYJFLHAMQRDSUCVKP	HTPRGLBDNOJYEIKMQXUVCZASWF	POBCXSQNIJKEWFZDVLHUAMRYGT	DJGPQUZWHFBKSXLRIVTMCYNAOE	MUZKGVBASHXCOJFWTPRNQLIDYE	0
main	12 	IT 	 oneCued 	 0.0 	 right 	U 	G 	0.0 	3 	0 	10.0 	VURCFSKDGQBLOWMEJTXIANYZHP	CMXNZIAWBJEGLSUHPDYTQFOVRK	ZFVIRXBQKOPJHYESACGMWNUTLD	XZFISETVPCGAOWKMBHRJULDYNQ	KILJXZQBGWFHEMCPRVANYSUOTD	TKONBPVSEDZFGCAXWIQMJUYLRH	0
main	13 	IT 	 oneCued 	 0.0 	 right 	H 	U 	0.0 	0 	0 	4.0 	FXBVQCLUMDIHAGSPTRYEWKOZJN	CTQEYVPGHJUFLMSXBONKAZWIRD	TVZUPYWIKOXJLABHNGEFQDSCRM	QODAINBLUYEMGKSZFXJHWTCVPR	PSMXLOIQDZHYBJRUTFGWKNCAVE	MYDAPVZIXBKQSEWHLUTRJGOCNF	0
main	14 	IT 	 oneCued 	 0.0 	 right 	S 	K 	0.0 	2 	0 	6.0 	DSFWYTNHBEAPLRCUZKVJQXGIOM	AJPDMKXNTVOZQGBERYICFSHWUL	LVGUEOHJKNFYXRSWCBPMTQDZAI	FBVTOCZGRHSLAMJNKUIYQWEPXD	TNYMCIZGJORKUXVFDWQLASEPBH	GPCVMXREDNLJYHTFWISAUOQKZB	0
main	15 	IT 	 oneCued 	 0.0 	 left 	W 	L 	0.0 	0 	0 	1.0 	EOUAVKLWNQBHTCJGXPDYZIMRFS	KEMHYQBOUWSPXRZDFGLJAVCNIT	DVKNZFQHPCBYSLTUJGRMAEIXOW	QUSKMTHIGRFCXVANYEJWOZDBLP	STCQMWERIXKAYGVUJFDLOHPBNZ	VYJMAQDUKHBZXSIEFLGNTPROWC	0
main	16 	IT 	 oneCued 	 0.0 	 left 	K 	Q 	0.0 	1 	0 	-6.0 	MWRPLIEKDOCBHZATJGUNYVSQFX	XKTBSVMQJGIWPYACHUORFDZNLE	WLVNJQYTZGCBKHEPMUAIOXFRSD	NGPBDKWVUOZQAYISHELMRTFXCJ	HOKBSUTINJGLXPDYRMAWFVZEQC	TGWNZBOUDMECLRKVQXAFHSIPJY	0
main	17 	IT 	 oneCued 	 0.0 	 right 	W 	I 	0.0 	0 	0 	4.0 	JMETBPCIVHUWNXQDAFLOGZYRSK	VPUFBGTJQLSXYREWIHCDZKANMO	ZYEJCXWQRTADBGIFLSHNPVMOKU	BZFRTKWPDCSMEOVLQGNIHUAXJY	EBFRNAXVLTUPOKZISDYCJMGHQW	DESCBKTRQHZOGLVNXPUMWFAJYI	0
main	18 	IT 	 oneCued 	 0.0 	 right 	O 	N 	0.0 	2 	0 	2.0 	RXHTAYJWNBKZEOQFUVDPGMLCIS	TGLUODCJIYXHEBFQMWNVRPZSKA	TDVXRAEJNIOPCQKLFZGSMYWUHB	PTRBAXDOVZWKMHLGIYEQUFNJSC	FJAVRDWGTCHULIBQEXNOMPSZKY	XJIDBGURATELMVQZKFSNHWYCPO	0
main	19 	IT 	 oneCued 	 0.0 	 left 	G 	H 	0.0 	3 	0 	3.0 	SHMIEBXZURGKNACPDQVFJYOTLW	EVOBKLXNMCWGYATZHJSPUQIDFR	OGFBRHYTWSPJDUILAKQENZCXVM	WELVAQYMHDFGKSCXNTBOJUZIPR	POYWFQZUCXBHNIMGESVLAJRDTK	WORZELXUANBYITVDHJSFPGKMCQ	0
main	20 	IT 	 oneCued 	 0.0 	 left 	X 	K 	0.0 	0 	0 	4.0 	CGTWQSIEZJKVPHXLUBAYRFNODM	SWZPBMJYEOGVDTLKXFQUHICNAR	GXLEIRYUPBZTDMCAKQNJWHOVFS	VTNCILDKSWYZGBPXUEFHOQAMRJ	HWVUNMXLQBYSRDPKAJFZTOIEGC	HIKCEYRPZOAWUTNBLXMGVJQFDS	0
main	21 	IT 	 oneCued 	 0.0 	 right 	G 	B 	0.0 	1 	0 	-7.0 	TYSCONGEHIDBLUVZWPMARQFKXJ	OGMRAVHTBXSYJFENPZDCLQIKWU	YTBWQZOHUDGLJVFSECINKRMPXA	CZONGJVPKWAETUBMFXSQIDYRHL	AWOEMRTINFBDHPKVXSLGCJYUQZ	AKXMIHEFWGDYBRUPJNLTZQSCOV	0
main	22 	IT 	 oneCued 	 0.0 	 left 	F 	A 	0.0 	2 	0 	-6.0 	IONSHBDYQVZMLWCAXPUFETKGJR	QSHCOYDZVABGJUEKWNIPXMFTRL	TWFGQPZHAIXCYVJMERSLKUODNB	USITXPLQVOFEJDBKCWHZYGNRAM	JEBOIDYZHSLCMKXUQTRGVWFANP	SJUVZDBAEFWXOYHTGLIKNCQPMR	0
