experimentPhase	trialnum	subject	task	noisePercent	targetLeftRightIfOne	resp0	answer0	correct0	whichStream0	whichRespCue0	responsePosRelative0	streamLtrSequence0	streamLtrSequence1	streamLtrSequence2	streamLtrSequence3	streamLtrSequence4	streamLtrSequence5	timingBlips
main	0 	KR 	 oneCued 	 0.0 	 left 	R 	V 	0.0 	3 	0 	14.0 	POTJQSMKFBVGZHIWCUDNXEALYR	SQDZBUTXMAICGFYRWVNKOHJPEL	UKZFXNCMGWELQJIYAHDOPTRBVS	YNAJEOBITVLGPHXWKUMSFCZRQD	QKMFNRDYLBAGCXZJEOWHITPVSU	HFOKWBQYAELSNJGDIXMVTUCZRP	0
main	1 	KR 	 oneCued 	 0.0 	 right 	L 	C 	0.0 	3 	0 	13.0 	RQXYTLOMJSFCBIGEZUAHPWKVDN	CGQKUJLROHWINZBXSFEDPMVATY	SIBDQOYNRXCUFAMGLVWJPHZKET	EFOQSRXHCMDZYNGVJTPKILWBUA	VQIDXYGHBSWLKMPCZRNOUAJTFE	NMBUWTYRLGKSZHAPFJEICQDXVO	0
main	2 	KR 	 oneCued 	 0.0 	 left 	B 	P 	0.0 	4 	0 	6.0 	DPUAKFEZVBGCNLIWMQYOXTHSRJ	GZKMOJLIUVAXNQHEYDSPRTFBCW	ZBHTXMIDWLUOQYSVNCPEGJARKF	ZADPBHVXIMGCKUJYTENRSLQWFO	UXOFIYWPQCNJTBKALHREVGSMZD	QLMKSYWEZCVAPHDJTUGXBIFRNO	0
main	3 	KR 	 oneCued 	 0.0 	 right 	W 	C 	0.0 	0 	0 	-7.0 	VSXWJKMUNOCDERBZLYQPTIHAFG	AXEUZLGDBCFYQIHSTPMWOKVNRJ	EFZIDVHWSLABMOXCJYRNPGUKTQ	FIUQBZCEDVJMNOKHAWTPRYXSLG	YMPTVHGXQISBFUAWJRNCELDOKZ	LVMRTGUSHJQCPZYDAKEBOXIWNF	0
main	4 	KR 	 oneCued 	 0.0 	 right 	G 	F 	0.0 	1 	0 	4.0 	WSEMLQCYXDBNKUHZJOGIAVFPTR	CBHOLXJFPEQGUWANVIDKRTSZYM	EHDIXSQRYPOGNLKFZVJMBTUACW	YVBXJDCGKASPOQNIZUFMTWLERH	LSEQRKHMJVTZFCXYOINUGPDWAB	YSFGXZLKUWDPBMRAQEJTHCVONI	0
main	5 	KR 	 oneCued 	 0.0 	 left 	Z 	H 	0.0 	0 	0 	7.0 	VETJIQYOBFHGUANLSZPCWMDRKX	ENFGSRYDTPMALUQHWOIBVJCXKZ	QPUTFGEYXWRLBKNMJIVAZDSHOC	IUXBAKDMNSHWQCVYPORLEFZJGT	RLMTBCKGFNZYJISXDAVHPUQWEO	ATJNQWPOZCGDLBYEXIUHMKSVRF	0
main	6 	KR 	 oneCued 	 0.0 	 left 	B 	Y 	0.0 	3 	0 	6.0 	YMPEDQOVINRXKBJCZLUTWGHFAS	LXJTYWAPHDEZUSMIQFNKOBGCVR	OLKAEQJFVIPXMCHGBNWZRSDYTU	SKHDEXJQYMPANZBTLGIRFVUCOW	PCSAYMLZJTFINEUVBKWRQGHXDO	XJHLMRONFQEGAVIPZKDBYSUTCW	0
main	7 	KR 	 oneCued 	 0.0 	 right 	R 	K 	0.0 	3 	0 	3.0 	ZELWYHJFGDRKQUPSACIBVNXMTO	LSIJZHMQAGKFXBUPTDWNVCOYER	QSFOADJNXLPWERKYGMHTBCUZIV	GXWAJLKQSREOVNBHTYPZCIFDUM	ZHMFDBQWCEYVOKPXNTJGRSALUI	HRXKPJSFQLEMUDBOCIGATNZWYV	0
main	8 	KR 	 oneCued 	 0.0 	 left 	B 	J 	0.0 	0 	0 	8.0 	XOMIVUNPDTJLGSFHREBQWCAKYZ	YBNLVJFXSMHGEQZTKOAPUDRICW	UEISAYKMGDOLFWQCRPHXJNZTBV	CKHWJMYGLSZTOBVDPNFIAUQEXR	LXYCTUOJAEFGNMZWIVQKRPHBSD	SWDALBJGXITPYUQMNVCEZRFKOH	0
main	9 	KR 	 oneCued 	 0.0 	 left 	T 	J 	0.0 	1 	0 	3.0 	PUIWTHMEVLFSQOBNCJKRAYXGDZ	QDZOYSJXBTAHGKMUCLFENWIPRV	FGNYJSALTPQZWMVHOEKIUDRCBX	MRPSHLVGITJEUKONFBCQYXAZWD	AJRVUOKMLEFIZQTXYPHGDSNCBW	LBXCETMVWAJSNYGHUPZIRQODKF	0
main	10 	KR 	 oneCued 	 0.0 	 left 	G 	D 	0.0 	5 	0 	5.0 	PRGNYIVAZKJSDCUEQFHOMLBTWX	XBQHJPRMGIDFELOKUWNTSVYCAZ	PNBSYCXQTORUAGZHEWJKLVMIFD	OWAIRJVQCZKNBHEMFYSGPXTUDL	MYIAQXKONFJPRHECWTUZBDGVLS	FERNWVKDICOSGUZAHQLJBTMYXP	0
main	11 	KR 	 oneCued 	 0.0 	 right 	G 	I 	0.0 	2 	0 	3.0 	ZEOGYDSMXPRBQTKCULAHFNVIJW	DPEFBAQMJWZNTLCGOYHXVUSIKR	WSCBNYKPFIERGLVTMQOZHDUJAX	NYQJRACFLDIWXGKMETVZHSPUOB	MVULGYJFIWARQZPOBNKDHESTXC	PHLBZDANFXSUOMKTRGJYWEVCIQ	0
main	12 	KR 	 oneCued 	 0.0 	 right 	C 	P 	0.0 	5 	0 	3.0 	NXMUWLOSBFATRDQJGVYEIZKCHP	ZQSVHPJAUFDRTBOKECLYINMXWG	MLFWSHDJRGQUYXEZCAPITBVONK	KCPXWIRZDNSAFQLEBHOGYVMUJT	CGJQAEPBKNYMWUVXOFHDSLRTZI	DVIQGXKZANPHBCMTOUFRESLWYJ	0
main	13 	KR 	 oneCued 	 0.0 	 right 	B 	Y 	0.0 	3 	0 	3.0 	AOMQKDJTRNIUYCWPFGBXHESVLZ	EWRODHSXNFJTIKMPVCLUQYZAGB	HJNAMFPGOZDKLYBREUVCXQISTW	AFDEUISTYMKBHQOPZRXVWGCNLJ	VZXGFPKEMIQYLURCANHOBSWTDJ	GUOFVLQYESMBDTKIAXPZRJHWCN	0
main	14 	KR 	 oneCued 	 0.0 	 left 	V 	M 	0.0 	4 	0 	3.0 	YZMFVKJPLTQIXHCWGBAUDROSNE	GZVBYPTAUEKIHFDMWOJRNLXQCS	GZBCDLEPFNUIVOTMWXAHKQSJYR	GNQMCEIDAUHYFPTJOWSXVLRBZK	XRABCFJEUMQGVLZOKPSWITNHDY	TQXLSHEOFABGNPIKCVUDWMJYRZ	0
main	15 	KR 	 oneCued 	 0.0 	 right 	D 	A 	0.0 	1 	0 	-7.0 	IMWDBFPXQGLZYVETKOURNHCJAS	EGDYJNBOCAWMUKTVIPHQXZRSFL	LABCJTMFXOZEWSGDUVPIYNHKRQ	HCYDIMUWAVKQXJNGTLOFRSEBZP	YFHLXVIUGPDNQWORCMTBJAZEKS	QLVBXTNAWUGIJZCFOKPEDYRMSH	0
main	16 	KR 	 oneCued 	 0.0 	 left 	V 	I 	0.0 	0 	0 	4.0 	RPXOEBFKIGMLVAWUCJQZHNTYSD	MCITUNZBJGOHFVAKQWSLDRYPEX	UXZVDLAEMTFSKRQYCGPBWJOHNI	BVLOIGXHRKYZCWAJSEQPDTFMUN	RLBKIYQOFGDMWHAZPJCSVUETXN	NWPJGEDISQOBZVXHKMFCATLYRU	0
main	17 	KR 	 oneCued 	 0.0 	 left 	P 	A 	0.0 	3 	0 	3.0 	KTOMSBGHJRPWFAUZYDLNXICVEQ	DPJWBNFAVQTXEUZOYSCKLGHIMR	FBDGWNHOXQLCSPAUIZERVJYMTK	NBOYIGASZPJMRFQEWLKCTDXVHU	FCHKYJMGPATDZXSIRVQOEBWLNU	TSCJAHGFUMRZXEKQWVPDLYNIBO	0
main	18 	KR 	 oneCued 	 0.0 	 right 	C 	R 	0.0 	0 	0 	4.0 	FNOYWPTRQEKCXJZABVLHGIDSMU	FLKUTIRGJCDZHWYOENXVMBQPAS	KQVMADIRLJWUOHPNBCXZYFGSET	IGRNYPCFKWHSAVLZMQTOXJBDUE	OWSDJRZUQNTBPKALGYEFVHCXIM	RUYWDHQTLACKXZGFBISNMJEVOP	0
main	19 	KR 	 oneCued 	 0.0 	 right 	G 	T 	0.0 	5 	0 	5.0 	ODHXEQBNCKIVFWLJYGTMZAUPRS	MKJYQXWSUOALCIFTHZGBRNVEPD	UPVEHJNOXLCWRBFQIDKGZSTYAM	HFMKCYUONVZDGLBSAXRTQJIPWE	YDFJOXKIAETMZWSNHRQLPCGVUB	VUOABSTKPQNGXYZLEFRWHIJMCD	0
main	20 	KR 	 oneCued 	 0.0 	 left 	C 	T 	0.0 	1 	0 	4.0 	KYTEBOJFCMAIRSQVLNGXZHUDWP	ZVDHAXPSBWTLQRCIYJKUFNOEMG	IMJQXTGBSENUOVYHPKFRWADLCZ	AVDWMTIOSXEFHZJCKUBPRYNGQL	QRSZMCIWTKYVGPOXFABUHJNDLE	QSNZYEJLVAHRXBCGIDFPKOTMUW	0
main	21 	KR 	 oneCued 	 0.0 	 left 	T 	U 	0.0 	1 	0 	19.0 	ZPTVAHFEYSBQGLJNWIUCRKDMXO	VQSLRIUCJEGOAWKDPHBNZYFXMT	AFRDLEVHZYJQWGPBUTOICKSXMN	ZJDCQBHNTKOVSRFAELMGWXIPUY	WLAXEIUVJHSYNFQGBMDZKPTOCR	XHIFWSPUAMBQVYENCRDKTOZJLG	0
main	22 	KR 	 oneCued 	 0.0 	 left 	B 	V 	0.0 	5 	0 	14.0 	ZWHFDGRJOYPKQNCBETSALIUXMV	IXUEJFRPQZCYVHBKGWOLAMNSDT	WCTFVQYIXHUSEMBLKGAJNDRPZO	KZBLOGCWMFYXJVANUQTHRSDPEI	OCDPQHGJXEUWSLMIZNBTVARKFY	OSEFRYGDLVCKAJWHPNQXMIZBUT	0
main	23 	KR 	 oneCued 	 0.0 	 right 	C 	C 	1.0 	1 	0 	0.0 	SYWCONIUKRPMDAGQFETVXLZHBJ	GUSMXLCDYJKQOWTFRBPVHIZAEN	AKNDMQYHGECIXRSTVUBZLFOPWJ	OZXYSVULBTAJDWEIHRQKMNGCPF	DJIEZUYHGCBQVLMFAKPSWNRTOX	BJSGPAXEWLYOQIVDKMZRHNFTUC	0
main	24 	KR 	 oneCued 	 0.0 	 left 	N 	V 	0.0 	5 	0 	5.0 	MPSLBYVOTCREKQJAWZGINHDUXF	QRALHTVYDZSFONICGWEXBMPJKU	UVDHILNTOYGRBASWCJKMEFZXQP	PTUQSHWLFOIZKCGDJXVNYARMBE	LCGMHTVPKEFDSOJXYRWBIQNZUA	LFOZBPVGRSENQKDWMTUYCIXJHA	0
main	25 	KR 	 oneCued 	 0.0 	 right 	B 	Y 	0.0 	2 	0 	-1.0 	DLTCRIFENJKZVQYGHOMAWXBPUS	BNHSRDAEVPZJYUGLOIKQTMFCWX	GECILDWZBYTOUXPAQHMSNJKFVR	JWQVHBEXAKMGCFZPTNDSYRIULO	ADUONJBYGWXHVLPQTERCSKMZIF	KYEZLQXIFRAGNOTDJCHVPWMSBU	0
main	26 	KR 	 oneCued 	 0.0 	 right 	D 	E 	0.0 	5 	0 	5.0 	QKMIUBOXTCEJRDZGYLAHNPFVWS	ZDBVHSORCTUWKFQGIYXJAMLNPE	JOPWYGRZKXABCFEULQHTDMNSVI	HFCJZPMYOGRSNDLXUQIATKBWEV	WKBLPMCIYUXARZONGQTDFSEHJV	RHQTWNZPVAEXCKUDBYOSJIFGML	0
main	27 	KR 	 oneCued 	 0.0 	 left 	B 	P 	0.0 	3 	0 	6.0 	MDAIXFPQTKGCHZWYJELSNVBUOR	OTJGFYVUQBENMWIKRLPASXCDHZ	CBSMVUOGEDIKFNJTHQPZYRLAWX	SNMOHULFPYTCARBDXZGWVIKEQJ	GAWHVKODNEIMJRZYTCLBUSFQPX	ECRHBDANFWYJLXTGQUZOPVSMKI	0
main	28 	KR 	 oneCued 	 0.0 	 right 	H 	V 	0.0 	2 	0 	-1.0 	GRTDUAZYOVIBWKNCXHQSPFMLJE	XTZUGICWMSDFEQOBPAYRVJHNLK	YPRQTOZWJHVFBXSNCIAMDULEGK	JVYPROEUIGHTZSFXQCANBKLMWD	JZDHEOIRWMSFLPQCYNTXBUAGVK	JROYCEGKFXQTAZULDBSIMPWVNH	0
main	29 	KR 	 oneCued 	 0.0 	 right 	D 	B 	0.0 	5 	0 	4.0 	WEJQOFHXCLZRNPSBGKMVAYTIDU	AUIRMZHWCNBXDSFJTLVOPKGEYQ	SIOQBMZLJGUNYHXVKTFCERAWPD	PKXOBHTJUYFLQEZGIMSWRCADNV	AJUWVQKRBPCTYONGXZMDLEIHSF	XWJPURASBIHKDMZELQFVCGYNTO	0
main	30 	KR 	 oneCued 	 0.0 	 left 	B 	D 	0.0 	3 	0 	12.0 	ESKIWDPRZJGHAFUCONTXMYQVLB	CJTRSAFVOEHPWBYQKUMIXLZGDN	OMQSDXTUGYFCZJLINKRWPAVBEH	OEJWGQLDFAKSTRHXPNZBMICYVU	UKXHGPMLWJZRSDEYCQTINABOFV	YHRGJNUMWVCBOTZDXAEKSLPQIF	1
