experimentPhase	trialnum	subject	task	noisePercent	targetLeftRightIfOne	resp0	answer0	correct0	whichStream0	whichRespCue0	responsePosRelative0	streamLtrSequence0	streamLtrSequence1	streamLtrSequence2	streamLtrSequence3	streamLtrSequence4	streamLtrSequence5	timingBlips
main	0 	EC 	 oneCued 	 0.0 	 left 	P 	Z 	0.0 	5 	0 	-3.0 	FOTLQDVRMYGINKCJHASEXPUZWB	YPZHMLXUQFBCTKAWNRVJSIOEDG	FXQACUWSJTORLNGDMEZYKHIVBP	SQKBUNCDRJYAPGHZXLVOFIWTME	URMTEPZQIXYGVABKLHFCJDOSNW	FBGJUTPMXZAWKVIDNLREOQCSYH	0
main	1 	EC 	 oneCued 	 0.0 	 right 	H 	U 	0.0 	1 	0 	2.0 	PTUDWMSRGJQFVEYCKOXLZIANHB	TFVGXEBUCHPZLJKMNYODQSRAIW	GPKMBARFQYDOUCEJHNTVIXWLZS	HJXFDSGQRNVKBTYPELIMOUZWCA	THLRVOCDGUIZQPBWAYSEKJFNXM	WLTAJSBCPINYRMUQDXEVFGKZOH	0
main	2 	EC 	 oneCued 	 0.0 	 left 	Q 	W 	0.0 	2 	0 	18.0 	FUXVNPQITEYHDOKBCJSLWMZRGA	MVCIGRULKQFNTXBDYSWHPOZJAE	EPSMYNWVLRHJCXIAFTZKOGDBQU	HJOUNPQEDAZXBGIYLMSWVCTFRK	JKIHYLGXVDAWNRPCBQEZFSUOTM	YKBPUVRGDWZLAXCQFJMNISTEOH	0
main	3 	EC 	 oneCued 	 0.0 	 right 	T 	I 	0.0 	4 	0 	6.0 	YSJVCPQORTMIHNWBDKGXLEAZFU	YXMRVSPJQAZECOHGDITBWFULKN	OICNBLKQMJUYERPWDVZFXSAGTH	RTFYOVQIBNLGMWZDJPCXSHUAKE	XNCDEVIQZMKSTJRHWOLBGAPYFU	RJWOZLHAKMGCSPDBQXETYNIUVF	0
main	4 	EC 	 oneCued 	 0.0 	 left 	M 	T 	0.0 	5 	0 	4.0 	EYDKPQCBONSLJGTFRAXVMUZIWH	WMJZYLOVEUQIGDCPRFXHBKSTNA	MCNOWSPGIXVZYHUEJATLKQDFBR	JZBUNMLTQYEORKCFDWAVXSHIPG	SREFTXUIWHQOKVCBJYDZGLPMAN	ODHFLYKBZTSQAMGXICWJRUVPEN	0
main	5 	EC 	 oneCued 	 0.0 	 right 	V 	R 	0.0 	4 	0 	5.0 	UZRDNWEMPLHIOCSKYQAJBVXTFG	KGANYTSIFRQVHCDXUPJMWOELBZ	EHWKNVYGUZRSILOJTDXBQAPMFC	LCVKTHAGEWRDFXJZMIBQUNOYSP	KUMWCDNJRPGZAVIOLTHQEYXBFS	YLPZKIJSAQBWEGVURMCDXONFTH	0
main	6 	EC 	 oneCued 	 0.0 	 right 	T 	H 	0.0 	3 	0 	-9.0 	NXCUGQRMITOELDZHSWYVJKAPBF	PVYCGXDMUNBRIOQKWAJSLZHTFE	UDEWOXPGYISCJRLKHFMVTNBZQA	BTKDORWJFVHNZXQUGIPCMAESLY	MYVLQIPKNBZRTFAEGCOXJWHUSD	OTHEPIKADVMGLZCFRYQXUNJWSB	0
main	7 	EC 	 oneCued 	 0.0 	 left 	W 	R 	0.0 	3 	0 	4.0 	CUJKNZSQRGVHYWEPTOIDFALXBM	OGXWKMNZATLFSVEHDIQJPYBCRU	NAXJUYFDTESRKCLBQWGVHOMIPZ	TLEIDVMSKBRJGXWPYCQUNHAFOZ	QMBDNVRKYFWLCHGSJETUZAOXPI	BCSJRMPIGNADKFUZWTLEVYOQHX	0
main	8 	EC 	 oneCued 	 0.0 	 left 	E 	H 	0.0 	3 	0 	4.0 	NZXPHLGRCTJOVSYKAUIDQFBWME	EGZHFYNAIMKBPXUCTWSDJLVQRO	DTNPFREWJGKBHUSAVLIZOYMXQC	BAILJRHDWQEVMKSOPFUTZNGYCX	DYTFNWLXUGKHAPMCJROEISZQVB	KXTCZVLPIAJUDMHQRFSBOENYGW	0
main	9 	EC 	 oneCued 	 0.0 	 left 	A 	G 	0.0 	4 	0 	6.0 	DCBNSGPOXELKVRZJHITAWMFYQU	WHGPRJUINTBKVQYLODXESZAFCM	XLPWGJRICSTHZEANOVDFBMKQYU	CXTYNIASOWVPLUZKFMEGBJQHRD	HTJQRMYVGPEOBLAWXUSNFCDIKZ	WATDLEIZMQGNYFBSUVOJHXRPKC	0
